GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Name,State,County,Tract
1400000US06013346101,3448,50.1,4.0,7.2,6.1,7.3,3.0,2.8,13.3,20.4,11.4,6.1,10.4,6.0,1.9,47.6,85.9,0.3,0.0,11.2,0.0,0.5,2.1,Census Tract 3461.01; Contra Costa County; California,6,13,346101
1400000US06013346102,5673,50.7,2.7,5.3,11.7,7.2,3.5,4.2,12.6,19.1,8.6,9.7,9.3,5.0,1.1,46.8,88.7,0.8,0.0,8.0,0.0,0.4,2.1,Census Tract 3461.02; Contra Costa County; California,6,13,346102
1400000US06013346201,7470,48.1,4.0,9.2,8.7,5.9,2.0,2.7,15.2,18.8,6.9,8.8,11.5,3.3,3.0,45.9,87.0,0.0,0.4,6.6,0.0,1.8,4.2,"Census Tract 3462.01, Contra Costa County, California",6,13,346201
1400000US06013346203,3864,49.2,4.6,10.9,6.1,4.6,3.1,4.9,12.6,21.2,9.0,7.3,9.3,4.4,1.9,46.5,85.2,0.0,0.0,7.0,0.0,0.4,7.4,Census Tract 3462.03; Contra Costa County; California,6,13,346203
1400000US06013346204,7249,48.8,4.0,7.6,11.2,11.6,2.6,4.0,15.1,22.0,7.8,6.7,5.6,1.2,0.6,42.2,78.7,1.4,0.3,13.2,0.0,1.1,5.2,Census Tract 3462.04; Contra Costa County; California,6,13,346204
1400000US06013347000,5893,48.8,7.7,5.0,8.0,3.6,3.8,5.4,12.6,19.2,10.5,8.5,7.5,6.6,1.6,48.0,86.6,0.0,0.0,9.3,0.0,0.2,3.9,Census Tract 3470; Contra Costa County; California,6,13,347000
1400000US06013348000,4615,52.4,6.0,10.0,6.0,7.3,1.7,4.2,11.5,17.1,9.7,9.5,9.9,5.2,1.9,46.6,86.8,0.0,0.0,9.6,0.0,1.9,1.7,Census Tract 3480; Contra Costa County; California,6,13,348000
1400000US06013349000,4618,44.2,7.1,8.3,6.0,5.0,5.7,10.3,15.2,15.9,6.0,6.3,6.3,5.3,2.6,40.0,81.5,1.4,0.3,12.3,0.0,0.2,4.3,Census Tract 3490; Contra Costa County; California,6,13,349000
1400000US06013350000,5247,49.2,3.7,5.3,8.0,7.1,2.6,9.4,16.1,17.4,8.3,7.6,7.9,4.5,1.9,43.5,81.4,1.0,0.6,12.2,0.0,1.1,3.7,Census Tract 3500; Contra Costa County; California,6,13,350000
1400000US06013351101,2774,36.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.6,10.6,21.5,38.6,23.8,78.5,91.9,1.4,0.0,6.7,0.0,0.0,0.0,Census Tract 3511.01; Contra Costa County; California,6,13,351101
1400000US06013351102,3572,29.8,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.1,4.1,6.9,26.0,32.8,27.2,79.6,96.0,0.0,0.0,3.6,0.0,0.0,0.4,"Census Tract 3511.02, Contra Costa County, California",6,13,351102
1400000US06013351103,1946,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.2,21.8,45.6,24.4,78.8,98.6,0.0,0.0,1.4,0.0,0.0,0.0,Census Tract 3511.03; Contra Costa County; California,6,13,351103
1400000US06013351200,5901,48.8,3.2,7.5,11.2,10.7,3.1,4.0,11.6,16.8,8.4,7.0,9.9,3.6,3.1,44.1,88.8,0.2,0.0,7.7,0.0,0.0,3.4,Census Tract 3512; Contra Costa County; California,6,13,351200
1400000US06013352101,4186,46.7,2.6,3.4,2.7,42.4,11.3,3.3,4.9,10.1,5.1,3.5,7.4,2.7,0.7,19.9,71.9,5.8,0.3,10.5,0.7,5.7,5.1,Census Tract 3521.01; Contra Costa County; California,6,13,352101
1400000US06013352102,4806,47.8,4.4,7.6,12.4,5.8,0.7,2.6,13.6,20.2,7.4,6.7,10.5,6.6,1.4,46.1,83.5,0.0,0.0,13.0,0.0,0.7,2.7,Census Tract 3521.02; Contra Costa County; California,6,13,352102
1400000US06013352201,5552,45.5,6.7,5.2,8.4,8.1,4.2,5.9,14.9,15.8,8.7,5.6,10.2,4.6,1.7,43.7,79.0,0.2,0.3,14.7,0.0,1.7,4.1,Census Tract 3522.01; Contra Costa County; California,6,13,352201
1400000US06013352202,2268,47.0,4.9,5.3,5.0,8.8,6.3,2.0,11.2,12.3,8.3,14.1,8.9,11.4,1.4,50.3,80.2,1.3,0.0,17.3,0.9,0.0,0.3,Census Tract 3522.02; Contra Costa County; California,6,13,352202
1400000US06013353001,3544,49.8,6.1,8.0,7.8,7.7,4.5,4.2,15.4,16.3,9.0,7.8,4.7,6.5,2.1,43.4,81.8,2.3,0.0,10.3,0.2,0.4,5.0,Census Tract 3530.01; Contra Costa County; California,6,13,353001
1400000US06013353002,3990,47.4,3.4,8.9,5.2,10.6,1.4,8.0,9.7,18.6,8.8,7.7,9.4,5.8,2.3,47.0,80.4,0.8,0.0,11.2,0.4,1.8,5.5,Census Tract 3530.02; Contra Costa County; California,6,13,353002
1400000US06013354001,1706,49.9,7.9,5.0,7.9,8.7,2.9,4.3,15.5,22.7,8.0,4.0,4.0,7.2,1.8,44.0,90.1,1.2,0.0,5.6,0.0,0.0,3.1,Census Tract 3540.01; Contra Costa County; California,6,13,354001
1400000US06013354002,6521,49.5,7.9,4.8,8.8,4.1,3.2,3.4,10.6,18.2,9.3,7.4,7.9,10.8,3.7,48.4,87.8,0.6,0.9,5.6,0.0,1.7,3.4,Census Tract 3540.02; Contra Costa County; California,6,13,354002
1400000US06013355107,4409,52.6,8.2,8.8,5.8,4.9,7.3,14.2,9.7,18.5,9.7,6.6,4.4,1.6,0.3,37.3,59.9,14.6,0.7,12.1,2.8,8.3,1.7,Census Tract 3551.07; Contra Costa County; California,6,13,355107
1400000US06013355108,12721,49.2,6.2,8.6,11.8,9.9,5.3,9.1,16.1,15.9,6.0,3.1,6.1,1.5,0.5,34.5,30.8,20.8,1.2,25.0,0.1,13.7,8.4,"Census Tract 3551.08, Contra Costa County, California",6,13,355108
1400000US06013355109,6248,44.7,9.0,4.4,6.2,10.2,7.1,9.2,11.3,18.3,7.0,4.7,4.9,5.0,2.6,38.4,55.2,17.9,0.2,13.7,1.3,7.4,4.3,Census Tract 3551.09; Contra Costa County; California,6,13,355109
1400000US06013355110,4536,49.9,4.5,7.5,10.4,11.4,14.3,9.1,10.8,17.4,5.4,4.2,3.1,2.1,0.0,30.3,47.3,30.2,1.3,4.6,0.5,15.5,0.7,Census Tract 3551.10; Contra Costa County; California,6,13,355110
1400000US06013355111,6352,49.3,6.6,7.8,11.9,8.2,6.1,11.6,16.5,19.7,2.5,3.4,4.2,0.8,0.6,32.5,50.9,21.1,0.3,12.7,5.0,7.8,2.1,Census Tract 3551.11; Contra Costa County; California,6,13,355111
1400000US06013355112,5361,53.7,1.4,4.7,9.8,10.2,2.5,3.6,8.8,18.2,8.8,15.2,12.4,2.9,1.3,50.3,86.2,0.3,0.0,7.9,0.0,2.4,3.2,Census Tract 3551.12; Contra Costa County; California,6,13,355112
1400000US06013355113,5085,48.1,3.9,7.0,8.6,9.7,5.3,6.5,12.3,22.7,12.8,5.5,3.6,1.8,0.3,41.9,61.5,6.8,0.0,26.0,0.0,0.0,5.7,Census Tract 3551.13; Contra Costa County; California,6,13,355113
1400000US06013355114,10503,48.6,8.3,10.7,8.4,6.4,3.4,9.7,21.2,18.5,3.4,4.4,3.2,0.7,1.7,36.7,53.6,2.7,0.3,36.0,0.0,0.5,6.9,"Census Tract 3551.14, Contra Costa County, California",6,13,355114
1400000US06013355115,3016,43.2,14.7,7.2,6.4,6.9,4.8,21.2,21.8,13.7,1.2,1.3,0.4,0.5,0.0,31.1,42.7,4.6,0.0,43.9,0.0,3.2,5.6,Census Tract 3551.15; Contra Costa County; California,6,13,355115
1400000US06013355116,3709,49.1,11.9,14.2,10.5,3.6,0.4,8.1,32.3,10.1,1.4,2.1,5.1,0.4,0.0,36.1,29.5,2.4,0.0,62.1,0.0,0.7,5.4,"Census Tract 3551.16, Contra Costa County, California",6,13,355116
1400000US06013355117,6514,49.5,13.7,11.8,10.4,3.7,0.5,13.7,28.9,10.1,1.2,1.7,4.1,0.3,0.0,32.9,17.4,1.7,0.6,77.7,0.0,0.9,1.7,"Census Tract 3551.17, Contra Costa County, California",6,13,355117
1400000US06013355200,5851,52.4,6.2,8.1,9.7,7.7,7.8,13.7,16.5,13.9,7.0,4.4,3.4,1.4,0.2,33.0,29.0,9.2,0.1,45.7,0.1,10.5,5.5,"Census Tract 3552, Contra Costa County, California",6,13,355200
1400000US06013355301,7804,49.0,5.1,6.1,7.2,7.5,5.9,8.5,13.2,22.1,7.3,5.0,7.9,3.7,0.6,43.2,71.1,2.9,0.0,14.7,0.0,5.6,5.6,"Census Tract 3553.01, Contra Costa County, California",6,13,355301
1400000US06013355302,3538,48.8,3.6,7.0,12.4,4.2,4.8,5.5,10.5,17.8,9.6,11.2,7.2,5.2,1.0,46.8,74.5,2.7,1.4,18.1,0.0,1.6,1.7,Census Tract 3553.02; Contra Costa County; California,6,13,355302
1400000US06013355304,7722,48.5,6.6,7.3,6.2,5.9,4.2,7.9,18.7,18.1,6.7,7.4,4.6,4.0,2.3,41.4,80.0,1.5,1.2,11.7,0.0,2.2,3.5,"Census Tract 3553.04, Contra Costa County, California",6,13,355304
1400000US06013355306,4778,50.1,3.2,6.2,8.4,7.3,4.5,6.4,11.8,18.7,5.6,12.8,7.9,4.7,2.3,46.2,91.1,0.2,0.0,2.2,0.0,1.0,5.5,Census Tract 3553.06; Contra Costa County; California,6,13,355306
1400000US06013356001,4155,50.6,3.9,4.4,9.4,7.2,10.3,12.0,10.1,16.3,9.7,6.4,6.8,3.5,0.0,38.3,46.1,14.0,0.4,23.4,0.0,8.1,8.1,Census Tract 3560.01; Contra Costa County; California,6,13,356001
1400000US06013356002,5487,45.6,4.0,5.8,8.6,6.4,4.3,10.6,12.6,21.4,6.9,6.8,8.1,2.2,2.4,43.3,47.5,15.7,0.0,25.0,2.0,6.1,3.7,Census Tract 3560.02; Contra Costa County; California,6,13,356002
1400000US06013357000,3157,53.8,2.3,3.8,4.7,5.3,2.6,12.9,15.3,20.4,13.1,9.3,3.4,4.9,2.0,45.7,86.5,1.0,0.4,6.5,0.0,3.7,1.9,Census Tract 3570; Contra Costa County; California,6,13,357000
1400000US06013358000,5301,51.1,8.1,9.2,6.9,7.8,4.8,14.5,13.3,15.2,4.5,4.3,5.3,4.4,1.6,33.9,56.1,12.8,1.3,17.9,0.0,4.3,7.6,Census Tract 3580; Contra Costa County; California,6,13,358000
1400000US06013359102,5177,48.9,8.5,5.4,6.4,6.4,8.9,13.7,13.7,15.7,5.2,4.1,5.5,5.5,1.0,35.7,38.0,18.3,0.0,24.0,0.0,10.2,9.4,Census Tract 3591.02; Contra Costa County; California,6,13,359102
1400000US06013359103,5152,50.2,10.1,3.3,7.1,6.1,6.7,10.0,11.7,15.7,12.1,4.8,5.2,6.5,0.7,40.2,51.4,13.1,0.0,23.3,0.0,2.5,9.6,Census Tract 3591.03; Contra Costa County; California,6,13,359103
1400000US06013359104,1873,46.9,8.5,3.4,0.0,4.5,9.7,17.8,11.1,29.2,5.8,5.8,2.4,1.0,0.8,43.3,28.7,26.6,0.0,31.3,4.4,7.4,1.5,Census Tract 3591.04; Contra Costa County; California,6,13,359104
1400000US06013359105,4223,48.0,6.4,6.4,4.3,11.2,3.2,20.4,16.0,14.3,7.9,3.2,4.1,2.1,0.4,33.3,32.0,16.2,0.8,40.4,0.0,4.3,6.2,Census Tract 3591.05; Contra Costa County; California,6,13,359105
1400000US06013359202,6267,45.7,2.6,5.4,8.7,5.7,7.4,11.2,13.6,14.9,6.5,9.1,6.9,5.8,2.1,42.2,54.8,2.1,0.6,19.0,0.8,18.2,4.5,Census Tract 3592.02; Contra Costa County; California,6,13,359202
1400000US06013359203,7048,45.6,3.0,9.3,7.6,6.9,11.3,8.4,12.2,15.7,8.1,4.5,6.9,5.1,1.2,39.3,36.3,19.5,0.4,33.6,0.0,5.2,5.1,Census Tract 3592.03; Contra Costa County; California,6,13,359203
1400000US06013359204,4498,48.1,1.4,4.6,7.0,10.6,6.8,14.9,8.3,19.2,12.5,6.2,5.1,3.3,0.0,42.0,25.4,13.0,0.3,51.3,2.0,4.4,3.6,Census Tract 3592.04; Contra Costa County; California,6,13,359204
1400000US06013360101,5029,45.0,3.8,4.6,6.1,11.0,6.9,5.3,11.8,20.4,6.3,6.9,8.5,7.5,0.9,45.8,59.9,10.1,1.4,17.8,0.0,0.7,10.2,Census Tract 3601.01; Contra Costa County; California,6,13,360101
1400000US06013360102,4182,49.2,2.5,4.4,6.6,4.5,6.2,8.2,12.3,20.0,8.7,8.0,10.1,7.6,0.9,46.8,48.0,14.1,0.0,27.8,0.0,8.5,1.6,Census Tract 3601.02; Contra Costa County; California,6,13,360102
1400000US06013360200,4424,47.2,4.9,9.1,4.0,6.1,4.5,11.2,15.6,15.0,7.0,7.3,8.3,6.0,1.0,41.8,47.5,14.8,0.2,21.2,0.0,6.9,9.3,Census Tract 3602; Contra Costa County; California,6,13,360200
1400000US06013361000,4393,49.2,7.6,4.9,4.9,5.9,8.0,10.2,17.3,18.4,6.1,4.6,4.7,5.8,1.7,39.3,57.0,12.9,0.9,19.3,0.5,3.4,6.0,Census Tract 3610; Contra Costa County; California,6,13,361000
1400000US06013362000,2700,44.5,7.1,4.9,6.3,2.5,2.4,10.3,12.9,13.6,11.9,8.0,15.2,1.2,3.9,47.4,70.4,12.3,0.0,12.2,0.0,0.4,4.7,Census Tract 3620; Contra Costa County; California,6,13,362000
1400000US06013363000,7646,44.9,7.2,6.6,5.0,8.8,7.7,10.6,18.8,14.4,8.1,3.7,4.6,3.4,1.1,37.5,45.5,23.8,0.0,13.3,2.5,7.9,6.9,Census Tract 3630; Contra Costa County; California,6,13,363000
1400000US06013364002,5041,47.8,5.7,5.8,5.1,8.1,6.5,12.0,12.1,17.6,7.4,3.6,9.5,4.8,1.9,41.7,59.3,14.0,0.8,12.3,1.0,7.3,5.2,Census Tract 3640.02; Contra Costa County; California,6,13,364002
1400000US06013365002,4807,48.6,11.5,7.3,8.1,8.5,8.3,14.9,11.5,15.6,3.6,2.5,3.6,3.2,1.3,28.1,35.6,31.3,0.6,10.2,0.0,17.5,4.9,Census Tract 3650.02; Contra Costa County; California,6,13,365002
1400000US06013365003,4507,44.4,7.5,5.8,4.7,3.4,5.2,21.1,17.9,12.7,8.7,4.8,4.9,1.8,1.4,36.3,20.0,33.1,0.0,38.2,0.0,6.1,2.6,Census Tract 3650.03; Contra Costa County; California,6,13,365003
1400000US06013366001,4579,52.2,4.3,5.8,5.7,10.5,11.9,15.7,14.9,15.5,4.0,2.7,4.2,4.0,0.7,32.3,54.9,10.5,0.0,23.2,0.0,10.9,0.5,Census Tract 3660.01; Contra Costa County; California,6,13,366001
1400000US06013366002,5801,51.9,9.8,6.1,10.7,7.7,10.2,12.0,15.7,13.2,4.2,3.7,4.4,1.1,1.1,31.0,40.4,10.9,1.3,17.1,0.0,22.8,7.6,Census Tract 3660.02; Contra Costa County; California,6,13,366002
1400000US06013367100,4553,47.0,2.2,3.0,6.4,8.0,5.2,20.9,9.8,13.8,6.7,8.2,10.3,4.6,0.8,40.4,20.5,49.7,0.1,21.6,1.2,5.4,1.6,Census Tract 3671; Contra Costa County; California,6,13,367100
1400000US06013367200,4927,49.8,7.0,9.6,6.8,9.9,5.1,13.9,18.3,12.5,4.9,3.8,5.4,2.5,0.3,32.7,33.4,16.1,0.9,29.2,1.0,15.0,4.4,Census Tract 3672; Contra Costa County; California,6,13,367200
1400000US06013368001,4582,50.3,10.6,3.4,8.9,8.9,7.9,15.2,17.2,11.4,5.0,4.6,6.1,0.9,0.0,31.9,73.2,7.7,0.5,4.3,0.0,13.0,1.3,Census Tract 3680.01; Contra Costa County; California,6,13,368001
1400000US06013368002,3823,57.2,9.0,10.2,6.0,8.5,10.5,28.0,7.1,9.5,5.2,3.0,1.6,1.2,0.3,26.3,46.5,3.0,0.2,15.1,0.0,33.1,2.1,Census Tract 3680.02; Contra Costa County; California,6,13,368002
1400000US06013369001,6777,46.7,7.2,6.7,7.2,7.5,6.2,9.9,14.0,9.1,4.5,4.8,6.2,7.8,9.0,39.3,45.5,24.6,2.8,16.7,0.0,8.2,2.2,Census Tract 3690.01; Contra Costa County; California,6,13,369001
1400000US06013369002,2563,50.9,8.4,4.4,5.4,2.1,5.5,14.5,18.5,17.3,7.1,6.2,4.3,4.8,1.4,38.8,48.6,15.5,0.0,13.1,0.0,11.9,10.9,Census Tract 3690.02; Contra Costa County; California,6,13,369002
1400000US06013370000,3431,51.5,6.2,5.4,10.1,8.7,7.0,11.4,12.7,14.2,7.9,3.3,7.3,4.8,1.0,35.5,48.1,15.7,0.0,17.9,0.2,11.3,6.9,Census Tract 3700; Contra Costa County; California,6,13,370000
1400000US06013371000,5015,52.2,5.1,6.4,6.1,9.0,4.2,16.4,13.9,18.1,5.6,6.5,4.4,2.4,2.0,36.7,52.7,13.5,0.7,16.2,0.3,12.3,4.3,Census Tract 3710; Contra Costa County; California,6,13,371000
1400000US06013372000,7241,47.6,8.5,5.8,5.2,7.2,3.8,15.8,16.0,16.0,7.8,5.2,6.0,2.3,0.4,37.8,35.0,12.9,0.0,14.0,0.0,36.4,1.6,Census Tract 3720; Contra Costa County; California,6,13,372000
1400000US06013373000,4047,45.2,8.3,10.5,9.4,10.7,4.6,14.9,18.3,8.6,2.1,3.3,6.0,2.5,0.8,28.1,54.7,14.1,0.0,10.9,0.0,19.3,1.0,Census Tract 3730; Contra Costa County; California,6,13,373000
1400000US06013374000,5225,44.0,8.6,7.6,7.8,3.5,5.9,18.8,12.9,14.2,5.9,5.4,3.0,3.9,2.5,33.9,48.7,15.7,0.0,16.4,0.0,17.9,1.3,Census Tract 3740; Contra Costa County; California,6,13,374000
1400000US06013375000,4655,51.1,11.6,10.4,10.1,8.7,8.1,19.8,13.0,12.2,0.7,2.9,1.8,0.6,0.1,25.6,49.6,10.9,0.0,2.2,0.0,31.7,5.6,Census Tract 3750; Contra Costa County; California,6,13,375000
1400000US06013376000,5461,48.5,7.6,11.1,7.6,10.2,11.2,15.9,10.7,9.7,4.2,4.1,2.7,3.5,1.4,25.9,33.6,36.0,0.0,15.1,0.0,13.2,2.0,Census Tract 3760; Contra Costa County; California,6,13,376000
1400000US06013377000,6362,46.4,8.6,7.7,8.4,10.3,7.4,13.2,13.5,13.7,4.4,7.0,2.1,2.8,0.9,29.9,49.6,34.8,1.3,2.7,0.0,9.3,2.3,Census Tract 3770; Contra Costa County; California,6,13,377000
1400000US06013378000,2848,52.1,3.5,3.7,2.9,3.2,2.0,9.3,15.7,21.3,12.3,9.3,9.5,4.5,2.9,50.6,80.1,6.1,0.0,10.0,0.0,0.8,3.0,Census Tract 3780; Contra Costa County; California,6,13,378000
1400000US06013379000,5957,48.0,9.9,10.3,10.6,8.3,5.7,15.1,11.3,13.6,3.0,2.7,5.5,2.8,1.3,27.8,36.7,43.9,0.0,2.9,0.0,13.7,2.8,Census Tract 3790; Contra Costa County; California,6,13,379000
1400000US06013380000,5444,41.7,8.5,5.9,5.3,6.5,6.7,18.3,15.3,12.3,8.4,5.2,3.7,3.1,0.8,34.2,41.6,27.6,0.2,15.4,0.0,10.7,4.6,"Census Tract 3800, Contra Costa County, California",6,13,380000
1400000US06013381000,5970,47.6,10.2,7.9,6.6,8.9,6.6,13.3,15.6,15.1,4.5,4.3,4.6,1.9,0.5,31.4,25.7,54.3,0.0,2.6,0.0,14.5,2.9,Census Tract 3810; Contra Costa County; California,6,13,381000
1400000US06013382000,6504,46.8,5.5,7.6,7.8,8.0,8.6,13.6,14.7,13.7,5.1,3.4,8.2,3.0,0.9,34.4,28.9,57.9,0.0,8.5,0.0,4.0,0.6,Census Tract 3820; Contra Costa County; California,6,13,382000
1400000US06013383000,4897,51.0,5.4,5.3,4.8,2.0,8.3,16.9,15.2,15.0,9.2,6.8,4.0,4.6,2.4,39.6,58.9,9.4,0.0,25.9,1.3,1.0,3.6,Census Tract 3830; Contra Costa County; California,6,13,383000
1400000US06013384000,3821,44.1,8.5,4.1,2.6,2.6,4.2,9.4,19.0,14.4,10.5,5.9,8.4,7.5,3.0,43.9,55.6,9.7,0.2,24.5,0.0,1.5,8.5,Census Tract 3840; Contra Costa County; California,6,13,384000
1400000US06013385100,2407,48.4,2.0,5.9,4.3,4.0,0.3,5.4,11.3,19.6,4.7,12.7,15.4,8.4,6.0,54.5,66.2,3.3,0.4,24.8,0.0,0.6,4.6,Census Tract 3851; Contra Costa County; California,6,13,385100
1400000US06013385200,1271,48.2,2.8,9.3,1.7,4.6,2.0,13.6,7.3,15.8,11.5,7.9,8.7,12.0,3.0,51.5,61.1,7.5,0.0,31.4,0.0,0.0,0.0,Census Tract 3852; Contra Costa County; California,6,13,385200
1400000US06013386000,3009,46.7,5.1,5.3,2.1,3.5,6.5,21.8,12.3,12.8,11.2,4.1,8.8,5.9,0.6,39.8,38.3,21.7,1.3,22.9,0.0,8.8,7.0,Census Tract 3860; Contra Costa County; California,6,13,386000
1400000US06013387000,2403,40.2,6.9,5.0,3.4,2.3,2.2,16.4,20.0,10.3,7.9,5.5,6.2,9.3,4.5,42.8,45.4,5.2,0.0,42.8,0.0,2.0,4.7,Census Tract 3870; Contra Costa County; California,6,13,387000
1400000US06037241300,2164,42.3,10.5,15.4,6.5,9.7,4.1,10.2,14.5,6.2,7.4,2.6,9.8,1.8,1.3,27.2,14.5,68.0,0.0,0.7,0.0,15.9,0.9,Census Tract 2413; Los Angeles County; California,6,37,241300
1400000US06037241400,3304,44.9,8.2,11.2,9.6,12.2,6.4,18.9,14.1,9.6,1.8,1.2,4.6,1.5,1.0,27.3,32.3,44.5,0.0,0.0,0.0,23.2,0.0,Census Tract 2414; Los Angeles County; California,6,37,241400
1400000US06037242000,3313,43.6,9.5,7.0,9.7,12.5,4.3,14.5,16.3,13.3,1.4,5.4,2.2,3.1,0.8,29.2,29.8,35.4,0.2,0.0,0.0,34.6,0.0,Census Tract 2420; Los Angeles County; California,6,37,242000
1400000US06037242100,2683,42.5,9.7,12.4,14.8,16.8,9.5,11.7,9.4,8.8,1.8,0.6,2.5,2.0,0.0,18.2,52.4,28.2,0.0,0.0,0.0,19.2,0.3,Census Tract 2421; Los Angeles County; California,6,37,242100
1400000US06037242200,6843,48.1,9.3,7.8,12.2,11.6,10.7,13.9,13.3,10.6,3.3,1.4,4.0,1.1,0.9,24.2,49.3,32.9,0.2,0.1,0.0,15.7,1.8,"Census Tract 2422, Los Angeles County, California",6,37,242200
1400000US06037242300,4399,51.8,9.2,11.6,11.9,8.5,8.6,17.6,11.5,11.6,2.6,1.7,3.6,1.5,0.1,25.2,55.3,24.4,0.0,0.0,0.7,19.6,0.0,Census Tract 2423; Los Angeles County; California,6,37,242300
1400000US06037242600,3615,39.9,18.8,13.1,12.9,5.9,8.9,15.8,13.4,5.1,3.5,0.8,1.7,0.0,0.0,19.5,24.8,43.4,2.1,0.0,0.0,29.7,0.0,Census Tract 2426; Los Angeles County; California,6,37,242600
1400000US06037242700,4664,47.1,6.3,13.3,10.8,12.6,6.3,10.9,17.1,13.0,2.2,2.3,3.7,1.1,0.5,25.6,32.2,24.4,0.4,0.0,0.0,39.8,3.2,Census Tract 2427; Los Angeles County; California,6,37,242700
1400000US06037243000,5483,43.6,8.9,9.4,12.0,17.5,8.1,8.0,12.4,14.0,4.1,0.5,2.3,1.6,1.2,21.4,40.5,21.8,1.3,1.1,0.0,35.4,0.0,"Census Tract 2430, Los Angeles County, California",6,37,243000
1400000US06037243100,5659,47.3,12.8,13.1,9.0,11.1,9.7,11.0,10.8,7.9,6.1,2.8,3.6,1.4,0.8,21.6,37.7,31.6,0.0,0.6,0.0,25.3,4.7,Census Tract 2431; Los Angeles County; California,6,37,243100
1400000US06037261101,3233,51.2,8.0,7.1,4.7,1.2,3.0,6.7,19.1,16.4,6.3,6.3,11.6,7.5,2.1,45.0,93.8,1.0,0.0,2.6,0.0,2.4,0.2,"Census Tract 2611.01, Los Angeles County, California",6,37,261101
1400000US06037261102,4293,50.7,12.7,5.9,5.6,4.0,3.8,8.2,12.3,14.9,7.7,7.5,9.5,6.9,0.9,42.7,92.5,0.7,0.0,3.5,0.0,1.3,2.1,Census Tract 2611.02; Los Angeles County; California,6,37,261102
1400000US06037261200,4031,44.1,4.9,6.5,6.3,3.9,2.8,10.0,11.0,17.9,7.9,6.2,10.5,9.9,2.2,47.7,86.4,1.2,0.0,5.8,0.0,1.6,5.0,Census Tract 2612; Los Angeles County; California,6,37,261200
1400000US06037262100,3629,53.7,4.5,7.9,7.4,4.5,5.1,5.0,10.1,20.3,5.9,5.8,14.4,6.1,3.3,47.1,90.4,3.5,0.0,2.8,0.0,0.4,2.9,Census Tract 2621; Los Angeles County; California,6,37,262100
1400000US06037262200,4239,48.7,4.9,7.3,6.3,3.8,3.0,7.2,13.9,17.9,7.3,6.3,12.3,7.0,2.7,46.9,85.3,1.5,0.0,10.9,0.0,1.2,1.1,Census Tract 2622; Los Angeles County; California,6,37,262200
1400000US06037262301,3266,35.8,7.2,1.6,4.4,13.5,9.5,5.9,6.6,12.4,4.5,5.2,13.7,12.2,3.3,45.4,80.0,2.3,0.0,10.7,0.0,4.5,2.5,Census Tract 2623.01; Los Angeles County; California,6,37,262301
1400000US06037262302,3051,48.0,8.8,6.1,4.5,1.6,3.7,12.4,13.0,15.1,4.8,8.9,10.0,5.7,5.2,44.8,97.2,0.0,0.0,1.9,0.0,0.0,0.9,Census Tract 2623.02; Los Angeles County; California,6,37,262302
1400000US06037262303,3049,50.1,3.3,7.1,8.3,5.2,1.1,3.1,11.8,21.7,10.5,4.4,8.9,10.4,4.1,49.7,94.3,0.0,0.9,1.1,0.0,0.0,3.7,Census Tract 2623.03; Los Angeles County; California,6,37,262303
1400000US06037262400,3383,50.7,3.3,5.6,6.3,7.9,1.5,3.7,10.8,14.4,10.7,9.3,12.4,8.8,5.3,52.2,91.6,0.0,0.0,6.9,0.0,0.0,1.5,Census Tract 2624; Los Angeles County; California,6,37,262400
1400000US06037262501,3637,47.1,7.8,8.3,6.4,7.0,2.7,3.6,15.4,18.6,6.6,5.8,9.0,6.1,2.6,44.6,91.0,0.0,0.0,5.8,0.0,0.4,2.8,Census Tract 2625.01; Los Angeles County; California,6,37,262501
1400000US06037262601,3670,48.4,3.7,6.2,10.1,5.0,4.1,2.1,11.3,18.7,9.0,12.4,9.4,6.0,1.9,48.0,93.8,0.7,0.2,5.3,0.0,0.0,0.0,Census Tract 2626.01; Los Angeles County; California,6,37,262601
1400000US06037262604,5952,48.9,6.2,5.2,7.3,4.0,2.0,5.2,11.3,16.5,9.6,9.4,10.9,8.2,4.2,50.0,94.5,0.0,0.2,5.0,0.0,0.3,0.0,Census Tract 2626.04; Los Angeles County; California,6,37,262604
1400000US06037262704,3547,44.2,5.2,7.0,6.6,4.4,2.0,10.7,15.7,15.1,10.1,4.3,9.7,5.6,3.5,44.4,89.5,0.9,0.0,8.0,0.0,0.4,1.1,Census Tract 2627.04; Los Angeles County; California,6,37,262704
1400000US06037262706,3287,48.5,6.5,6.6,9.4,4.5,1.4,5.4,13.5,17.3,9.1,6.0,10.3,6.9,3.1,47.2,89.2,0.2,0.0,4.9,0.0,2.1,3.5,Census Tract 2627.06; Los Angeles County; California,6,37,262706
