GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Name,State,County,Tract
1400000US06059032038,6688,50,5.2,7.2,12.2,8.4,3.1,5.8,16.4,25.3,7.8,2.5,3.1,2.3,0.6,41.4,75.6,0.7,0.6,16.9,0,1.4,4.8,Census Tract 320.38; Orange County; California,6,59,32038
1400000US06059032039,6157,50.2,6.6,3.8,10.3,9.4,6,10.7,15.4,22.4,9,3.5,2,1,0,37.3,76.3,0.4,0,13.9,0,5.8,3.5,Census Tract 320.39; Orange County; California,6,59,32039
1400000US06059032040,2623,49,3.5,7.8,4.3,11.7,4.5,3.1,17.6,17.8,14.5,7.5,5.9,0.6,1.1,44.2,83.3,0.8,0,10.6,0,2.7,2.6,Census Tract 320.40; Orange County; California,6,59,32040
1400000US06059032041,961,49.4,4.4,7.5,11.4,14.2,0,4.2,15.5,17.7,6.6,4.5,8.4,2.6,3.1,42.7,97.9,0,0,0,0,1.2,0.8,Census Tract 320.41; Orange County; California,6,59,32041
1400000US06059032042,5773,47.6,2.1,9.1,11.8,12.8,8.4,4.3,14,22.7,7.6,2.8,2.3,1.9,0.1,36.5,89,0.9,0,6.3,0,0.5,3.3,Census Tract 320.42; Orange County; California,6,59,32042
1400000US06059032043,3954,51.5,4.9,8.2,13,10.1,4,3.9,15.3,23.1,7.9,4.5,2.1,2.5,0.7,39.9,91.7,0,0.6,7,0.4,0,0.3,Census Tract 320.43; Orange County; California,6,59,32043
1400000US06059032044,5713,51.1,3.5,5,9.9,11.6,4.6,3.7,11,24.5,7.8,6.7,6.6,4.6,0.5,45.3,88.5,0.8,0,4.4,0,4.7,1.6,Census Tract 320.44; Orange County; California,6,59,32044
1400000US06059032045,3142,47.2,10.9,11.8,8.7,6.7,1.3,14.6,21.3,15.2,3.9,2.4,2.2,1.1,0,33.6,89.7,0,0,4.9,0,1.4,4,Census Tract 320.45; Orange County; California,6,59,32045
1400000US06059032046,6583,49.4,6.2,12.7,9.7,9.1,2.7,3.9,17.9,22.6,6.5,4.5,3.1,1.1,0,40,88.6,1.3,0,4.5,0,1.2,4.5,Census Tract 320.46; Orange County; California,6,59,32046
1400000US06059032047,3622,48.8,6.5,7.3,4.6,5.2,6.5,16.5,20.6,18.4,4.9,3.5,2.8,2.8,0.5,36.1,70.8,3.6,0.3,11.4,0,7.4,6.5,Census Tract 320.47; Orange County; California,6,59,32047
1400000US06059032048,5730,42,6.1,5.4,5.3,8.4,4.3,6.5,16.1,12.5,4.9,3.9,11.5,13.1,1.9,43.6,84.1,1,0,6.4,0,6.6,1.9,Census Tract 320.48; Orange County; California,6,59,32048
1400000US06059032049,9182,48.7,6.8,9.2,10.4,7.6,4.6,10.7,22.1,18.2,2.6,2.8,3.8,1.1,0.1,35.3,79.6,0.4,0,16.7,0.1,1.2,1.9,Census Tract 320.49; Orange County; California,6,59,32049
1400000US06059032050,4673,48.7,7.3,7.3,7.6,9,5.2,12.3,18.5,16.9,6.4,4.1,3.6,1.5,0.1,35.9,81.3,0.4,0,5.4,0.3,6.5,6.2,Census Tract 320.50; Orange County; California,6,59,32050
1400000US06059032051,4467,51.8,4.4,8.6,7.1,5.8,5.2,20.1,18.9,18,3.4,2.2,3.7,2.3,0.2,34.7,72,2.5,0,12.8,0,10.4,2.3,Census Tract 320.51; Orange County; California,6,59,32051
1400000US06059032053,7806,48.6,6.5,7.4,6.5,10,6.9,14.4,17.2,17.7,4.6,4.3,2.2,2,0.4,34.2,73.4,1.4,0,12.9,0,6.3,6,Census Tract 320.53; Orange County; California,6,59,32053
1400000US06059032054,5443,49.8,10.9,7.8,6.3,3.9,4.8,22.5,19.1,10.8,3.3,1.1,3.9,4.3,1.3,31.8,67.8,1.1,2.4,9.9,0,17.4,1.5,Census Tract 320.54; Orange County; California,6,59,32054
1400000US06059032055,3769,48.8,9.2,8.1,9.7,6.5,5.9,17.3,19.8,15.2,3,1.9,1.7,1.6,0.2,31.1,85.3,0.2,0,5.3,0,9.2,0,Census Tract 320.55; Orange County; California,6,59,32055
1400000US06059032056,7378,46.5,8.9,11.6,10.4,7.3,1.8,10.4,20.6,16.1,2.1,4.2,4.7,1.2,0.4,34.3,76,1.5,0.8,13.4,0,2.1,6.1,"Census Tract 320.56, Orange County, California",6,59,32056
1400000US06059032057,6424,51.7,13.6,12.4,10,4,1.3,9.8,26.6,12.4,2.5,0.9,4,2.2,0.2,34.7,84.7,0.5,0.1,10.6,0,2.5,1.6,Census Tract 320.57; Orange County; California,6,59,32057
1400000US06059032058,4169,55.1,14.5,13.1,6.1,3.3,3.8,20.9,25.1,9.1,0.5,0.9,2.4,0.3,0,31.2,73.2,1.8,0,13.5,0,8.8,2.6,Census Tract 320.58; Orange County; California,6,59,32058
1400000US06059032059,6994,49.6,16.7,12.7,8.6,3.9,2.8,16.6,24.3,10.4,1.6,1.7,0,0.7,0,30.3,76.8,0.2,0.3,8.8,0,8.2,5.8,Census Tract 320.59; Orange County; California,6,59,32059
1400000US06059032061,6133,48.7,9.3,8.6,6.5,6,4.7,11.7,15.8,13.6,6.3,4.9,7.6,3.4,1.6,36.3,84.9,0.4,0.2,6.4,0,5,3.2,Census Tract 320.61; Orange County; California,6,59,32061
1400000US06059042103,6508,51.6,4.1,5.5,5.2,6.5,4.7,14.2,15.4,18.4,7.3,5.5,5.3,5.5,2.5,42,95.6,0,0.2,0.9,1.1,0.4,1.8,"Census Tract 421.03, Orange County, California",6,59,42103
1400000US06059042106,1337,47.5,1.9,6.3,6.6,7.1,2.9,2.2,9.8,14.1,11.4,10.8,10.3,9.7,6.8,54.7,88.8,0,10.4,0,0,0,0.8,Census Tract 421.06; Orange County; California,6,59,42106
1400000US06059042107,3452,41.7,11.3,6.6,5.3,4.8,9.2,16.9,11.7,15.6,3.8,7.8,3.9,2.6,0.6,32.3,55.4,1.7,0,1,0.3,39.3,2.3,Census Tract 421.07; Orange County; California,6,59,42107
1400000US06059042108,5380,50.4,7.2,4,3.6,3.5,9.6,23,19.3,12.4,5,4.4,3.2,3.6,1.2,34.7,80,0,0.5,1.8,0,16.2,1.5,Census Tract 421.08; Orange County; California,6,59,42108
1400000US06059042109,5037,51.2,3.6,8.1,7.2,8,6.8,12.7,14.1,15.7,10.1,3.7,6.7,3.2,0,38,74,0,0,13.1,0.2,5.6,7.1,Census Tract 421.09; Orange County; California,6,59,42109
1400000US06059042111,6189,49.8,5.4,6.4,9.2,8.7,3.6,3.8,13.7,21.6,6.9,5.7,9,4.6,1.6,44.8,88.3,0,0.6,4.8,0,3.9,2.4,Census Tract 421.11; Orange County; California,6,59,42111
1400000US06059042112,6503,51.5,6.2,12.4,9.4,6.2,3.2,6.6,20.1,18.8,6.1,4.1,4.7,2,0.2,38.7,88.2,0.2,0.3,3.3,0,4.2,4,Census Tract 421.12; Orange County; California,6,59,42112
1400000US06059042113,5365,48.4,5.5,7.2,4.5,6.7,4.9,8.3,13.7,13.8,6.1,9.5,8.4,8.4,2.9,43.8,79.3,2.3,3.1,5.9,0,4.9,4.6,Census Tract 421.13; Orange County; California,6,59,42113
1400000US06059042114,4040,46.7,6.4,5,6.2,2.7,9.5,9.8,13.7,13.1,7.8,9.5,6.7,7.3,2.2,42,77.7,1.2,0.9,4.5,0,14.6,1.2,Census Tract 421.14; Orange County; California,6,59,42114
1400000US06059042201,5527,51,8.2,5.7,2.5,8.5,4.6,7.8,17,18.6,5.3,4.9,8.9,6.5,1.5,42.7,89.8,0.6,0.4,2,0,4.8,2.5,Census Tract 422.01; Orange County; California,6,59,42201
1400000US06059042203,6874,48.9,4.1,8.8,7.1,6.1,3.7,6.8,12,13,6.8,11.2,6.9,7.8,5.9,45.7,84.1,1.6,0.5,5.2,0,3.3,5.4,Census Tract 422.03; Orange County; California,6,59,42203
1400000US06059042205,6292,50.2,4.9,7.2,5.5,8.9,6.5,7.5,9.6,19.2,10.2,6.4,8.7,3,2.5,45,82.5,1,0.3,1.9,0,10.6,3.6,Census Tract 422.05; Orange County; California,6,59,42205
1400000US06059042206,2966,48.1,4.1,4.3,4.3,5.2,1.2,11.6,9.3,16.9,8.6,6.4,13.5,8.4,6.2,50.9,90,0,0.3,2.1,0,6.3,1.3,Census Tract 422.06; Orange County; California,6,59,42206
1400000US06059042305,3408,50.7,1.4,2.6,5.3,8.6,4.8,6.4,9.3,25.1,7.5,6,14.6,6.6,1.9,50.4,92,0.2,0,4.7,0,2.6,0.6,Census Tract 423.05; Orange County; California,6,59,42305
1400000US06059042307,6753,54.2,5.6,4.8,4.4,14.4,6.7,7.1,17,17.4,7,4.8,6.2,3.2,1.2,39.9,69.8,0,1.7,6.8,0.2,13.1,8.4,Census Tract 423.07; Orange County; California,6,59,42307
1400000US06059042310,8191,48.5,5.6,5.6,7.3,7.6,5.5,11.7,11.8,17,6.4,7.3,6.5,6.1,1.7,41.8,74.3,0.1,0.4,4.9,0,18.2,2.1,"Census Tract 423.10, Orange County, California",6,59,42310
1400000US06059042311,5981,47.5,4.5,5,5.9,7,5.8,8.3,10.2,19.4,10.2,3.6,7.6,8.1,4.3,46.8,83.4,0.5,0.3,4,0,9.1,2.8,Census Tract 423.11; Orange County; California,6,59,42311
1400000US06059042312,7547,53.9,9.2,9.3,8.4,9.3,7.1,14,13.3,11.1,4,2.5,4,3.2,4.5,30.5,41,0.2,0.3,2,0.1,52.6,3.7,Census Tract 423.12; Orange County; California,6,59,42312
1400000US06059042313,6767,52.9,3.9,5.9,3.6,3.8,6.1,20.9,18.4,14,8.5,3.1,7.1,4.2,0.5,36.6,81.2,0.2,0,2.6,0,12.5,3.4,Census Tract 423.13; Orange County; California,6,59,42313
1400000US06059042315,5853,46,5,8.8,4.3,6,3.2,12.9,15,17.8,10.4,6.2,7,2.5,0.8,42.1,85,2.6,0,6.6,0,4,1.8,Census Tract 423.15; Orange County; California,6,59,42315
1400000US06059042317,3285,50.7,3.1,5.1,5.9,8.7,3.9,2.5,11.8,19.6,11.6,9.7,13,3.8,1.3,49.4,87.2,1.5,0.3,4.5,0,0.9,5.5,Census Tract 423.17; Orange County; California,6,59,42317
1400000US06059042319,3209,46.4,2.2,7.7,6.1,8.8,4.7,6.4,9.9,19.2,13.6,5,10.7,3.6,2,46.9,81.4,0.6,0,16.5,0,0.3,1.2,Census Tract 423.19; Orange County; California,6,59,42319
1400000US06059042320,4906,46,6.1,5.2,5.3,4.3,4.8,25.2,21.4,12.5,5.8,4.8,2.1,1.9,0.7,34.7,63.1,4.6,0.3,12.3,0,15.3,4.4,Census Tract 423.20; Orange County; California,6,59,42320
1400000US06059042323,4876,46.9,0.8,3.7,4.6,6.2,7.8,5.3,10,17.6,11.2,7.6,14.4,8.3,2.6,51.4,91.1,0,0,3.1,0,5,0.8,Census Tract 423.23; Orange County; California,6,59,42323
1400000US06059042324,4335,46,0.3,1.6,8.1,4.9,4.6,4,13,15.5,13.9,7.6,12.4,10.6,3.5,53.8,88.8,1.4,0.3,6,0,2.5,1.1,Census Tract 423.24; Orange County; California,6,59,42324
1400000US06059042325,3525,49,6,5.2,5.6,5.9,2.5,8,17.4,16.3,13.3,9.3,6.1,2.2,2.2,44.8,82.5,1.2,2.3,6.6,0,4.6,2.8,Census Tract 423.25; Orange County; California,6,59,42325
1400000US06059042326,4831,50.6,6.4,5.2,5.6,7.2,5.8,10.5,14.1,18,5.5,5.8,8.4,4.4,3,42,73.9,0.6,0,12.9,0,8.8,3.9,Census Tract 423.26; Orange County; California,6,59,42326
1400000US06059042327,5090,51.3,4.9,5.2,5.7,7.1,7.5,10.1,11.7,18.2,11.8,8.2,5.8,2.3,1.5,42.6,76.7,3.1,0.8,7,1,8.7,2.8,Census Tract 423.27; Orange County; California,6,59,42327
1400000US06059042328,2501,48.6,5,2.3,9.7,10.8,4.4,4.8,8.1,23,12.5,5.3,5.9,4.9,3.4,46.4,89.4,0,0,5.4,0,1.7,3.5,Census Tract 423.28; Orange County; California,6,59,42328
1400000US06059042329,4085,52.3,3.7,5.6,6.9,6,3.2,8,16.9,18.9,5.2,11.4,7,4.6,2.6,44.8,85.6,0.9,0,8.8,0,1.5,3.1,Census Tract 423.29; Orange County; California,6,59,42329
1400000US06059042330,6175,50.1,9.5,8.3,4.9,7.9,5.6,12.4,17.7,17.1,5.9,3.8,3.1,2.5,1.3,36.2,79.4,3.1,0,7.4,0,5.6,4.5,Census Tract 423.30; Orange County; California,6,59,42330
1400000US06059042331,4985,50.5,3.5,8.5,6.7,11.7,4.4,9.9,13.8,18,6.9,5.8,7.9,2.1,0.9,42.3,78.2,4.2,0,9,0,2.6,5.9,Census Tract 423.31; Orange County; California,6,59,42331
1400000US06059042332,5282,44.2,2.7,5.7,11.5,10.3,1.6,6.4,12.5,21.9,10,6.8,6.6,3.1,1.1,44.2,85.5,0,0.5,6.5,4.8,0.2,2.5,Census Tract 423.32; Orange County; California,6,59,42332
1400000US06059042333,4112,48.5,3.2,7.3,8.7,7.1,6.1,2,10,21.6,12,8.4,8.1,2.6,2.8,48.4,84.4,0.3,0,10.5,0,0.5,4.3,Census Tract 423.33; Orange County; California,6,59,42333
1400000US06059042334,5604,46.3,5.2,6.1,3.8,5.7,7.7,14.3,9.7,20.6,6.3,6.2,7.7,6.3,0.5,42.3,69.6,3.3,0,13,0,9.2,4.9,Census Tract 423.34; Orange County; California,6,59,42334
1400000US06059042335,4868,48.9,5.5,6.8,5.7,5.7,4.8,17.5,19,18.2,4.1,5.2,3.8,2.9,0.7,36.4,73.5,1.6,0,16.6,0.7,3.8,3.7,Census Tract 423.35; Orange County; California,6,59,42335
1400000US06059042336,4614,49.1,6.6,7.3,9.2,7,3.3,6.9,16.9,21.1,8.1,5.8,4.2,3.2,0.3,40.6,81.2,1,0,12.3,0,3.1,2.5,Census Tract 423.36; Orange County; California,6,59,42336
1400000US06059042337,3834,53.6,2.6,6.4,7.3,8.7,6.1,7.1,14.2,23.3,8.6,5.5,3.9,4.7,1.7,44.3,84.6,0.2,0,8.5,0,3.3,3.5,Census Tract 423.37; Orange County; California,6,59,42337
1400000US06059042338,4526,47.8,5.2,6.6,3.8,5.2,6,7.8,18.6,19.4,11.2,5.6,5.2,4.3,1.1,43.8,93.2,0,0,3,0,3.4,0.4,Census Tract 423.38; Orange County; California,6,59,42338
1400000US06059042339,3010,54.3,7.7,7.5,3.6,3.1,4.8,16.5,10.7,19.7,7.1,5.9,9.5,2.7,1.2,40.4,88.4,2,0,3.8,0,2.3,3.5,Census Tract 423.39; Orange County; California,6,59,42339
1400000US06059052404,771,84,0,0,0.9,9.7,19.1,38.8,18.5,13,0,0,0,0,0,29.5,48.5,4.4,0,2.5,0,41.8,2.9,"Census Tract 524.04, Orange County, California",6,59,52404
1400000US06059052408,6513,52.8,4.7,5.5,7.4,7.5,3.9,8.8,14.2,18.9,6.8,10.9,8.3,1.7,1.3,43.9,77.3,1.5,1.8,10.1,0,4,5.3,Census Tract 524.08; Orange County; California,6,59,52408
1400000US06059052410,5239,47.3,6.4,5.5,5.3,4.5,6.8,12.4,13.2,12.3,6.7,6.7,13.2,4.4,2.6,41.8,65.1,2.7,0,17.2,0,12.2,2.8,Census Tract 524.10; Orange County; California,6,59,52410
1400000US06059052411,4802,46.1,8.9,5.9,7.1,6.4,8.4,11.7,15.3,13.4,7.4,4.5,7.5,2.7,0.8,36.2,62.4,0,0,12,0,18.4,7.3,Census Tract 524.11; Orange County; California,6,59,52411
1400000US06059052415,4110,49,6.4,6.2,8.2,6.3,7.8,7.9,14.1,20.9,8.3,4.5,7.5,1.3,0.5,41,88.3,0.9,0.4,5.3,0,1.9,3.3,Census Tract 524.15; Orange County; California,6,59,52415
1400000US06059052416,4432,51.7,6.7,5.8,9.3,10.2,6,10.9,13.2,19.3,6.2,3.5,5.3,3.1,0.5,36.6,62,1.6,0.6,14.5,0,14.1,7.3,Census Tract 524.16; Orange County; California,6,59,52416
1400000US06065043279,5240,52.1,8,6.1,5.8,9.8,3.3,12.5,15.9,14.7,6,4.1,5.8,6.3,1.8,38.5,90.9,0,1.2,1,0.5,2.7,3.7,Census Tract 432.79; Riverside County; California,6,65,43279
1400000US06065043291,8336,46.2,6,5.1,5.2,10.9,8.5,11.3,9.7,15.2,5.8,4.1,6.1,9.8,2.4,38.5,78,1.6,0.2,7,0,9,4.2,"Census Tract 432.91, Riverside County, California",6,65,43291
1400000US06065043304,6741,49.9,5.8,2.4,8.2,8.4,5.2,9.1,10.7,13.8,8.8,8.2,11.7,5.2,2.4,45.2,80.4,0.2,0.5,6.1,0,11.1,1.6,Census Tract 433.04; Riverside County; California,6,65,43304
1400000US06065043306,4561,44.4,3.6,8.1,7.8,10.8,9.1,9.5,10.1,15.4,4.7,1.6,4.9,8.7,5.7,35.5,67.5,4,0.7,4.3,0,14.8,8.7,Census Tract 433.06; Riverside County; California,6,65,43306
1400000US06065043307,6390,48.9,10.8,11.2,4.1,6.5,7.2,13,9.6,7.4,3.7,4.3,8.8,9.7,3.6,33.5,69.6,3.3,0,0.8,5.6,18.8,1.8,Census Tract 433.07; Riverside County; California,6,65,43307
1400000US06065043308,2927,57.8,7.5,10,9.1,12.8,7.9,12.4,13.4,11.5,2.4,3.3,5.3,4,0.4,26,67.4,2.1,2,2.2,0,19.4,6.9,Census Tract 433.08; Riverside County; California,6,65,43308
1400000US06071002010,7644,53.2,6.9,10.6,8.5,8,10.2,12.3,19.9,13,4.5,3.5,2.2,0.3,0.1,29.9,62.4,11.8,0.9,10.8,0.3,9.8,3.9,"Census Tract 20.10, San Bernardino County, California",6,71,2010
1400000US06071002011,4127,54.2,7.9,6.6,6.6,9.4,7.5,4.8,13.3,18.6,8.1,6.3,6.3,4.5,0.3,41.6,83.5,0.6,1,3.4,0,5.8,5.8,Census Tract 20.11; San Bernardino County; California,6,71,2011
1400000US06071002013,4436,53,4.2,3.6,10.4,6.3,4.7,17.2,9.9,19.8,7.3,5.7,6.6,3.2,0.9,38.3,86.9,5.5,1.1,3.4,0,2.3,0.9,Census Tract 20.13; San Bernardino County; California,6,71,2013
1400000US06071002014,4862,50.9,4.4,8,6.3,7,5.3,5.9,13.2,23.4,9.4,5.1,4.8,5.9,1.2,44.9,72.8,2,2.1,5.8,0.5,9.4,7.3,Census Tract 20.14; San Bernardino County; California,6,71,2014
1400000US06071002015,5384,45.5,7.1,5.3,4,9.8,9.6,16.1,10.2,14.6,8.3,8.5,4.6,1.7,0.3,33,70.3,8.4,0.9,4,0,8.6,7.8,Census Tract 20.15; San Bernardino County; California,6,71,2015
1400000US06071002016,4246,56.2,7.6,5.7,9.7,8,7.5,21.7,9.6,17.8,4.1,2.8,3.2,1.3,1.1,29.8,71.5,4,0,7.6,0,8.1,8.8,Census Tract 20.16; San Bernardino County; California,6,71,2016
1400000US06071002017,5344,49.9,4.4,4.3,5.9,8.9,9.6,5.3,13.2,23.1,10.1,5.7,5.9,3.2,0.2,43.5,72.4,4,0,6.8,0.3,13,3.5,Census Tract 20.17; San Bernardino County; California,6,71,2017
1400000US06071002018,5067,47.3,7.4,6.7,7.9,10.1,5.6,8.6,15.2,22.3,4.3,7.2,1.9,2.6,0.2,38.6,64.2,10.4,0.3,7.6,0,10.1,7.5,Census Tract 20.18; San Bernardino County; California,6,71,2018
1400000US06071002019,4907,47.5,3.6,4.8,9.6,12.4,9.6,15.3,14.1,20,3.5,1.7,4.4,0.4,0.6,30.5,56.2,17.2,0.6,12.1,0,8.5,5.4,Census Tract 20.19; San Bernardino County; California,6,71,2019
1400000US06071002021,5113,50.7,4.2,8.4,12.3,8.9,4.5,9.9,17.1,20.6,5.4,2.3,3.6,2.5,0.3,36.2,70.6,5.4,2.8,7.5,0,12.1,1.5,Census Tract 20.21; San Bernardino County; California,6,71,2021
1400000US06071002022,10132,51.4,6.6,9,11.5,11,6.7,8.1,18,16.4,4.6,3.8,3.3,0.8,0.2,31.6,62.5,6.9,2.5,13.4,0.3,7.1,7.3,"Census Tract 20.22, San Bernardino County, California",6,71,2022
1400000US06071002023,5129,48.3,8.9,6.4,5.9,5.4,8.9,13.4,15.5,13.3,3.7,2.8,8.6,4.7,2.5,35.3,73.3,9.4,0,1.2,2.4,2.2,11.5,Census Tract 20.23; San Bernardino County; California,6,71,2023
1400000US06071002025,5076,51.6,3.3,6.9,7.4,6.8,9,10.2,12.9,16.6,3.9,7.5,7,5.7,2.8,39.3,83.7,0.4,0,1.5,0,10.7,3.7,Census Tract 20.25; San Bernardino County; California,6,71,2025
1400000US06071002027,6066,45.8,5.8,6.9,7.3,7.3,9.7,13.3,12.3,19,5,3.4,7.2,1.6,1,34.6,78.4,0.4,0,6.9,0,7.8,6.5,Census Tract 20.27; San Bernardino County; California,6,71,2027
1400000US06071002028,4609,45.6,5.1,7.9,9.2,9.6,9.2,11,19.6,17.6,3.9,2.1,2.6,1.8,0.3,30.7,69.5,10.7,1.4,4,0.5,3.6,10.2,Census Tract 20.28; San Bernardino County; California,6,71,2028
1400000US06071002029,5860,47.3,6.7,5.9,7,9.3,7.7,12.1,14.2,20.6,8.1,4.5,1.8,1.8,0.4,36.9,64,3.6,0.9,11,0.8,15.6,4.1,Census Tract 20.29; San Bernardino County; California,6,71,2029
1400000US06071002031,5960,49.5,6.4,5.9,7.4,12.9,8.2,9.8,13.3,23.8,7.3,2.4,1.4,1,0.2,34.2,54.1,12.4,0.2,18.4,0,11.1,3.7,Census Tract 20.31; San Bernardino County; California,6,71,2031
1400000US06071002033,7632,49.5,7.1,6.9,11.5,8.1,6.7,13.7,18.9,13.7,6.5,2.1,2.3,2.1,0.5,32.6,59.5,8.2,3.9,7.1,0.6,16.1,4.6,"Census Tract 20.33, San Bernardino County, California",6,71,2033
1400000US06071002034,12374,46.6,9.6,8,7.5,6.1,6.6,15.8,18.4,13.7,3.8,5.5,2.9,0.9,1.2,33.1,53.3,12.1,0.1,19.3,0.1,9.5,5.6,"Census Tract 20.34, San Bernardino County, California",6,71,2034
1400000US06071002035,7493,48.5,6.9,5.5,7.7,8,5.2,16.1,18.8,17.5,5.5,3.2,3.7,1.6,0.3,35.4,55.7,9.3,0,21.3,0,6,7.7,Census Tract 20.35; San Bernardino County; California,6,71,2035
1400000US06071002036,10587,48.6,9.4,6.3,8.8,6.3,9.8,17,16.2,13.2,4,4.3,2.3,2,0.4,30.5,52.9,15.5,0.4,14.3,0,12.6,4.3,"Census Tract 20.36, San Bernardino County, California",6,71,2036
1400000US06071002037,8672,47.2,6.9,6.4,12,13.9,7.6,8.8,18,14,5.7,2.7,2.5,1.4,0,29.7,45.5,14.4,0.3,10.6,0.9,19,9.2,Census Tract 20.37; San Bernardino County; California,6,71,2037
1400000US06071002038,5237,48.6,7.3,7.5,8.6,9,7.5,10.6,14.1,16.5,8.1,4.7,4.6,1.6,0,34.8,35.7,27.3,0,14.5,0,19.3,3.2,Census Tract 20.38; San Bernardino County; California,6,71,2038
1400000US06071002101,3810,51.6,7.2,10.5,6.7,6.9,8.4,15.4,15,10.9,4.6,4.4,5.7,2.2,2.1,33.4,43.9,12.9,0,7.3,0.3,23.9,11.7,Census Tract 21.01; San Bernardino County; California,6,71,2101
1400000US06071002103,4240,43.9,7.8,9.6,4,8.9,7.4,13.2,21.7,13.4,7.7,2,3.9,0.3,0,34,57.2,16.2,4.2,3.7,3.2,10.4,5.1,Census Tract 21.03; San Bernardino County; California,6,71,2103
1400000US06071002105,4511,45.1,6.1,5.8,7.6,9.3,3.6,16.7,14.7,16.6,3.2,5,5.6,4,1.9,35.8,65.5,9.1,1.5,6.3,0,15.8,1.7,Census Tract 21.05; San Bernardino County; California,6,71,2105
1400000US06071002107,4672,51.5,7.7,8.4,5.8,6.2,11,17.1,16.4,14.9,4.7,2,4.7,0.8,0.3,31.4,57.2,8.6,1.3,6.1,0,16.1,10.8,Census Tract 21.07; San Bernardino County; California,6,71,2107
1400000US06071002109,3956,51.8,7.6,7.8,3.7,3.4,13.8,33.1,13,11.1,2.8,1.9,1.4,0,0.4,27.8,41.2,28.4,0,7.6,0,14.6,8.2,Census Tract 21.09; San Bernardino County; California,6,71,2109
1400000US06071002110,6753,50.6,9.3,6.4,4.3,5.6,12.2,27.6,17.1,8.8,2.5,1.9,2.4,1.8,0,28.2,52.6,14.5,0.5,9.8,0,18.8,3.8,"Census Tract 21.10, San Bernardino County, California",6,71,2110
1400000US06071002204,7006,51.5,7.9,13.1,9.5,10.7,7.1,18.7,15,10.3,1.8,1.9,2.5,0.8,0.9,26.5,51.8,3.2,0.3,3.9,0,34.2,6.6,Census Tract 22.04; San Bernardino County; California,6,71,2204
1400000US06071002206,7132,47.1,5,9.4,10.3,10.1,4.8,13.9,17.8,15,6,2.9,2.3,1.7,0.7,31.6,56.7,12.8,2.7,6.9,0,18.8,2.1,Census Tract 22.06; San Bernardino County; California,6,71,2206
1400000US06071002207,5129,75.2,3.4,1.6,2.1,14,16.7,23.9,19.8,14.9,2.6,0.4,0.6,0,0,29.2,50.1,20.1,0.3,3.4,0,23.2,2.9,Census Tract 22.07; San Bernardino County; California,6,71,2207
1400000US06071002301,7896,50.1,10.2,8.6,8.8,9.8,6.7,17,13.9,13.5,3.6,3.3,3.3,1,0.3,28.7,54.7,7.8,0.7,3.5,0,29.1,4.2,"Census Tract 23.01, San Bernardino County, California",6,71,2301
1400000US06071002304,18393,50,10.2,9.1,7.1,10.8,7,15.5,17.9,11.7,4,1.8,3.7,0.8,0.3,28.8,43,17.8,0.7,15.3,0,16.7,6.5,"Census Tract 23.04, San Bernardino County, California",6,71,2304
1400000US06071002305,10141,52.7,9.5,6.9,8.6,8.6,6.9,19.9,15.5,12.5,4.7,2.9,2.3,1.5,0.1,30,47.5,11.4,0.8,7.7,0,28.9,3.6,"Census Tract 23.05, San Bernardino County, California",6,71,2305
1400000US06071002306,4156,44.7,6.7,7.5,13.1,6.3,8.4,18.5,10.7,14.7,5.5,2.3,3.2,1.1,2.1,30.2,53.4,19.7,1.7,0.9,0,16,8.2,Census Tract 23.06; San Bernardino County; California,6,71,2306
1400000US06071002307,4669,52.8,5.1,6.2,8.7,12.8,7.9,12.9,12,15.5,6.7,4.7,4.3,1.3,1.8,29.7,59.7,6,0,3.9,0,23.3,7.1,Census Tract 23.07; San Bernardino County; California,6,71,2307
1400000US06071002401,9336,49,10.4,7.7,11,11.9,9.9,11.9,14.4,13.2,2.9,1.7,2.8,1.9,0.1,24.5,65.6,2.7,0.1,0.4,0,26.3,4.9,"Census Tract 24.01, San Bernardino County, California",6,71,2401
1400000US06071002402,7861,50.9,8.9,10.8,12.4,10.9,9.2,11.7,18.2,10.6,2.4,2.4,1.8,0.8,0,24.1,58.9,5.8,1.1,0.7,0,31.7,1.7,"Census Tract 24.02, San Bernardino County, California",6,71,2402
1400000US06071002501,6204,55.1,7.7,9.9,9.6,11,9.2,11.2,13.1,16.3,3.9,2.4,2.9,2.1,0.6,27.7,69.4,2.9,0.5,1,0,22.2,4,Census Tract 25.01; San Bernardino County; California,6,71,2501
1400000US06071002502,7970,54.1,9.9,8.7,9.1,13.1,10.7,12,15.8,12.1,3.1,1.9,1.8,0.6,1.1,24.4,63,1.1,0.3,0.3,0.1,34.2,1.1,"Census Tract 25.02, San Bernardino County, California",6,71,2502
1400000US06071002601,9835,51.5,11.7,7.9,7.9,7.6,7.1,14.4,15.4,12.9,5.6,2.4,3.9,2.5,0.9,30.3,57.5,8.9,0,7,0.9,19.3,6.5,"Census Tract 26.01, San Bernardino County, California",6,71,2601
