Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Name,State,County,Tract
915,48.2,5.4,8.6,3.6,3.3,3.7,6.8,7.1,13.9,9.2,12.0,17.5,7.8,1.2,52.0,89.0,0.0,4.8,0.9,0.1,0.0,5.2,1400000US06093000400,"Census Tract 4, Siskiyou County, California",6,93,400
2061,50.9,3.8,5.7,4.7,7.3,4.7,6.4,10.6,14.1,10.5,10.7,12.6,6.0,3.0,49.8,71.7,0.7,11.5,4.4,0.2,0.6,10.9,1400000US06093000500,"Census Tract 5, Siskiyou County, California",6,93,500
4037,48.9,4.5,5.8,6.4,5.8,4.2,9.6,11.6,14.7,10.5,6.4,11.1,7.5,1.8,47.0,86.8,0.1,4.1,0.8,0.5,1.3,6.4,1400000US06093000300,"Census Tract 3, Siskiyou County, California",6,93,300
7171,48.1,5.5,5.0,4.9,5.4,4.2,7.1,11.9,18.1,7.2,11.0,13.7,4.2,1.7,49.9,89.0,0.6,0.0,0.8,0.0,1.1,8.5,1400000US06093001000,"Census Tract 10, Siskiyou County, California",6,93,1000
1316,52.7,8.2,6.6,8.7,8.1,4.0,12.2,12.2,13.1,7.9,6.8,7.6,2.5,2.1,37.2,85.5,3.9,1.7,1.0,0.3,1.8,5.8,1400000US06093000100,"Census Tract 1, Siskiyou County, California",6,93,100
3708,49.9,5.9,10.1,7.0,8.3,3.5,13.3,8.7,18.1,4.3,6.7,5.8,7.2,0.9,36.9,85.4,2.2,2.0,2.1,0.2,1.5,6.5,1400000US06093000703,"Census Tract 7.03, Siskiyou County, California",6,93,703
1297,56.9,6.9,2.5,3.4,1.9,8.9,21.0,12.0,12.8,9.5,8.9,6.2,5.6,0.4,41.3,85.0,2.6,2.5,3.6,0.2,1.3,4.7,1400000US06089010100,"Census Tract 101, Shasta County, California",6,89,10100
3642,51.4,8.2,5.3,6.4,3.6,13.8,18.3,9.3,14.2,4.3,5.0,6.9,3.0,1.8,29.8,83.4,3.6,3.1,6.4,0.0,1.8,1.6,1400000US06089010300,"Census Tract 103, Shasta County, California",6,89,10300
3882,46.3,3.0,5.0,7.9,7.7,2.2,11.9,13.5,19.0,8.4,6.4,6.5,6.2,2.3,44.3,90.7,1.2,2.0,0.4,0.0,1.3,4.5,1400000US06089010400,"Census Tract 104, Shasta County, California",6,89,10400
5995,50.1,9.2,5.0,4.6,5.1,7.9,16.3,13.6,12.9,5.2,5.6,8.7,2.6,3.4,35.9,66.7,0.0,0.0,8.9,0.0,21.4,3.0,1400000US06059075806,"Census Tract 758.06, Orange County, California",6,59,75806
4272,51.5,4.3,5.3,9.0,8.9,5.6,14.2,13.8,11.8,8.1,5.8,8.0,3.9,1.2,36.5,50.5,1.6,0.0,13.5,0.0,29.8,4.6,1400000US06059075807,"Census Tract 758.07, Orange County, California",6,59,75807
3731,50.2,5.8,7.3,4.5,7.6,4.1,8.7,16.1,15.0,6.9,6.8,8.0,8.1,1.0,42.4,88.7,1.2,0.8,1.4,0.0,5.2,2.7,1400000US06059075808,"Census Tract 758.08, Orange County, California",6,59,75808
3029,53.9,3.1,4.5,6.1,9.1,4.2,6.4,7.9,20.2,8.0,7.6,16.0,6.9,0.0,50.3,78.1,0.3,0.0,13.5,0.0,1.9,6.3,1400000US06059075809,"Census Tract 758.09, Orange County, California",6,59,75809
6484,56.7,11.3,7.9,5.2,6.3,5.5,17.4,16.5,14.0,2.5,3.4,6.1,3.1,0.8,32.8,52.5,1.7,0.0,6.5,0.0,37.9,1.4,1400000US06059075812,"Census Tract 758.12, Orange County, California",6,59,75812
3426,49.8,5.3,3.3,7.6,8.1,7.7,7.5,14.1,23.8,9.4,4.0,6.5,2.0,0.8,43.2,65.9,1.7,0.4,27.8,0.0,1.2,3.1,1400000US06059075814,"Census Tract 758.14, Orange County, California",6,59,75814
7928,50.9,7.1,6.7,6.2,6.4,10.1,16.2,19.6,11.3,5.3,5.4,3.7,1.8,0.1,32.7,48.3,0.8,0.0,21.5,0.0,26.8,2.5,1400000US06059076101,"Census Tract 761.01, Orange County, California",6,59,76101
5837,50.3,7.7,4.4,6.9,6.3,5.8,14.4,15.7,14.6,8.8,4.1,4.8,5.3,1.3,37.0,65.3,3.4,0.4,16.8,0.0,11.5,2.6,1400000US06059076201,"Census Tract 762.01, Orange County, California",6,59,76201
4513,51.6,5.1,6.3,5.7,7.8,10.9,14.0,12.3,16.1,5.8,2.4,7.0,4.6,1.8,35.1,76.2,2.6,0.8,10.5,0.0,8.7,1.2,1400000US06059076208,"Census Tract 762.08, Orange County, California",6,59,76208
4401,49.2,6.5,8.4,6.4,6.4,6.4,18.0,13.4,15.2,6.6,3.4,4.6,3.7,1.0,33.2,71.3,6.4,0.0,11.0,0.6,9.1,1.5,1400000US06059086304,"Census Tract 863.04, Orange County, California",6,59,86304
4250,54.1,3.5,3.6,3.8,9.8,9.3,11.2,12.5,17.5,10.3,3.8,6.4,6.1,2.0,42.2,71.0,2.1,0.5,17.6,0.1,5.7,3.1,1400000US06059086305,"Census Tract 863.05, Orange County, California",6,59,86305
6427,50.5,7.7,6.3,8.9,8.3,10.5,21.0,14.5,11.0,2.5,3.4,3.9,1.4,0.7,29.6,41.2,5.5,0.0,10.1,0.2,40.1,2.9,1400000US06059086702,"Census Tract 867.02, Orange County, California",6,59,86702
5665,48.5,4.6,6.4,5.1,6.9,9.4,13.0,10.8,16.1,5.5,4.1,7.2,6.4,4.4,38.6,43.0,4.9,0.0,26.0,0.0,24.1,2.0,1400000US06059086902,"Census Tract 869.02, Orange County, California",6,59,86902
7038,49.4,9.3,6.8,7.3,4.9,8.5,17.2,14.7,12.5,3.0,4.8,6.4,4.0,0.7,32.6,39.4,2.8,0.1,14.5,2.0,39.0,2.2,1400000US06059087002,"Census Tract 870.02, Orange County, California",6,59,87002
3913,51.7,6.0,6.4,9.7,7.5,5.3,17.8,21.5,11.7,5.5,4.5,3.4,0.4,0.4,33.5,69.4,4.7,0.0,6.6,0.0,12.5,6.8,1400000US06059087401,"Census Tract 874.01, Orange County, California",6,59,87401
3749,48.0,10.3,13.4,9.1,6.0,8.7,20.1,13.3,12.9,1.9,2.5,1.0,0.9,0.0,26.5,84.0,3.4,1.0,0.0,0.0,10.6,0.9,1400000US06059087404,"Census Tract 874.04, Orange County, California",6,59,87404
5184,47.6,5.8,7.3,11.5,9.5,5.2,13.2,12.2,13.3,5.0,9.5,3.5,2.4,1.6,33.5,66.3,1.1,2.1,3.1,0.0,23.5,4.0,1400000US06071003403,"Census Tract 34.03, San Bernardino County, California",6,71,3403
6655,50.7,8.8,11.5,8.7,8.8,8.9,15.2,13.4,8.4,6.5,2.7,4.4,2.4,0.5,26.0,35.9,3.2,0.9,2.3,0.0,54.4,3.2,1400000US06071004900,"Census Tract 49, San Bernardino County, California",6,71,4900
3429,48.3,10.8,11.6,7.7,9.4,9.0,15.2,13.8,12.0,2.4,3.6,2.1,1.8,0.5,25.6,31.0,18.2,1.0,1.8,0.0,42.9,5.1,1400000US06071005800,"Census Tract 58, San Bernardino County, California",6,71,5800
6393,50.0,8.3,12.0,10.1,8.0,8.6,14.6,10.7,8.3,6.1,5.4,5.6,1.4,1.0,26.2,49.6,2.0,0.5,5.0,0.0,41.2,1.8,1400000US06071007000,"Census Tract 70, San Bernardino County, California",6,71,7000
3485,42.0,8.3,7.8,11.3,6.5,2.4,15.6,12.3,14.0,7.4,4.4,4.1,3.1,2.8,32.7,67.9,9.9,0.3,5.3,0.0,14.1,2.6,1400000US06071005200,"Census Tract 52, San Bernardino County, California",6,71,5200
7760,52.0,12.9,11.6,5.1,7.6,8.2,17.7,15.7,8.7,5.7,2.4,2.7,1.6,0.1,28.6,48.8,0.2,0.3,1.0,0.0,46.3,3.3,1400000US06111002300,"Census Tract 23, Ventura County, California",6,111,2300
9267,50.4,8.2,8.7,8.1,5.3,6.5,16.3,12.3,16.2,3.9,6.6,4.4,2.0,1.4,33.2,65.1,9.4,0.0,7.2,1.4,11.1,5.7,1400000US06111003605,"Census Tract 36.05, Ventura County, California",6,111,3605
6776,54.6,11.0,10.7,7.7,6.0,8.3,18.5,11.3,11.8,4.6,2.9,3.2,3.5,0.4,28.4,65.6,1.6,2.2,4.8,0.0,22.1,3.7,1400000US06111004101,"Census Tract 41.01, Ventura County, California",6,111,4101
1449,49.8,4.8,11.4,9.9,3.0,4.3,26.9,9.6,6.1,11.1,7.9,1.5,1.0,2.3,29.8,53.8,0.0,1.0,3.1,0.0,36.4,5.8,1400000US06111004704,"Census Tract 47.04, Ventura County, California",6,111,4704
5603,48.8,11.5,5.1,9.5,6.2,9.5,16.6,10.4,7.2,5.1,6.1,7.4,4.8,0.7,29.7,40.7,0.2,0.8,0.2,0.0,56.2,1.9,1400000US06111000600,"Census Tract 6, Ventura County, California",6,111,600
2386,54.4,2.3,1.6,2.4,9.6,11.0,6.9,11.9,24.1,5.4,10.6,7.4,5.3,1.6,47.3,87.8,2.2,0.4,0.9,0.0,2.7,6.0,1400000US06111001001,"Census Tract 10.01, Ventura County, California",6,111,1001
6991,48.1,6.5,3.9,6.0,9.1,3.8,7.6,13.9,16.4,8.2,6.7,10.7,5.5,1.6,44.2,82.6,0.7,2.3,2.1,0.0,8.8,3.5,1400000US06111001002,"Census Tract 10.02, Ventura County, California",6,111,1002
8061,49.6,7.3,10.5,6.7,6.3,7.0,15.6,15.6,14.4,5.5,3.7,4.9,0.9,1.4,32.6,61.5,0.0,0.1,3.0,0.0,27.3,8.0,1400000US06111001301,"Census Tract 13.01, Ventura County, California",6,111,1301
6602,48.9,8.2,8.2,10.2,8.5,4.4,12.7,14.9,17.3,4.8,4.1,4.8,1.8,0.0,32.9,55.5,0.8,1.7,2.0,0.0,31.0,8.9,1400000US06111002200,"Census Tract 22, Ventura County, California",6,111,2200
4895,45.7,3.2,4.1,2.9,7.3,3.9,16.7,8.7,16.8,4.5,8.9,12.7,7.1,3.2,47.8,91.3,0.0,0.4,2.3,0.0,0.7,5.4,1400000US06111002500,"Census Tract 25, Ventura County, California",6,111,2500
5865,49.3,6.1,6.2,6.7,6.0,7.7,10.2,12.3,18.3,6.9,5.6,7.4,4.6,2.0,41.0,56.2,5.6,0.5,13.2,0.0,18.7,5.8,1400000US06111002901,"Census Tract 29.01, Ventura County, California",6,111,2901
1882,45.0,9.6,6.9,3.2,5.8,17.2,23.5,13.3,10.6,4.9,3.6,1.4,0.0,0.0,28.1,82.1,4.0,2.8,2.2,0.0,3.1,5.8,1400000US06111005700,"Census Tract 57, Ventura County, California",6,111,5700
6587,48.2,4.7,8.2,5.1,7.6,5.1,6.3,14.9,18.3,6.5,4.4,7.1,6.5,5.2,44.0,87.2,0.0,0.0,10.0,0.0,1.2,1.7,1400000US06111006301,"Census Tract 63.01, Ventura County, California",6,111,6301
4026,45.9,9.0,8.2,5.9,5.8,6.9,23.2,12.7,8.5,4.3,3.0,3.0,4.5,4.9,31.7,59.7,0.2,0.9,17.3,0.0,12.5,9.4,1400000US06111007000,"Census Tract 70, Ventura County, California",6,111,7000
6143,48.8,5.5,7.6,7.1,7.6,4.8,15.1,13.8,15.7,5.9,6.6,5.8,3.7,0.8,37.7,71.6,0.7,2.2,7.0,0.0,11.9,6.7,1400000US06111007904,"Census Tract 79.04, Ventura County, California",6,111,7904
5368,49.9,6.6,5.4,8.3,4.5,4.9,13.5,18.0,14.7,8.8,5.8,6.4,2.5,0.7,38.5,83.3,1.0,0.0,7.8,1.2,1.9,4.8,1400000US06111008304,"Census Tract 83.04, Ventura County, California",6,111,8304
4924,47.7,10.6,5.7,5.6,6.7,4.8,9.9,15.9,11.7,9.7,8.0,7.0,2.6,1.7,40.3,76.8,2.1,1.3,3.0,0.0,11.1,5.8,1400000US06111001506,"Census Tract 15.06, Ventura County, California",6,111,1506
3905,45.9,4.9,6.4,3.0,4.3,6.9,16.8,9.6,12.4,5.6,7.6,6.5,7.3,8.6,43.2,80.1,1.9,0.4,1.2,0.0,15.5,0.9,1400000US06111002700,"Census Tract 27, Ventura County, California",6,111,2700
5874,48.5,5.1,5.9,6.0,6.0,7.0,18.7,15.3,15.5,4.9,4.8,4.3,5.4,1.1,37.0,77.2,2.8,2.4,0.9,0.3,8.9,7.5,1400000US06111002800,"Census Tract 28, Ventura County, California",6,111,2800
16640,48.4,7.8,8.5,9.0,9.4,8.6,13.7,14.9,11.3,6.1,3.3,3.4,3.2,0.8,29.0,62.2,0.8,1.3,12.8,0.0,16.5,6.3,1400000US06111003100,"Census Tract 31, Ventura County, California",6,111,3100
5089,47.0,4.2,4.0,7.0,8.7,7.5,5.9,11.2,14.7,6.4,8.3,13.4,5.5,3.1,45.9,82.7,0.8,0.5,4.8,0.2,7.1,3.9,1400000US06111005203,"Census Tract 52.03, Ventura County, California",6,111,5203
3938,49.3,6.0,5.5,3.8,9.4,8.3,9.3,13.4,13.4,6.9,8.6,6.7,5.1,3.6,42.4,74.7,0.0,0.0,9.4,0.0,10.2,5.7,1400000US06111005401,"Census Tract 54.01, Ventura County, California",6,111,5401
5141,48.0,9.9,7.4,5.5,3.6,10.1,19.2,15.4,12.9,4.7,3.9,3.8,1.1,2.6,30.5,54.5,3.7,0.5,11.0,0.0,25.1,5.2,1400000US06111005502,"Census Tract 55.02, Ventura County, California",6,111,5502
4283,47.5,5.4,6.5,9.2,7.2,3.6,10.7,14.2,16.4,6.6,3.7,9.9,5.1,1.4,38.8,77.2,1.1,0.1,8.1,0.0,10.5,3.0,1400000US06111005504,"Census Tract 55.04, Ventura County, California",6,111,5504
4133,54.6,11.5,7.7,6.6,6.1,2.9,15.3,15.1,14.9,3.8,5.0,8.1,1.4,1.5,34.8,65.6,2.4,2.5,11.5,0.0,15.2,2.9,1400000US06111008201,"Census Tract 82.01, Ventura County, California",6,111,8201
4522,47.3,2.7,8.8,7.6,6.1,7.2,14.8,13.8,15.9,7.2,3.7,6.7,3.2,2.3,36.7,66.6,0.3,0.1,10.8,1.0,17.2,4.2,1400000US06111008303,"Census Tract 83.03, Ventura County, California",6,111,8303
2588,42.2,7.2,6.4,7.5,3.5,11.4,8.7,12.4,15.5,6.0,7.2,9.4,4.8,0.0,40.4,87.3,2.5,0.0,6.3,0.0,0.6,3.3,1400000US06111005908,"Census Tract 59.08, Ventura County, California",6,111,5908
7621,49.4,8.1,7.2,8.1,8.8,6.9,15.3,11.0,12.3,5.3,5.3,7.4,3.0,1.3,32.0,27.1,1.8,0.6,20.8,0.0,48.4,1.3,1400000US06037404801,"Census Tract 4048.01, Los Angeles County, California",6,37,404801
3452,53.8,12.2,7.6,9.2,8.5,7.9,17.1,12.8,10.9,4.2,1.4,6.1,1.6,0.6,26.5,29.7,0.0,0.1,6.6,0.0,63.6,0.0,1400000US06037405002,"Census Tract 4050.02, Los Angeles County, California",6,37,405002
5355,51.1,8.2,6.5,5.4,7.5,5.6,17.3,15.9,15.8,6.8,3.0,4.9,3.1,0.0,34.5,36.1,7.2,0.4,11.1,0.0,43.0,2.2,1400000US06037405800,"Census Tract 4058, Los Angeles County, California",6,37,405800
1960,53.4,3.4,1.8,5.7,9.6,7.9,9.2,13.8,22.9,5.3,4.8,8.8,5.2,1.5,43.7,53.4,1.8,0.0,17.0,0.0,19.5,8.2,1400000US06037406402,"Census Tract 4064.02, Los Angeles County, California",6,37,406402
5319,48.6,9.1,7.0,8.0,7.7,7.7,11.3,14.9,14.2,5.5,3.7,5.4,4.1,1.3,34.6,37.0,1.3,0.7,20.7,0.0,36.8,3.5,1400000US06037406800,"Census Tract 4068, Los Angeles County, California",6,37,406800
5086,48.3,8.6,10.4,6.2,4.2,7.2,20.4,9.1,10.9,4.4,4.2,8.2,4.6,1.7,30.5,57.8,6.7,0.8,2.1,0.0,32.1,0.5,1400000US06065042731,"Census Tract 427.31, Riverside County, California",6,65,42731
6084,48.8,6.3,9.3,9.6,8.5,8.6,15.0,14.8,15.3,4.9,3.9,1.2,1.4,1.3,30.7,75.0,7.5,0.5,2.8,1.6,9.8,2.9,1400000US06065042732,"Census Tract 427.32, Riverside County, California",6,65,42732
3776,44.4,4.1,5.7,7.3,3.0,3.8,10.5,9.3,17.9,8.2,5.8,11.0,11.0,2.4,48.0,87.0,1.0,0.0,5.9,0.0,1.6,4.5,1400000US06037261200,"Census Tract 2612, Los Angeles County, California",6,37,261200
3955,50.4,8.8,9.8,9.5,9.1,10.4,17.3,10.8,10.5,6.5,1.8,2.8,2.6,0.0,26.5,26.3,6.8,0.5,0.0,0.0,64.2,2.1,1400000US06037229100,"Census Tract 2291, Los Angeles County, California",6,37,229100
2259,50.6,3.6,5.0,6.9,4.5,8.9,11.3,18.9,14.0,8.9,3.5,6.0,5.3,3.2,40.3,65.5,0.8,0.0,28.3,0.0,2.9,2.4,1400000US06037271100,"Census Tract 2711, Los Angeles County, California",6,37,271100
5581,49.0,8.9,6.4,1.1,5.2,6.0,17.3,12.5,14.5,8.0,6.0,8.8,3.5,1.7,38.6,59.8,3.4,0.0,20.8,0.3,11.2,4.5,1400000US06037275311,"Census Tract 2753.11, Los Angeles County, California",6,37,275311
2920,51.0,5.4,5.2,6.0,3.4,3.2,11.9,22.4,14.1,7.8,6.0,7.8,4.2,2.6,43.0,25.9,0.0,0.0,58.1,0.0,12.9,3.1,1400000US06037482102,"Census Tract 4821.02, Los Angeles County, California",6,37,482102
6953,45.6,4.7,7.4,7.2,6.2,4.0,4.5,13.5,19.0,8.0,5.3,11.6,5.9,2.6,47.1,56.1,0.0,0.0,38.9,0.0,2.7,2.3,1400000US06037464100,"Census Tract 4641, Los Angeles County, California",6,37,464100
3864,52.2,4.6,9.1,8.2,6.8,5.6,15.3,18.0,14.2,5.5,5.1,5.1,2.4,0.1,35.1,11.0,2.0,0.9,66.5,0.3,13.6,5.8,1400000US06001440306,"Census Tract 4403.06, Alameda County, California",6,1,440306
3333,51.8,5.9,9.0,11.1,6.2,5.0,6.5,21.1,19.3,3.5,5.9,5.1,1.2,0.2,37.9,8.6,2.1,0.0,74.4,6.8,3.3,4.9,1400000US06001440332,"Census Tract 4403.32, Alameda County, California",6,1,440332
6083,51.3,8.5,7.8,6.5,5.3,5.1,11.2,18.5,15.0,5.8,4.7,5.1,5.3,1.2,38.0,24.8,0.0,0.1,69.6,0.0,0.9,4.5,1400000US06001441521,"Census Tract 4415.21, Alameda County, California",6,1,441521
7173,50.9,6.7,7.3,4.9,6.7,8.4,15.1,15.1,13.7,7.7,2.6,7.6,3.4,0.7,35.5,43.0,3.9,1.0,31.5,0.6,11.7,8.3,1400000US06001442900,"Census Tract 4429, Alameda County, California",6,1,442900
5525,50.5,4.4,5.5,5.7,8.3,8.0,11.6,17.7,17.1,8.2,4.7,5.9,2.2,0.7,39.0,39.7,1.8,0.8,35.2,0.0,16.4,6.1,1400000US06001443002,"Census Tract 4430.02, Alameda County, California",6,1,443002
3951,47.1,3.6,6.8,8.1,8.6,5.8,6.3,14.6,20.0,8.7,5.6,6.0,4.9,1.0,43.3,15.8,0.0,0.0,80.0,0.0,0.0,4.3,1400000US06001443103,"Census Tract 4431.03, Alameda County, California",6,1,443103
5941,48.2,8.0,6.3,5.2,7.4,6.9,18.3,11.7,20.1,3.9,3.5,4.5,3.1,1.0,34.1,74.8,0.4,0.0,19.0,0.0,2.5,3.4,1400000US06001450400,"Census Tract 4504, Alameda County, California",6,1,450400
4701,55.2,10.2,10.9,7.3,3.5,7.8,9.8,15.5,16.7,5.0,6.2,5.0,1.7,0.3,35.2,76.0,0.0,0.2,19.4,0.0,0.9,3.5,1400000US06001450603,"Census Tract 4506.03, Alameda County, California",6,1,450603
5770,51.3,5.3,7.6,6.8,8.0,5.0,10.1,12.3,19.7,11.0,5.3,5.4,2.8,0.9,40.9,65.9,3.8,1.2,22.9,0.0,1.1,5.1,1400000US06001450606,"Census Tract 4506.06, Alameda County, California",6,1,450606
4059,50.6,3.9,7.0,9.1,8.4,4.6,2.9,16.7,21.4,7.5,6.6,8.9,1.7,1.4,44.0,84.3,0.1,0.2,9.3,0.0,0.3,5.8,1400000US06001451102,"Census Tract 4511.02, Alameda County, California",6,1,451102
3753,54.2,6.6,7.6,8.3,5.9,7.7,11.4,16.9,18.7,6.0,4.6,3.4,2.8,0.0,37.0,83.3,1.1,0.8,6.6,3.7,1.9,2.6,1400000US06001451202,"Census Tract 4512.02, Alameda County, California",6,1,451202
4101,45.4,2.0,0.8,0.0,30.2,41.8,9.9,4.7,4.1,2.1,2.2,1.4,0.5,0.3,21.2,51.8,4.0,0.2,36.6,0.1,3.3,4.0,1400000US06001422700,"Census Tract 4227, Alameda County, California",6,1,422700
4623,60.1,0.8,1.2,0.9,8.2,26.3,32.0,11.2,5.4,6.3,1.5,3.2,2.1,0.6,27.8,50.2,2.2,0.0,41.1,0.0,1.8,4.7,1400000US06001422400,"Census Tract 4224, Alameda County, California",6,1,422400
4254,50.3,1.4,1.7,0.9,19.6,24.5,22.7,10.4,6.7,2.2,3.2,4.8,1.3,0.7,25.7,63.9,3.5,0.0,23.0,0.1,2.1,7.4,1400000US06001422500,"Census Tract 4225, Alameda County, California",6,1,422500
1128,55.4,0.0,0.9,0.9,41.6,39.6,12.1,0.3,1.7,1.0,2.0,0.0,0.0,0.0,21.2,37.5,0.9,1.0,47.1,0.0,4.3,9.3,1400000US06001422600,"Census Tract 4226, Alameda County, California",6,1,422600
3889,50.2,4.3,3.5,4.5,4.7,8.7,14.4,22.0,13.4,5.3,6.4,6.9,3.7,2.0,40.4,58.5,16.8,0.3,16.0,0.0,3.5,4.9,1400000US06001423100,"Census Tract 4231, Alameda County, California",6,1,423100
5959,47.6,3.5,7.7,9.8,7.5,4.4,3.6,10.8,18.4,7.4,10.9,8.9,5.2,1.8,46.7,78.2,0.9,0.0,18.3,0.2,0.8,1.6,1400000US06001426100,"Census Tract 4261, Alameda County, California",6,1,426100
2521,49.3,4.2,6.5,4.8,5.1,3.5,17.1,13.6,16.8,9.6,6.7,9.5,2.2,0.4,40.7,30.5,10.7,0.0,47.2,0.0,6.3,5.3,1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",6,37,408134
5395,44.5,5.2,7.0,7.5,9.6,10.7,12.1,11.1,15.4,5.6,4.6,5.6,3.8,1.6,33.4,31.9,1.0,0.0,5.8,0.0,57.9,3.4,1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",6,37,408301
2918,45.2,6.8,2.0,6.0,7.6,3.4,9.0,12.8,21.5,7.1,10.4,9.3,3.8,0.3,45.5,30.3,1.6,0.0,58.0,0.6,5.8,3.7,1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",6,37,408627
7042,48.4,3.8,5.9,7.2,6.0,5.7,12.7,14.2,19.9,7.5,6.5,7.3,2.4,1.0,41.7,15.3,0.3,0.1,79.2,0.0,3.8,1.3,1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",6,37,408703
6621,48.3,8.1,5.4,4.9,1.7,2.0,9.0,16.3,17.1,11.1,6.1,10.6,6.1,1.5,48.2,80.5,2.2,0.0,5.8,0.0,8.4,3.2,1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",6,37,430502
4054,47.0,4.3,5.8,8.0,5.2,6.1,16.8,17.5,14.8,6.9,2.9,7.4,2.4,2.1,36.8,25.7,1.7,0.0,62.1,0.0,9.5,1.0,1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",6,37,430723
2678,46.8,12.1,11.7,5.8,5.1,11.6,15.5,11.8,10.2,3.9,4.8,5.2,2.2,0.3,26.7,53.4,5.2,0.0,8.3,0.0,31.6,1.5,1400000US06065041905,"Census Tract 419.05, Riverside County, California",6,65,41905
5056,54.4,3.2,6.9,11.8,8.5,5.9,11.8,13.9,18.5,5.5,4.0,6.9,2.5,0.6,37.2,77.9,1.0,0.0,0.8,0.0,17.0,3.3,1400000US06065041909,"Census Tract 419.09, Riverside County, California",6,65,41909
4271,48.3,4.3,4.7,5.7,7.0,8.9,11.9,6.9,19.2,7.7,7.7,12.0,2.3,1.6,45.3,69.5,2.0,0.2,1.5,1.9,21.6,3.3,1400000US06065042007,"Census Tract 420.07, Riverside County, California",6,65,42007
6526,53.1,7.6,7.8,7.8,13.7,6.6,12.2,16.0,15.5,4.0,2.9,3.2,1.6,1.3,30.2,62.0,8.9,1.6,5.2,0.0,21.4,0.9,1400000US06065042009,"Census Tract 420.09, Riverside County, California",6,65,42009
6783,52.4,7.1,7.8,8.2,11.4,10.6,12.0,15.7,12.0,5.5,4.2,2.9,2.1,0.6,28.1,54.7,9.7,0.8,10.8,0.0,20.0,4.0,1400000US06065042212,"Census Tract 422.12, Riverside County, California",6,65,42212
3435,44.0,9.9,9.0,10.5,11.4,8.1,13.6,9.9,13.3,5.1,1.6,3.8,3.5,0.4,28.2,58.8,10.8,0.0,6.9,3.6,16.7,3.2,1400000US06065042517,"Census Tract 425.17, Riverside County, California",6,65,42517
12398,52.2,7.6,8.8,9.1,10.7,6.8,12.3,18.7,10.8,4.9,3.8,4.3,1.8,0.4,31.7,59.6,7.1,0.7,11.9,0.6,12.9,7.2,1400000US06065042715,"Census Tract 427.15, Riverside County, California",6,65,42715
5122,52.9,8.6,4.3,8.0,13.0,10.4,12.6,11.3,12.0,4.1,6.1,5.3,2.7,1.5,28.6,52.9,9.7,0.8,2.1,0.0,31.4,3.0,1400000US06065042903,"Census Tract 429.03, Riverside County, California",6,65,42903
3181,51.6,13.0,8.0,9.0,5.4,9.4,12.4,9.3,14.6,6.2,2.5,7.2,3.2,0.0,30.0,71.4,3.6,0.5,0.0,0.0,22.7,1.9,1400000US06065043310,"Census Tract 433.10, Riverside County, California",6,65,43310
3070,42.6,5.6,2.5,0.8,2.8,1.9,7.7,2.1,9.3,12.5,8.8,19.3,14.7,11.9,62.6,75.6,7.7,0.3,0.2,0.0,13.4,2.8,1400000US06065043505,"Census Tract 435.05, Riverside County, California",6,65,43505
6642,47.6,12.5,10.3,4.9,5.8,9.7,13.5,11.6,9.0,6.3,2.1,8.1,3.5,2.6,29.8,65.6,6.1,3.5,0.1,0.2,20.7,3.8,1400000US06065043507,"Census Tract 435.07, Riverside County, California",6,65,43507
6064,43.5,5.7,5.2,4.2,5.8,3.6,12.1,7.6,15.5,6.5,3.0,12.6,12.9,5.2,50.0,75.7,3.5,0.0,14.3,0.0,4.2,2.2,1400000US06065044103,"Census Tract 441.03, Riverside County, California",6,65,44103
2800,49.2,4.6,1.7,6.6,6.9,5.1,14.1,9.8,18.1,4.9,12.6,8.4,5.4,1.9,45.5,86.8,3.4,0.5,1.4,0.0,6.8,1.1,1400000US06065044104,"Census Tract 441.04, Riverside County, California",6,65,44104
5836,52.2,11.0,11.0,9.6,5.6,8.9,14.7,11.8,12.1,6.1,2.7,2.6,3.2,0.7,27.5,57.4,10.1,1.9,0.6,0.0,27.2,2.9,1400000US06065044507,"Census Tract 445.07, Riverside County, California",6,65,44507
4288,52.5,6.2,2.3,5.7,8.4,4.8,9.4,13.6,18.6,6.5,8.5,9.8,4.2,2.0,44.8,70.7,2.5,0.9,1.0,0.0,24.1,0.8,1400000US06065044604,"Census Tract 446.04, Riverside County, California",6,65,44604
4290,50.4,11.4,5.2,7.9,8.0,4.5,10.4,13.7,13.7,7.9,4.4,7.4,4.5,0.9,36.0,73.2,7.7,0.0,0.8,0.0,14.3,4.0,1400000US06065044916,"Census Tract 449.16, Riverside County, California",6,65,44916
