Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Name,State,County,Tract
5778,51.7,7.0,7.5,7.8,7.5,7.5,9.6,13.7,18.4,5.6,3.0,7.5,3.6,1.2,37.7,74.1,0.0,0.1,7.9,0.0,9.8,8.0,1400000US06083002909,"Census Tract 29.09, Santa Barbara County, California",6,83,2909
5977,47.1,5.9,7.5,7.1,4.9,6.2,10.2,13.3,18.8,5.2,2.5,9.2,6.8,2.6,41.4,80.5,2.2,2.7,2.9,0.0,4.0,7.7,1400000US06083002008,"Census Tract 20.08, Santa Barbara County, California",6,83,2008
2189,44.4,6.1,6.3,4.3,4.7,4.7,14.3,9.4,23.2,2.7,2.5,8.2,10.3,3.3,45.1,78.1,6.2,0.6,3.2,0.0,6.4,5.4,1400000US06067008136,"Census Tract 81.36, Sacramento County, California",6,67,8136
1140,49.3,3.8,2.6,6.8,0.0,24.2,26.1,2.7,16.8,3.8,6.3,4.2,2.0,0.6,30.6,55.5,17.7,3.3,10.7,1.5,3.9,7.4,1400000US06067000600,"Census Tract 6, Sacramento County, California",6,67,600
2644,82.5,0.0,0.0,0.0,2.8,13.5,31.1,22.1,10.2,4.3,1.9,5.9,5.6,2.6,35.8,41.1,23.1,0.4,13.1,2.2,18.3,1.7,1400000US06067000700,"Census Tract 7, Sacramento County, California",6,67,700
4812,48.4,8.2,4.6,3.7,5.7,10.0,22.5,12.9,15.2,3.3,5.2,3.2,4.3,1.3,31.8,51.6,20.5,3.9,7.9,0.0,9.1,7.0,1400000US06067001800,"Census Tract 18, Sacramento County, California",6,67,1800
3827,39.7,9.5,7.8,8.9,8.7,3.8,10.2,15.3,13.9,7.9,3.9,3.0,5.1,1.9,36.1,41.4,33.4,2.3,11.2,0.9,3.2,7.7,1400000US06067002200,"Census Tract 22, Sacramento County, California",6,67,2200
4719,47.6,6.8,4.6,4.9,2.6,5.8,17.9,14.6,15.0,10.6,4.7,4.6,5.1,2.6,39.9,67.1,9.4,0.3,3.9,0.0,9.0,10.3,1400000US06067002900,"Census Tract 29, Sacramento County, California",6,67,2900
5996,42.8,3.7,7.2,4.5,6.3,8.0,10.9,12.2,13.7,12.5,6.0,5.2,6.5,3.5,42.5,57.0,7.0,0.2,12.6,0.4,16.1,6.7,1400000US06067003000,"Census Tract 30, Sacramento County, California",6,67,3000
3482,49.0,8.1,2.7,4.7,3.7,5.5,8.5,11.3,15.6,7.6,5.4,10.5,11.4,4.9,47.6,51.1,6.7,2.1,21.7,0.2,12.0,6.2,1400000US06067003900,"Census Tract 39, Sacramento County, California",6,67,3900
3593,40.4,3.1,4.2,8.4,8.1,7.9,8.5,14.2,19.7,9.0,7.7,5.2,2.7,1.4,42.0,42.4,15.8,0.0,31.0,0.0,3.0,7.9,1400000US06067004012,"Census Tract 40.12, Sacramento County, California",6,67,4012
7466,48.0,14.3,9.1,7.6,6.5,8.7,15.5,9.1,10.3,2.6,4.0,7.8,3.1,1.4,26.9,51.9,21.6,0.7,5.7,3.2,11.5,5.5,1400000US06067004905,"Census Tract 49.05, Sacramento County, California",6,67,4905
4806,48.2,6.7,5.0,7.7,7.3,4.2,7.7,13.0,19.2,7.4,4.8,8.8,5.6,2.5,44.0,87.6,4.4,0.0,1.0,0.0,0.7,6.2,1400000US06067007904,"Census Tract 79.04, Sacramento County, California",6,67,7904
3406,48.6,5.2,4.7,5.5,8.2,7.8,9.6,12.9,19.4,5.3,3.7,7.2,6.9,3.6,42.2,81.9,3.1,1.5,2.5,0.0,7.7,3.2,1400000US06067008138,"Census Tract 81.38, Sacramento County, California",6,67,8138
2901,53.5,4.5,5.4,6.3,7.8,2.3,10.2,12.5,17.9,8.8,9.3,9.7,4.3,1.0,45.6,90.6,0.0,0.5,5.8,0.2,0.0,2.9,1400000US06067008211,"Census Tract 82.11, Sacramento County, California",6,67,8211
2306,50.2,3.9,5.3,5.2,9.7,5.9,5.3,15.7,14.7,5.5,9.9,8.7,7.8,2.6,44.6,86.3,1.5,0.3,6.1,0.0,1.4,4.4,1400000US06067009309,"Census Tract 93.09, Sacramento County, California",6,67,9309
4476,55.1,8.5,5.9,6.0,3.1,10.6,14.1,11.5,13.0,7.8,6.6,6.5,4.8,1.6,36.7,88.5,1.9,0.9,0.5,0.0,4.9,3.4,1400000US06067008208,"Census Tract 82.08, Sacramento County, California",6,67,8208
4305,46.6,6.1,7.6,10.8,8.5,6.7,9.8,20.8,19.3,3.9,2.4,2.8,0.9,0.4,36.4,75.0,2.2,0.1,18.0,0.0,0.5,4.1,1400000US06067008504,"Census Tract 85.04, Sacramento County, California",6,67,8504
7226,45.5,6.0,5.8,6.8,7.0,2.6,5.1,12.4,13.6,8.3,12.0,13.9,4.9,1.6,48.7,82.9,5.5,0.1,4.4,0.0,5.0,2.2,1400000US06067008600,"Census Tract 86, Sacramento County, California",6,67,8600
4341,46.5,6.3,5.4,7.4,12.0,5.3,12.1,14.1,16.8,7.2,3.6,5.6,3.7,0.5,35.8,65.8,7.0,0.9,6.7,0.3,9.5,9.6,1400000US06067009008,"Census Tract 90.08, Sacramento County, California",6,67,9008
4916,48.5,3.7,7.7,8.9,11.1,5.2,8.5,16.2,17.5,5.9,3.8,3.7,5.9,2.0,38.7,72.8,5.2,0.6,10.2,0.0,7.6,3.5,1400000US06067009307,"Census Tract 93.07, Sacramento County, California",6,67,9307
2261,54.3,4.8,7.6,7.7,6.6,9.2,3.6,9.8,14.7,11.1,9.2,11.2,4.0,0.4,46.8,73.9,0.0,0.0,3.3,0.0,21.6,1.2,1400000US06067009406,"Census Tract 94.06, Sacramento County, California",6,67,9406
6720,51.7,7.0,6.7,9.0,7.9,9.7,6.9,16.2,15.7,6.0,4.5,4.7,3.5,2.1,38.3,65.5,6.1,1.8,1.4,0.0,22.1,3.2,1400000US06067009502,"Census Tract 95.02, Sacramento County, California",6,67,9502
3099,42.2,6.3,6.8,3.0,3.8,6.7,14.7,16.8,12.5,9.8,5.7,4.7,4.2,5.1,39.6,83.6,1.0,0.0,5.6,0.0,5.7,4.0,1400000US06067000300,"Census Tract 3, Sacramento County, California",6,67,300
3593,48.5,3.5,3.5,3.2,4.1,16.4,29.4,13.8,9.1,6.7,4.2,2.5,3.3,0.4,29.0,66.4,10.5,0.8,9.6,0.0,8.7,4.0,1400000US06067000500,"Census Tract 5, Sacramento County, California",6,67,500
1283,51.8,0.9,0.0,0.0,0.2,7.3,31.6,3.8,9.6,2.6,9.4,10.1,11.1,13.4,50.2,78.3,5.0,0.0,8.3,0.0,3.7,4.8,1400000US06067000800,"Census Tract 8, Sacramento County, California",6,67,800
3475,53.6,6.4,3.0,7.2,4.0,4.9,22.4,21.5,12.5,2.8,7.5,4.2,2.4,1.4,36.2,84.2,2.9,0.4,1.7,0.0,4.3,6.6,1400000US06037125200,"Census Tract 1252, Los Angeles County, California",6,37,125200
4064,48.7,8.8,2.9,4.7,3.9,11.4,21.6,16.1,11.0,3.3,6.2,5.1,3.2,1.7,31.7,68.1,9.0,1.3,4.1,0.0,12.1,5.4,1400000US06037125310,"Census Tract 1253.10, Los Angeles County, California",6,37,125310
5443,49.6,7.6,6.3,9.6,10.0,7.4,14.3,16.6,15.0,5.0,2.1,3.7,2.0,0.2,31.4,50.6,7.0,0.1,6.3,0.0,32.1,3.8,1400000US06037127210,"Census Tract 1272.10, Los Angeles County, California",6,37,127210
5299,49.9,4.8,5.1,11.1,6.9,7.9,15.1,15.9,15.5,3.2,5.2,4.6,3.5,1.0,34.5,49.3,5.6,0.4,10.9,0.0,31.7,2.1,1400000US06037131020,"Census Tract 1310.20, Los Angeles County, California",6,37,131020
5726,51.0,5.3,4.7,4.4,12.0,7.2,13.9,17.2,12.8,6.6,4.4,6.2,3.2,2.0,37.3,35.1,1.3,0.1,44.4,0.0,18.3,0.8,1400000US06037480011,"Census Tract 4800.11, Los Angeles County, California",6,37,480011
7119,48.0,2.9,8.6,5.3,6.1,3.9,21.4,18.0,13.2,6.9,4.8,4.6,3.3,1.0,36.4,63.4,2.6,0.3,25.2,0.0,3.5,4.9,1400000US06037480600,"Census Tract 4806, Los Angeles County, California",6,37,480600
5046,45.6,3.2,4.5,7.8,5.8,6.9,16.6,17.2,15.9,4.3,4.2,7.4,3.2,3.0,39.2,7.0,0.0,0.0,81.0,0.0,9.6,2.4,1400000US06037481712,"Census Tract 4817.12, Los Angeles County, California",6,37,481712
2340,47.5,4.3,2.0,3.9,2.2,15.5,11.5,12.3,20.8,6.7,3.5,5.7,9.2,2.5,44.1,3.2,0.0,0.0,92.9,1.4,2.5,0.0,1400000US06037481713,"Census Tract 4817.13, Los Angeles County, California",6,37,481713
6261,51.5,7.6,6.3,4.5,7.8,7.9,16.7,16.3,13.0,7.1,3.3,5.3,3.1,1.0,34.7,19.3,0.1,0.4,62.8,2.1,14.9,0.3,1400000US06037482303,"Census Tract 4823.03, Los Angeles County, California",6,37,482303
3893,48.5,6.0,8.1,7.3,6.9,8.8,13.4,17.1,15.6,6.0,1.6,4.4,4.2,0.6,34.7,23.3,0.3,2.2,48.5,0.0,24.2,1.4,1400000US06037482304,"Census Tract 4823.04, Los Angeles County, California",6,37,482304
5669,50.5,5.2,6.0,7.5,16.1,7.1,10.2,15.4,15.4,4.4,4.2,5.3,2.8,0.4,32.7,70.5,0.0,0.0,0.5,0.0,26.4,2.6,1400000US06037500800,"Census Tract 5008, Los Angeles County, California",6,37,500800
4285,50.1,5.9,6.8,6.7,10.1,7.8,7.0,17.9,14.9,4.6,3.0,5.5,8.2,1.6,39.6,65.6,0.9,0.4,11.6,0.3,19.8,1.5,1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",6,37,503601
3602,48.6,4.4,3.9,7.2,7.3,10.2,7.5,11.7,20.6,5.4,3.8,6.9,8.4,2.8,43.7,59.4,6.6,0.7,12.0,0.0,15.5,5.9,1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",6,37,503602
5126,52.0,7.1,4.3,7.0,6.9,8.2,14.4,11.7,15.7,7.9,4.7,8.1,3.1,0.9,37.5,67.4,0.0,0.7,2.9,0.0,17.9,11.1,1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",6,37,503702
5656,49.6,7.2,8.5,5.3,6.3,7.7,14.7,13.2,13.6,6.2,4.4,7.0,3.4,2.5,35.3,65.4,1.5,0.8,14.9,0.0,16.5,0.9,1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",6,37,504002
6041,50.6,6.9,4.2,8.3,4.0,4.3,6.1,10.7,18.7,12.2,7.8,7.3,7.3,2.3,48.0,79.8,0.8,0.0,10.7,0.0,0.5,8.1,1400000US06013347000,"Census Tract 3470, Contra Costa County, California",6,13,347000
3597,49.7,4.6,9.0,8.0,6.0,5.4,4.5,14.6,14.5,9.5,8.0,7.2,6.3,2.5,43.8,79.7,5.2,0.0,9.8,0.0,0.4,5.0,1400000US06013353001,"Census Tract 3530.01, Contra Costa County, California",6,13,353001
4064,52.9,3.6,3.9,8.3,7.9,8.0,13.0,11.6,12.6,10.8,8.2,7.7,4.0,0.4,41.0,42.7,12.1,0.0,32.0,0.0,2.5,10.7,1400000US06013356001,"Census Tract 3560.01, Contra Costa County, California",6,13,356001
4398,52.7,5.0,7.3,6.7,10.3,10.6,15.3,14.7,15.4,3.1,2.8,4.0,4.1,0.8,31.6,52.4,12.2,0.0,23.7,0.0,10.7,1.1,1400000US06013366001,"Census Tract 3660.01, Contra Costa County, California",6,13,366001
4766,51.7,10.6,9.7,10.7,10.3,5.4,22.1,14.1,9.9,1.5,3.6,1.3,0.5,0.2,26.7,56.7,8.9,0.0,2.3,0.0,28.9,3.4,1400000US06013375000,"Census Tract 3750, Contra Costa County, California",6,13,375000
3256,51.1,3.7,4.9,4.5,4.2,5.5,8.6,9.1,21.0,10.0,5.2,13.4,7.4,2.4,49.6,83.3,1.1,0.0,4.8,0.0,7.5,3.3,1400000US06013301000,"Census Tract 3010, Contra Costa County, California",6,13,301000
3049,46.9,10.5,7.6,7.5,9.1,11.1,11.0,10.5,14.2,3.7,5.7,6.1,2.1,1.0,26.7,51.6,21.5,0.5,10.0,0.1,8.7,7.6,1400000US06013307201,"Census Tract 3072.01, Contra Costa County, California",6,13,307201
5736,49.3,9.2,8.8,7.9,11.7,5.9,14.0,13.6,16.4,3.0,4.1,2.4,1.6,1.3,29.7,36.2,21.2,0.2,9.6,0.2,25.1,7.4,1400000US06013310000,"Census Tract 3100, Contra Costa County, California",6,13,310000
4004,46.3,6.2,8.9,5.6,6.3,9.5,13.9,14.1,17.0,4.8,3.6,5.0,4.2,0.9,34.7,34.6,23.2,1.8,8.4,3.1,26.0,2.9,1400000US06013313102,"Census Tract 3131.02, Contra Costa County, California",6,13,313102
5567,53.7,3.1,3.3,6.5,10.0,11.1,18.4,13.6,17.3,6.3,2.5,4.8,2.5,0.6,32.7,63.2,2.0,0.5,26.8,0.2,2.1,5.1,1400000US06013321200,"Census Tract 3212, Contra Costa County, California",6,13,321200
5790,52.0,8.3,4.5,5.8,8.4,5.4,17.6,13.7,16.4,5.1,3.3,5.1,4.0,2.2,34.8,71.1,1.6,1.5,11.3,0.2,7.7,6.6,1400000US06013330000,"Census Tract 3300, Contra Costa County, California",6,13,330000
4424,47.9,8.0,10.8,10.3,6.0,8.6,20.8,13.9,12.1,4.1,1.7,2.3,0.9,0.5,27.9,56.7,5.5,0.0,6.9,0.0,26.6,4.3,1400000US06013336101,"Census Tract 3361.01, Contra Costa County, California",6,13,336101
7031,45.4,8.1,4.1,2.6,3.6,3.2,15.3,14.9,16.6,9.4,7.0,8.5,5.8,0.9,44.0,69.7,4.2,1.8,14.0,0.9,6.3,3.2,1400000US06013337200,"Census Tract 3372, Contra Costa County, California",6,13,337200
6147,52.2,5.0,6.9,8.4,5.7,3.9,6.9,14.2,16.6,7.1,9.3,9.8,4.0,2.3,44.4,75.9,1.1,0.6,14.0,1.3,1.5,5.6,1400000US06013337300,"Census Tract 3373, Contra Costa County, California",6,13,337300
6802,47.4,4.7,5.1,5.6,8.4,8.5,11.4,13.0,13.9,9.7,6.0,8.0,4.2,1.6,40.5,34.1,19.0,1.1,33.5,0.0,4.8,7.5,1400000US06013359203,"Census Tract 3592.03, Contra Costa County, California",6,13,359203
3423,54.2,5.2,4.8,10.2,9.6,7.0,10.2,12.6,13.5,9.7,3.7,6.4,5.6,1.4,38.3,54.7,13.0,0.0,17.8,0.1,8.7,5.8,1400000US06013370000,"Census Tract 3700, Contra Costa County, California",6,13,370000
3053,45.2,5.2,3.7,3.3,3.8,5.9,19.2,12.6,15.3,9.6,4.6,7.2,6.4,3.3,41.6,41.2,16.8,1.1,26.0,0.0,8.0,6.8,1400000US06013386000,"Census Tract 3860, Contra Costa County, California",6,13,386000
2128,44.8,6.9,5.8,8.0,4.7,2.2,16.7,19.0,13.4,3.9,6.1,6.4,5.2,1.6,38.9,64.1,5.4,0.0,25.8,0.0,2.5,2.2,1400000US06013389100,"Census Tract 3891, Contra Costa County, California",6,13,389100
1710,49.5,4.0,3.2,1.6,6.5,5.1,27.1,16.8,9.3,10.6,4.6,3.8,4.5,2.7,36.3,41.0,12.2,0.0,31.5,0.0,6.2,9.1,1400000US06013389200,"Census Tract 3892, Contra Costa County, California",6,13,389200
5874,51.9,10.4,7.6,7.0,8.2,8.9,15.0,13.0,12.3,6.0,4.0,4.5,2.2,1.1,30.1,60.0,9.7,0.5,1.2,1.8,24.5,2.4,1400000US06013305000,"Census Tract 3050, Contra Costa County, California",6,13,305000
2375,47.7,10.7,4.6,14.9,8.5,3.7,11.2,12.9,17.1,2.5,2.7,4.2,4.1,2.9,30.8,26.7,39.0,0.0,8.2,0.0,16.9,9.2,1400000US06013312000,"Census Tract 3120, Contra Costa County, California",6,13,312000
7667,53.1,8.8,8.9,7.5,10.7,5.5,17.2,14.1,13.3,5.1,2.0,5.1,1.2,0.7,30.4,46.2,13.9,0.4,6.1,1.2,26.8,5.3,1400000US06013314104,"Census Tract 3141.04, Contra Costa County, California",6,13,314104
3340,49.7,7.4,8.5,4.2,8.4,2.5,9.3,26.2,17.7,6.5,3.6,5.5,0.0,0.3,38.4,67.2,2.4,0.0,18.3,0.0,3.8,8.3,1400000US06013315000,"Census Tract 3150, Contra Costa County, California",6,13,315000
3746,50.1,6.9,6.5,5.0,6.0,9.0,20.2,8.1,17.5,6.2,4.8,4.4,3.6,1.8,33.3,73.1,6.5,0.3,8.0,2.4,7.3,2.3,1400000US06013320001,"Census Tract 3200.01, Contra Costa County, California",6,13,320001
6435,46.1,10.3,4.7,5.8,6.3,11.5,21.5,12.0,10.9,4.5,3.7,4.9,2.3,1.5,29.6,51.7,15.6,0.5,11.7,0.2,16.0,4.2,1400000US06013307205,"Census Tract 3072.05, Contra Costa County, California",6,13,307205
7276,47.0,7.3,7.5,6.8,8.8,7.4,9.8,14.7,16.5,6.1,5.0,6.0,3.2,0.9,35.7,73.9,10.3,1.1,2.2,0.0,9.3,3.3,1400000US06013308001,"Census Tract 3080.01, Contra Costa County, California",6,13,308001
6779,51.6,6.6,8.0,6.5,13.1,6.7,19.1,12.3,13.1,3.6,5.1,3.4,2.5,0.0,29.4,59.4,4.4,0.0,3.2,0.7,25.4,6.9,1400000US06013314200,"Census Tract 3142, Contra Costa County, California",6,13,314200
3713,47.5,7.0,7.0,5.5,4.2,4.1,6.8,18.9,13.8,7.8,7.3,6.8,7.1,3.7,43.3,48.2,0.8,1.1,32.3,0.8,11.2,5.7,1400000US06037480201,"Census Tract 4802.01, Los Angeles County, California",6,37,480201
6452,46.8,3.8,5.4,6.6,9.0,5.0,4.2,13.0,20.1,11.0,10.0,8.0,3.3,0.6,46.6,82.2,2.1,0.0,10.0,0.0,1.7,4.0,1400000US06037400204,"Census Tract 4002.04, Los Angeles County, California",6,37,400204
3146,48.9,4.1,8.9,3.7,6.0,11.1,7.5,16.8,15.7,5.3,4.8,9.8,4.7,1.6,41.2,68.6,4.2,0.0,8.8,0.0,11.8,6.6,1400000US06037400302,"Census Tract 4003.02, Los Angeles County, California",6,37,400302
4963,46.4,3.4,6.5,6.1,7.1,7.6,12.6,12.5,14.7,9.6,4.1,7.3,4.9,3.5,40.3,79.1,2.1,0.0,12.3,0.0,4.0,2.4,1400000US06037401101,"Census Tract 4011.01, Los Angeles County, California",6,37,401101
3110,51.8,2.1,6.5,10.3,5.1,8.2,8.7,14.7,21.4,8.3,3.7,7.3,3.1,0.5,40.5,74.8,5.2,0.0,3.0,0.0,10.4,6.6,1400000US06037401201,"Census Tract 4012.01, Los Angeles County, California",6,37,401201
5145,49.6,2.2,6.2,5.4,3.3,6.6,12.2,11.0,12.0,7.5,8.4,12.3,9.3,3.5,48.1,65.9,6.0,0.5,15.0,0.0,8.1,4.4,1400000US06037401601,"Census Tract 4016.01, Los Angeles County, California",6,37,401601
4867,49.3,6.9,3.3,9.1,16.8,9.9,11.0,11.0,14.0,3.2,5.1,5.8,2.3,1.3,28.1,54.7,19.0,0.0,3.3,0.1,20.9,1.9,1400000US06037402101,"Census Tract 4021.01, Los Angeles County, California",6,37,402101
3534,51.0,2.8,8.7,9.5,4.8,7.5,17.6,14.6,11.4,6.1,7.7,4.6,4.6,0.2,34.6,67.2,0.0,0.0,19.0,0.0,11.8,2.0,1400000US06059099242,"Census Tract 992.42, Orange County, California",6,59,99242
3026,51.7,5.9,5.5,6.1,7.0,5.8,5.0,13.0,19.8,7.9,9.7,8.8,5.2,0.4,45.8,86.3,0.0,0.9,9.4,1.2,0.0,2.2,1400000US06059099245,"Census Tract 992.45, Orange County, California",6,59,99245
4231,44.4,4.0,4.9,3.4,5.6,3.6,8.0,13.3,15.8,7.8,8.1,12.6,8.2,4.8,50.1,85.3,2.6,0.4,4.1,0.3,4.8,2.5,1400000US06059099309,"Census Tract 993.09, Orange County, California",6,59,99309
4593,49.7,4.8,7.7,4.9,6.8,4.4,10.3,11.8,18.4,6.1,8.0,9.6,6.2,0.8,44.5,88.1,0.8,1.3,6.4,0.0,0.7,2.6,1400000US06059099404,"Census Tract 994.04, Orange County, California",6,59,99404
2436,52.6,3.9,2.5,5.4,3.8,3.2,9.8,12.5,19.9,9.2,8.2,11.6,8.0,2.1,49.4,86.7,0.0,0.0,7.9,1.4,3.2,0.7,1400000US06059099307,"Census Tract 993.07, Orange County, California",6,59,99307
4445,53.5,9.4,6.3,5.9,4.7,2.9,16.3,15.2,15.7,4.8,4.2,7.6,4.4,2.3,37.2,80.8,0.3,0.0,14.9,0.0,1.7,2.3,1400000US06059099408,"Census Tract 994.08, Orange County, California",6,59,99408
5155,44.6,5.6,4.6,6.2,6.5,7.1,16.9,9.9,18.1,6.2,6.4,6.8,4.0,1.5,38.3,81.4,0.8,0.0,11.4,0.0,2.7,3.8,1400000US06059099240,"Census Tract 992.40, Orange County, California",6,59,99240
5218,47.8,6.3,8.2,9.0,9.2,7.0,13.5,16.6,12.3,3.8,2.4,7.1,2.6,1.9,33.5,26.8,0.8,1.0,29.8,0.0,40.2,1.3,1400000US06059099248,"Census Tract 992.48, Orange County, California",6,59,99248
2949,51.6,3.3,9.0,5.3,5.7,4.6,4.7,16.6,16.9,10.6,6.7,8.8,4.2,3.5,45.2,51.2,5.6,3.9,31.8,0.0,3.8,3.7,1400000US06059099250,"Census Tract 992.50, Orange County, California",6,59,99250
2907,51.4,6.6,4.8,8.3,6.3,3.9,2.6,12.7,17.1,8.9,5.8,14.3,5.1,3.6,49.1,83.4,0.0,0.0,12.8,0.4,0.0,3.5,1400000US06059099504,"Census Tract 995.04, Orange County, California",6,59,99504
3281,49.6,4.3,4.0,7.0,8.0,5.1,9.6,16.0,21.3,6.3,3.4,7.3,7.2,0.7,43.1,89.0,0.0,0.0,4.8,1.4,2.0,2.8,1400000US06059099604,"Census Tract 996.04, Orange County, California",6,59,99604
3622,52.0,4.6,7.0,6.7,6.2,4.2,12.6,14.7,14.0,8.2,7.8,8.2,5.0,0.7,41.6,69.6,1.0,0.0,23.2,0.0,4.9,1.3,1400000US06059099605,"Census Tract 996.05, Orange County, California",6,59,99605
5402,48.1,5.1,6.6,10.6,8.8,7.0,12.2,15.9,13.8,5.5,3.2,5.8,3.4,2.1,34.8,37.4,2.1,0.5,44.0,0.4,14.0,1.6,1400000US06059099801,"Census Tract 998.01, Orange County, California",6,59,99801
3315,50.0,3.4,7.8,5.7,7.5,10.2,9.5,15.4,16.5,5.7,5.5,6.0,4.7,2.1,40.3,82.5,0.9,0.0,10.7,0.0,4.2,1.7,1400000US06059110003,"Census Tract 1100.03, Orange County, California",6,59,110003
3161,49.8,3.8,4.0,10.3,8.4,4.8,6.4,10.8,19.3,6.4,3.9,11.7,7.1,3.1,45.5,77.3,0.1,0.4,12.7,0.0,2.2,7.3,1400000US06059110005,"Census Tract 1100.05, Orange County, California",6,59,110005
5136,46.3,3.3,6.1,6.3,9.0,3.1,5.8,12.2,13.0,8.9,8.4,11.4,10.1,2.4,48.3,78.0,0.5,1.1,13.4,0.0,3.3,3.7,1400000US06059110012,"Census Tract 1100.12, Orange County, California",6,59,110012
5936,49.3,5.1,6.7,8.3,10.4,8.5,14.2,11.5,17.4,4.6,3.5,5.7,2.4,1.6,32.3,53.9,3.2,0.7,25.6,5.9,7.3,3.4,1400000US06059110110,"Census Tract 1101.10, Orange County, California",6,59,110110
4579,47.1,5.4,7.7,9.7,11.5,15.7,6.0,10.8,18.2,7.0,4.1,2.3,1.6,0.0,25.1,51.4,24.0,0.8,8.4,0.3,14.4,0.7,1400000US06013355110,"Census Tract 3551.10, Contra Costa County, California",6,13,355110
7004,51.1,7.0,7.1,8.6,11.8,7.2,13.8,15.2,17.7,2.1,3.2,4.4,1.5,0.4,31.5,53.0,22.2,0.0,11.0,4.1,6.6,3.2,1400000US06013355111,"Census Tract 3551.11, Contra Costa County, California",6,13,355111
5342,53.2,1.7,4.7,10.0,7.9,2.2,5.4,8.3,16.7,8.3,16.5,13.6,1.7,2.8,50.7,85.2,1.0,0.0,8.5,0.1,2.0,3.2,1400000US06013355112,"Census Tract 3551.12, Contra Costa County, California",6,13,355112
4637,48.5,2.5,6.1,8.4,10.5,5.2,4.1,12.3,22.1,13.2,7.0,3.6,4.7,0.3,46.0,59.3,7.9,0.0,28.0,0.0,0.0,4.9,1400000US06013355113,"Census Tract 3551.13, Contra Costa County, California",6,13,355113
10752,48.5,8.4,11.4,7.2,8.2,2.8,8.2,21.8,18.1,3.8,5.2,2.9,0.7,1.4,37.2,54.7,2.6,0.0,36.6,0.0,0.5,5.7,1400000US06013355114,"Census Tract 3551.14, Contra Costa County, California",6,13,355114
4501,39.4,12.1,6.6,7.6,8.6,6.0,22.2,21.4,12.1,1.0,0.5,0.9,1.1,0.0,29.9,45.9,10.1,1.0,36.6,0.0,1.7,4.7,1400000US06013355115,"Census Tract 3551.15, Contra Costa County, California",6,13,355115
4722,50.4,12.9,13.3,11.2,4.0,0.4,8.6,32.4,10.3,1.4,1.5,3.7,0.3,0.0,34.8,24.6,2.0,0.0,65.5,0.0,0.8,7.1,1400000US06013355116,"Census Tract 3551.16, Contra Costa County, California",6,13,355116
6839,49.6,12.3,13.6,12.0,4.4,0.7,10.6,29.0,10.5,1.8,1.5,3.3,0.3,0.0,33.0,21.4,0.4,1.0,71.1,2.3,0.5,3.4,1400000US06013355117,"Census Tract 3551.17, Contra Costa County, California",6,13,355117
4826,51.0,3.2,6.7,8.3,8.1,5.6,6.9,9.8,21.3,4.8,9.6,10.4,3.9,1.3,45.8,92.4,0.2,0.0,2.5,0.0,0.5,4.5,1400000US06013355306,"Census Tract 3553.06, Contra Costa County, California",6,13,355306
4760,55.7,9.3,3.6,6.5,4.5,4.5,9.0,11.2,18.2,9.8,8.3,6.6,7.1,1.2,45.7,50.8,12.4,0.0,23.1,0.0,1.3,12.4,1400000US06013359103,"Census Tract 3591.03, Contra Costa County, California",6,13,359103
2027,49.1,11.6,5.5,0.0,4.8,7.3,25.3,8.7,22.6,3.4,5.2,3.3,1.2,1.2,31.9,31.9,14.9,0.0,46.4,3.4,0.5,3.0,1400000US06013359104,"Census Tract 3591.04, Contra Costa County, California",6,13,359104
4572,44.7,4.8,4.9,5.1,15.0,2.2,16.8,13.0,15.6,11.2,5.9,2.8,2.2,0.6,36.2,33.6,11.8,0.2,45.0,0.0,5.0,4.4,1400000US06013359105,"Census Tract 3591.05, Contra Costa County, California",6,13,359105
4957,46.7,4.4,5.0,5.2,9.1,6.5,6.7,13.6,18.6,6.1,9.2,8.9,4.7,2.1,44.7,54.9,12.4,0.0,19.5,0.0,3.8,9.4,1400000US06013360101,"Census Tract 3601.01, Contra Costa County, California",6,13,360101
4415,53.2,4.0,2.3,4.9,4.9,6.9,9.1,11.5,22.0,8.6,8.9,9.4,5.9,1.5,47.0,54.1,11.9,0.0,26.2,0.0,3.6,4.3,1400000US06013360102,"Census Tract 3601.02, Contra Costa County, California",6,13,360102
4757,43.8,7.2,5.3,5.1,2.6,5.5,25.0,16.0,9.7,8.3,5.9,6.4,1.4,1.6,34.9,23.2,34.0,0.5,36.2,0.0,3.3,2.7,1400000US06013365003,"Census Tract 3650.03, Contra Costa County, California",6,13,365003
4840,51.5,8.7,4.1,10.6,8.3,8.1,19.4,14.5,8.7,6.4,5.6,3.2,2.6,0.0,28.2,76.5,5.6,0.6,1.0,0.0,13.6,2.7,1400000US06013368001,"Census Tract 3680.01, Contra Costa County, California",6,13,368001
