Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 451.21, Riverside County, California",1400000US06065045121,1.1,0.0,20.8,15.5,23.0,31.8,7.9,637700,6,65,45121
"Census Tract 451.22, Riverside County, California",1400000US06065045122,0.0,0.0,0.0,17.8,43.5,20.1,18.6,684800,6,65,45122
"Census Tract 451.23, Riverside County, California",1400000US06065045123,1.5,1.5,23.2,16.6,29.3,15.5,12.3,561300,6,65,45123
"Census Tract 25, Merced County, California",1400000US06047002500,0.8,4.6,37.2,20.5,23.8,7.9,5.0,392100,6,47,2500
"Census Tract 26, Merced County, California",1400000US06047002600,0.0,0.0,76.6,13.5,6.2,0.0,3.7,238500,6,47,2600
"Census Tract 1.01, Mono County, California",1400000US06051000101,0.7,3.9,47.5,25.8,15.2,4.8,2.2,293500,6,51,101
"Census Tract 1.02, Mono County, California",1400000US06051000102,7.8,9.2,59.1,23.9,0.0,0.0,0.0,222700,6,51,102
"Census Tract 5.01, Monterey County, California",1400000US06053000501,0.0,0.0,48.4,51.6,0.0,0.0,0.0,303100,6,53,501
"Census Tract 5.02, Monterey County, California",1400000US06053000502,0.0,0.0,71.7,27.1,0.0,1.2,0.0,259500,6,53,502
"Census Tract 7.01, Monterey County, California",1400000US06053000701,0.0,0.0,67.8,32.2,0.0,0.0,0.0,260900,6,53,701
"Census Tract 7.02, Monterey County, California",1400000US06053000702,0.0,0.0,79.4,20.6,0.0,0.0,0.0,273700,6,53,702
"Census Tract 18.01, Monterey County, California",1400000US06053001801,2.1,0.0,38.6,53.2,6.1,0.0,0.0,325900,6,53,1801
"Census Tract 18.02, Monterey County, California",1400000US06053001802,0.0,6.1,36.0,47.1,8.3,0.0,2.5,319500,6,53,1802
"Census Tract 103.06, Monterey County, California",1400000US06053010306,3.6,0.0,14.6,32.1,32.1,4.4,13.1,493800,6,53,10306
"Census Tract 105.05, Monterey County, California",1400000US06053010505,8.8,3.5,45.4,38.9,3.3,0.0,0.0,279000,6,53,10505
"Census Tract 105.06, Monterey County, California",1400000US06053010506,0.0,10.1,41.3,48.6,0.0,0.0,0.0,297800,6,53,10506
"Census Tract 106.07, Monterey County, California",1400000US06053010607,7.5,6.3,53.5,32.7,0.0,0.0,0.0,268000,6,53,10607
"Census Tract 106.08, Monterey County, California",1400000US06053010608,0.0,0.0,29.7,62.4,4.2,0.0,3.6,349300,6,53,10608
"Census Tract 108.04, Monterey County, California",1400000US06053010804,0.0,3.4,66.5,30.0,0.0,0.0,0.0,232000,6,53,10804
"Census Tract 112.03, Monterey County, California",1400000US06053011203,1.5,5.3,61.5,30.3,1.4,0.0,0.0,227100,6,53,11203
"Census Tract 112.04, Monterey County, California",1400000US06053011204,0.0,0.0,63.3,29.9,4.5,0.0,2.3,278000,6,53,11204
"Census Tract 113.03, Monterey County, California",1400000US06053011303,0.0,9.8,26.9,51.4,7.8,2.8,1.2,331200,6,53,11303
"Census Tract 113.04, Monterey County, California",1400000US06053011304,0.0,3.1,75.6,21.3,0.0,0.0,0.0,245700,6,53,11304
"Census Tract 115.02, Monterey County, California",1400000US06053011502,0.0,6.3,0.0,7.7,15.4,22.4,48.3,-666666666,6,53,11502
"Census Tract 116.02, Monterey County, California",1400000US06053011602,0.0,0.0,2.8,1.1,7.6,15.0,73.5,1210900,6,53,11602
"Census Tract 116.04, Monterey County, California",1400000US06053011604,4.5,2.3,8.1,15.5,14.5,10.0,45.1,877700,6,53,11604
"Census Tract 118.01, Monterey County, California",1400000US06053011801,0.0,0.0,0.0,8.2,11.0,42.9,37.9,929800,6,53,11801
"Census Tract 5361.03, Los Angeles County, California",1400000US06037536103,0.0,0.0,17.5,75.3,7.3,0.0,0.0,382500,6,37,536103
"Census Tract 5361.04, Los Angeles County, California",1400000US06037536104,5.1,4.6,10.9,69.4,10.0,0.0,0.0,360600,6,37,536104
"Census Tract 5421.03, Los Angeles County, California",1400000US06037542103,5.7,0.0,49.3,45.0,0.0,0.0,0.0,288000,6,37,542103
"Census Tract 5421.04, Los Angeles County, California",1400000US06037542104,2.5,1.6,48.1,46.7,0.0,0.0,1.1,296400,6,37,542104
"Census Tract 5421.05, Los Angeles County, California",1400000US06037542105,1.8,0.0,66.8,22.9,0.0,0.0,8.5,266100,6,37,542105
"Census Tract 5421.06, Los Angeles County, California",1400000US06037542106,0.0,0.0,33.1,61.2,5.7,0.0,0.0,333200,6,37,542106
"Census Tract 5433.06, Los Angeles County, California",1400000US06037543306,0.0,2.4,14.8,52.4,30.5,0.0,0.0,431300,6,37,543306
"Census Tract 5439.05, Los Angeles County, California",1400000US06037543905,1.8,0.0,45.9,45.2,5.9,0.0,1.3,307100,6,37,543905
"Census Tract 5440.01, Los Angeles County, California",1400000US06037544001,4.8,0.0,12.2,81.7,1.2,0.0,0.0,394100,6,37,544001
"Census Tract 5440.02, Los Angeles County, California",1400000US06037544002,1.1,1.1,12.4,80.2,3.5,1.1,0.7,401700,6,37,544002
"Census Tract 5502.01, Los Angeles County, California",1400000US06037550201,3.4,0.0,12.5,81.1,3.0,0.0,0.0,411100,6,37,550201
"Census Tract 5502.02, Los Angeles County, California",1400000US06037550202,1.1,1.2,15.2,82.5,0.0,0.0,0.0,371600,6,37,550202
"Census Tract 5506.01, Los Angeles County, California",1400000US06037550601,0.9,0.0,3.9,52.1,40.3,0.0,2.8,477300,6,37,550601
"Census Tract 5506.02, Los Angeles County, California",1400000US06037550602,0.0,0.8,3.7,32.1,52.1,8.5,2.8,564200,6,37,550602
"Census Tract 5509.01, Los Angeles County, California",1400000US06037550901,0.0,0.0,0.0,31.3,66.5,2.2,0.0,570400,6,37,550901
"Census Tract 5509.02, Los Angeles County, California",1400000US06037550902,0.0,2.0,2.3,21.3,53.6,12.4,8.4,613600,6,37,550902
"Census Tract 5511.01, Los Angeles County, California",1400000US06037551101,7.6,2.4,15.2,63.5,5.2,2.4,3.8,403000,6,37,551101
"Census Tract 5511.02, Los Angeles County, California",1400000US06037551102,0.0,0.0,22.7,30.3,47.1,0.0,0.0,488700,6,37,551102
"Census Tract 5514.01, Los Angeles County, California",1400000US06037551401,0.0,2.5,6.8,45.5,45.2,0.0,0.0,485400,6,37,551401
"Census Tract 125.02, Monterey County, California",1400000US06053012502,0.0,3.8,0.0,11.3,58.8,19.3,6.8,648500,6,53,12502
"Census Tract 5543.02, Los Angeles County, California",1400000US06037554302,2.6,2.2,6.4,86.2,0.0,2.6,0.0,368800,6,37,554302
"Census Tract 5544.05, Los Angeles County, California",1400000US06037554405,5.5,0.0,9.6,43.2,10.3,31.5,0.0,471400,6,37,554405
"Census Tract 118.02, Monterey County, California",1400000US06053011802,0.0,0.0,0.0,4.9,8.2,13.0,73.9,1562500,6,53,11802
"Census Tract 141.04, Monterey County, California",1400000US06053014104,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,53,14104
"Census Tract 141.05, Monterey County, California",1400000US06053014105,0.0,0.0,10.8,5.9,83.3,0.0,0.0,600000,6,53,14105
"Census Tract 141.07, Monterey County, California",1400000US06053014107,0.0,0.0,0.0,3.7,48.6,47.8,0.0,738400,6,53,14107
"Census Tract 142.01, Monterey County, California",1400000US06053014201,1.2,1.7,1.5,73.4,19.4,2.9,0.0,435500,6,53,14201
"Census Tract 142.02, Monterey County, California",1400000US06053014202,10.2,0.0,15.7,46.6,27.5,0.0,0.0,380300,6,53,14202
"Census Tract 145, Monterey County, California",1400000US06053014500,0.0,0.0,4.4,51.0,44.6,0.0,0.0,484000,6,53,14500
"Census Tract 146.01, Monterey County, California",1400000US06053014601,4.2,0.0,11.1,42.4,42.2,0.0,0.0,464100,6,53,14601
"Census Tract 147, Monterey County, California",1400000US06053014700,1.0,0.0,16.5,49.4,33.1,0.0,0.0,410900,6,53,14700
"Census Tract 148, Monterey County, California",1400000US06053014800,2.4,0.6,30.7,41.4,15.7,6.0,3.2,342400,6,53,14800
"Census Tract 9800, Monterey County, California",1400000US06053980000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-666666666,6,53,980000
"Census Tract 9900, Monterey County, California",1400000US06053990000,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,53,990000
"Census Tract 2003.01, Napa County, California",1400000US06055200301,0.0,0.0,14.3,44.8,38.0,2.9,0.0,464700,6,55,200301
"Census Tract 2003.02, Napa County, California",1400000US06055200302,2.0,0.0,9.0,26.6,42.0,18.5,2.0,574300,6,55,200302
"Census Tract 2005.04, Napa County, California",1400000US06055200504,0.0,0.0,13.4,45.0,41.6,0.0,0.0,472100,6,55,200504
"Census Tract 2005.05, Napa County, California",1400000US06055200505,0.0,0.0,0.0,63.9,36.1,0.0,0.0,470000,6,55,200505
"Census Tract 2006.01, Napa County, California",1400000US06055200601,3.6,0.8,2.8,40.2,42.9,9.8,0.0,515200,6,55,200601
"Census Tract 2006.02, Napa County, California",1400000US06055200602,0.0,0.0,2.4,13.1,57.9,25.3,1.4,649300,6,55,200602
"Census Tract 2007.04, Napa County, California",1400000US06055200704,2.8,0.0,9.5,52.9,29.2,3.2,2.3,446600,6,55,200704
"Census Tract 2007.05, Napa County, California",1400000US06055200705,0.0,5.0,2.6,24.4,47.1,14.1,6.8,595300,6,55,200705
"Census Tract 2007.06, Napa County, California",1400000US06055200706,0.9,0.0,2.4,23.5,62.0,9.9,1.3,593600,6,55,200706
"Census Tract 2007.07, Napa County, California",1400000US06055200707,4.7,0.0,0.0,30.0,59.9,3.7,1.8,564100,6,55,200707
"Census Tract 2008.03, Napa County, California",1400000US06055200803,2.6,1.8,2.9,15.4,37.6,28.8,11.0,682000,6,55,200803
"Census Tract 2008.04, Napa County, California",1400000US06055200804,2.2,0.0,27.5,59.7,10.5,0.0,0.0,366300,6,55,200804
"Census Tract 2010.03, Napa County, California",1400000US06055201003,2.9,0.0,5.6,26.0,42.6,7.7,15.1,590500,6,55,201003
"Census Tract 2010.04, Napa County, California",1400000US06055201004,4.9,7.0,17.2,31.1,38.9,0.9,0.0,440300,6,55,201004
"Census Tract 2010.05, Napa County, California",1400000US06055201005,0.0,0.0,19.6,41.7,27.4,11.3,0.0,447100,6,55,201005
"Census Tract 2010.06, Napa County, California",1400000US06055201006,2.7,0.0,20.2,49.2,27.9,0.0,0.0,424200,6,55,201006
"Census Tract 2010.07, Napa County, California",1400000US06055201007,1.8,0.0,19.6,63.4,15.1,0.0,0.0,387200,6,55,201007
"Census Tract 2011.01, Napa County, California",1400000US06055201101,1.3,0.0,0.0,11.0,41.8,30.4,15.4,725200,6,55,201101
"Census Tract 2011.02, Napa County, California",1400000US06055201102,2.7,0.0,1.5,4.0,28.7,19.5,43.6,918000,6,55,201102
"Census Tract 2014.01, Napa County, California",1400000US06055201401,2.1,0.0,2.1,16.7,10.6,17.4,51.1,1016000,6,55,201401
"Census Tract 2014.02, Napa County, California",1400000US06055201402,0.0,0.0,4.0,4.8,25.2,10.0,56.0,1061800,6,55,201402
"Census Tract 2014.03, Napa County, California",1400000US06055201403,4.0,0.0,12.7,9.3,45.3,9.3,19.3,632400,6,55,201403
"Census Tract 2016.01, Napa County, California",1400000US06055201601,0.0,0.0,2.9,7.3,25.3,31.8,32.7,863800,6,55,201601
"Census Tract 2016.02, Napa County, California",1400000US06055201602,2.5,0.0,4.1,1.5,15.8,28.2,47.9,981200,6,55,201602
"Census Tract 5544.06, Los Angeles County, California",1400000US06037554406,2.2,0.0,12.1,46.7,36.9,1.0,1.2,450400,6,37,554406
"Census Tract 5704.03, Los Angeles County, California",1400000US06037570403,3.5,6.1,31.7,58.8,0.0,0.0,0.0,333200,6,37,570403
"Census Tract 5704.04, Los Angeles County, California",1400000US06037570404,2.9,0.0,23.6,59.2,11.9,0.0,2.4,355700,6,37,570404
"Census Tract 5715.03, Los Angeles County, California",1400000US06037571503,0.0,0.0,7.3,66.2,23.5,2.9,0.0,441300,6,37,571503
"Census Tract 5715.04, Los Angeles County, California",1400000US06037571504,1.5,0.0,6.2,35.6,51.5,3.7,1.5,532500,6,37,571504
"Census Tract 742, Orange County, California",1400000US06059074200,0.6,0.0,19.8,60.1,18.5,1.0,0.0,391900,6,59,74200
"Census Tract 744.08, Orange County, California",1400000US06059074408,15.3,0.0,46.4,33.2,5.1,0.0,0.0,271400,6,59,74408
"Census Tract 748.05, Orange County, California",1400000US06059074805,0.0,0.0,27.5,60.1,12.4,0.0,0.0,408700,6,59,74805
"Census Tract 749.01, Orange County, California",1400000US06059074901,0.0,0.0,18.2,58.1,23.8,0.0,0.0,390100,6,59,74901
"Census Tract 750.04, Orange County, California",1400000US06059075004,0.0,0.0,50.0,50.0,0.0,0.0,0.0,275000,6,59,75004
"Census Tract 755.04, Orange County, California",1400000US06059075504,1.2,0.0,7.4,16.8,44.5,26.2,3.9,638000,6,59,75504
"Census Tract 755.06, Orange County, California",1400000US06059075506,1.6,0.0,4.4,21.9,56.9,13.6,1.6,597000,6,59,75506
"Census Tract 755.13, Orange County, California",1400000US06059075513,1.7,0.0,19.1,44.8,33.0,1.5,0.0,399600,6,59,75513
"Census Tract 999.02, Orange County, California",1400000US06059099902,2.3,0.0,4.4,21.3,57.0,13.9,1.2,596700,6,59,99902
"Census Tract 999.03, Orange County, California",1400000US06059099903,0.0,0.0,1.6,32.8,60.8,4.8,0.0,564000,6,59,99903
"Census Tract 1100.01, Orange County, California",1400000US06059110001,2.2,0.0,2.3,26.9,64.3,3.4,1.0,572500,6,59,110001
"Census Tract 1101.02, Orange County, California",1400000US06059110102,1.4,0.6,2.3,26.6,54.3,14.4,0.4,587700,6,59,110102
"Census Tract 1101.09, Orange County, California",1400000US06059110109,3.4,0.0,2.8,21.9,61.6,10.3,0.0,588700,6,59,110109
"Census Tract 1101.14, Orange County, California",1400000US06059110114,0.0,1.3,0.0,26.3,70.5,1.0,1.0,579400,6,59,110114
"Census Tract 1104.02, Orange County, California",1400000US06059110402,5.1,1.8,0.0,56.3,35.1,1.6,0.0,466100,6,59,110402
"Census Tract 1105, Orange County, California",1400000US06059110500,0.0,0.0,14.4,74.8,10.8,0.0,0.0,426300,6,59,110500
"Census Tract 423.31, Orange County, California",1400000US06059042331,1.5,0.0,0.0,9.5,34.2,28.7,26.1,792200,6,59,42331
"Census Tract 423.33, Orange County, California",1400000US06059042333,2.5,1.3,3.5,3.0,8.3,14.0,67.3,1200900,6,59,42333
"Census Tract 524.04, Orange County, California",1400000US06059052404,0.0,0.0,5.2,0.0,9.4,85.4,0.0,853700,6,59,52404
"Census Tract 524.15, Orange County, California",1400000US06059052415,0.0,0.0,0.0,2.8,60.8,34.6,1.9,694200,6,59,52415
"Census Tract 524.18, Orange County, California",1400000US06059052418,0.0,0.0,0.0,9.7,33.3,31.4,25.6,806000,6,59,52418
"Census Tract 524.19, Orange County, California",1400000US06059052419,2.8,0.0,0.0,9.6,15.2,46.3,26.1,871000,6,59,52419
"Census Tract 524.21, Orange County, California",1400000US06059052421,0.0,0.0,10.3,12.2,15.9,44.7,17.0,815400,6,59,52421
"Census Tract 524.25, Orange County, California",1400000US06059052425,1.5,0.0,7.9,39.7,43.5,7.5,0.0,505700,6,59,52425
"Census Tract 525.06, Orange County, California",1400000US06059052506,4.7,0.0,1.4,2.9,33.0,49.9,8.1,790300,6,59,52506
"Census Tract 525.24, Orange County, California",1400000US06059052524,1.5,0.0,1.8,14.5,53.6,19.7,8.9,650000,6,59,52524
"Census Tract 626.14, Orange County, California",1400000US06059062614,4.2,0.0,11.5,39.4,37.5,7.5,0.0,469500,6,59,62614
"Census Tract 626.25, Orange County, California",1400000US06059062625,1.2,0.0,38.3,38.1,21.2,1.2,0.0,339800,6,59,62625
"Census Tract 626.35, Orange County, California",1400000US06059062635,1.5,0.0,4.0,37.5,27.6,26.3,3.1,562900,6,59,62635
"Census Tract 421.12, Orange County, California",1400000US06059042112,0.0,0.0,0.0,4.0,20.0,43.9,32.1,898300,6,59,42112
"Census Tract 422.05, Orange County, California",1400000US06059042205,3.0,0.0,0.6,7.3,47.6,25.3,16.2,705300,6,59,42205
"Census Tract 423.07, Orange County, California",1400000US06059042307,0.0,0.0,4.8,7.0,64.8,22.5,0.8,647300,6,59,42307
"Census Tract 423.23, Orange County, California",1400000US06059042323,1.6,0.0,0.0,11.3,13.4,13.8,59.9,1274100,6,59,42323
"Census Tract 423.28, Orange County, California",1400000US06059042328,1.5,0.0,0.0,0.5,2.1,7.9,88.0,1545800,6,59,42328
"Census Tract 423.39, Orange County, California",1400000US06059042339,3.2,0.0,1.1,10.6,41.3,34.4,9.4,712800,6,59,42339
"Census Tract 626.33, Orange County, California",1400000US06059062633,0.0,0.0,1.8,7.9,26.1,37.5,26.7,844700,6,59,62633
"Census Tract 626.36, Orange County, California",1400000US06059062636,4.2,0.0,0.0,41.2,54.6,0.0,0.0,521000,6,59,62636
"Census Tract 3.01, San Bernardino County, California",1400000US06071000301,19.8,0.0,32.4,47.8,0.0,0.0,0.0,283000,6,71,301
"Census Tract 25.02, San Bernardino County, California",1400000US06071002502,1.6,0.0,65.4,31.2,1.2,0.0,0.5,268800,6,71,2502
"Census Tract 42.01, San Bernardino County, California",1400000US06071004201,2.5,4.4,90.3,2.8,0.0,0.0,0.0,193400,6,71,4201
"Census Tract 62.01, San Bernardino County, California",1400000US06071006201,0.0,0.0,88.6,11.4,0.0,0.0,0.0,226600,6,71,6201
"Census Tract 74.07, San Bernardino County, California",1400000US06071007407,0.0,8.5,87.6,3.9,0.0,0.0,0.0,210200,6,71,7407
"Census Tract 104.15, San Bernardino County, California",1400000US06071010415,0.0,25.6,60.0,11.8,2.7,0.0,0.0,122600,6,71,10415
"Census Tract 119, San Bernardino County, California",1400000US06071011900,15.5,9.7,67.3,1.8,1.8,3.8,0.0,140500,6,71,11900
"Census Tract 5510, Los Angeles County, California",1400000US06037551000,4.6,0.0,6.0,22.2,51.0,11.8,4.4,584100,6,37,551000
"Census Tract 6031.02, Los Angeles County, California",1400000US06037603102,0.0,0.0,20.5,63.2,14.7,0.0,1.6,364400,6,37,603102
"Census Tract 6033.01, Los Angeles County, California",1400000US06037603301,3.1,0.0,35.4,27.9,27.9,5.7,0.0,412800,6,37,603301
"Census Tract 6033.02, Los Angeles County, California",1400000US06037603302,5.0,3.2,7.1,74.7,7.1,0.0,2.9,368600,6,37,603302
"Census Tract 6037.02, Los Angeles County, California",1400000US06037603702,0.0,0.0,6.5,38.2,54.4,0.8,0.0,523900,6,37,603702
"Census Tract 6201.02, Los Angeles County, California",1400000US06037620102,2.3,0.0,4.9,2.3,14.1,36.3,40.1,931500,6,37,620102
"Census Tract 6205.21, Los Angeles County, California",1400000US06037620521,1.6,0.0,0.0,1.4,44.4,41.8,10.7,765200,6,37,620521
"Census Tract 6206.02, Los Angeles County, California",1400000US06037620602,0.0,0.0,0.0,8.0,46.5,35.5,10.1,725900,6,37,620602
"Census Tract 6507.01, Los Angeles County, California",1400000US06037650701,0.0,0.0,0.9,10.6,43.9,38.2,6.4,719300,6,37,650701
"Census Tract 6513.02, Los Angeles County, California",1400000US06037651302,1.1,0.0,1.0,5.2,7.0,28.4,57.3,1055100,6,37,651302
"Census Tract 6700.02, Los Angeles County, California",1400000US06037670002,0.0,0.0,0.0,26.8,63.2,8.7,1.4,592000,6,37,670002
"Census Tract 6702.02, Los Angeles County, California",1400000US06037670202,0.6,0.0,1.6,0.0,0.8,25.1,71.9,1214100,6,37,670202
"Census Tract 8001.01, Los Angeles County, California",1400000US06037800101,0.0,0.0,4.5,0.7,16.7,37.4,40.7,938100,6,37,800101
"Census Tract 9201.11, Los Angeles County, California",1400000US06037920111,1.0,0.0,2.0,73.9,23.1,0.0,0.0,437700,6,37,920111
"Census Tract 5310, Los Angeles County, California",1400000US06037531000,0.0,0.0,9.9,77.8,10.2,0.0,2.2,375100,6,37,531000
"Census Tract 5300.04, Los Angeles County, California",1400000US06037530004,0.0,0.9,10.5,40.6,38.2,0.0,9.9,493100,6,37,530004
"Census Tract 5303.01, Los Angeles County, California",1400000US06037530301,0.0,0.0,25.2,71.1,3.7,0.0,0.0,349300,6,37,530301
"Census Tract 5309.01, Los Angeles County, California",1400000US06037530901,3.9,0.0,33.8,51.7,10.6,0.0,0.0,340500,6,37,530901
"Census Tract 5320.01, Los Angeles County, California",1400000US06037532001,0.0,0.0,4.9,74.2,20.9,0.0,0.0,394000,6,37,532001
"Census Tract 5325, Los Angeles County, California",1400000US06037532500,3.5,0.0,44.6,44.6,5.3,0.0,2.1,304600,6,37,532500
"Census Tract 5334.03, Los Angeles County, California",1400000US06037533403,0.0,0.0,27.8,56.5,15.7,0.0,0.0,355800,6,37,533403
"Census Tract 5335.01, Los Angeles County, California",1400000US06037533501,4.9,0.0,8.5,62.0,24.6,0.0,0.0,378800,6,37,533501
"Census Tract 5336.01, Los Angeles County, California",1400000US06037533601,8.5,0.0,38.4,31.1,22.0,0.0,0.0,320000,6,37,533601
"Census Tract 5348.03, Los Angeles County, California",1400000US06037534803,0.0,0.0,25.6,69.5,4.9,0.0,0.0,343700,6,37,534803
"Census Tract 5356.03, Los Angeles County, California",1400000US06037535603,0.0,0.0,20.6,64.3,10.9,4.2,0.0,356500,6,37,535603
"Census Tract 5359.02, Los Angeles County, California",1400000US06037535902,1.2,0.0,15.1,80.8,2.8,0.0,0.0,360400,6,37,535902
"Census Tract 5401.02, Los Angeles County, California",1400000US06037540102,1.0,1.0,24.3,69.5,1.9,2.2,0.0,350300,6,37,540102
"Census Tract 5405.02, Los Angeles County, California",1400000US06037540502,0.0,15.7,34.0,50.3,0.0,0.0,0.0,300500,6,37,540502
"Census Tract 5408, Los Angeles County, California",1400000US06037540800,3.2,6.4,37.3,53.1,0.0,0.0,0.0,307300,6,37,540800
"Census Tract 5413, Los Angeles County, California",1400000US06037541300,2.5,0.0,40.3,53.8,1.5,0.0,1.9,317300,6,37,541300
"Census Tract 5414, Los Angeles County, California",1400000US06037541400,3.5,0.0,68.8,27.7,0.0,0.0,0.0,262200,6,37,541400
"Census Tract 5081.01, Santa Clara County, California",1400000US06085508101,1.6,6.9,2.0,3.4,1.9,20.6,63.5,1136400,6,85,508101
"Census Tract 5092.02, Santa Clara County, California",1400000US06085509202,0.0,3.0,0.0,1.1,10.3,36.9,48.7,991300,6,85,509202
"Census Tract 5093.04, Santa Clara County, California",1400000US06085509304,3.5,0.0,0.0,7.2,33.9,29.9,25.6,795400,6,85,509304
"Census Tract 5094.01, Santa Clara County, California",1400000US06085509401,3.5,0.0,8.2,6.6,23.0,10.1,48.6,966300,6,85,509401
"Census Tract 5098.01, Santa Clara County, California",1400000US06085509801,2.0,0.0,0.0,4.8,2.8,5.7,84.8,1503100,6,85,509801
"Census Tract 5123.07, Santa Clara County, California",1400000US06085512307,0.0,0.0,6.0,11.8,27.6,43.2,11.3,776000,6,85,512307
"Census Tract 5032.04, Santa Clara County, California",1400000US06085503204,1.4,0.0,10.1,69.2,15.8,3.5,0.0,406000,6,85,503204
"Census Tract 5032.10, Santa Clara County, California",1400000US06085503210,0.9,0.0,0.0,33.7,60.3,5.0,0.0,563700,6,85,503210
"Census Tract 5034.01, Santa Clara County, California",1400000US06085503401,0.0,0.0,1.5,50.2,46.8,1.5,0.0,495000,6,85,503401
"Census Tract 5035.07, Santa Clara County, California",1400000US06085503507,4.3,0.0,0.0,39.5,54.3,0.0,1.9,528500,6,85,503507
"Census Tract 5120.19, Santa Clara County, California",1400000US06085512019,1.0,0.0,2.5,9.9,45.0,36.6,5.0,703100,6,85,512019
"Census Tract 5120.20, Santa Clara County, California",1400000US06085512020,0.0,0.0,0.0,8.2,84.3,7.5,0.0,624000,6,85,512020
"Census Tract 93.11, Sacramento County, California",1400000US06067009311,3.2,0.0,56.8,38.1,1.9,0.0,0.0,275300,6,67,9311
"Census Tract 477.01, San Francisco County, California",1400000US06075047701,0.0,3.8,6.8,0.0,12.7,16.8,59.9,1100300,6,75,47701
"Census Tract 477.02, San Francisco County, California",1400000US06075047702,0.0,4.8,0.0,4.2,20.1,13.8,57.1,1051500,6,75,47702
"Census Tract 605.02, San Francisco County, California",1400000US06075060502,0.0,0.0,0.0,14.3,61.9,19.0,4.8,644200,6,75,60502
"Census Tract 607, San Francisco County, California",1400000US06075060700,3.2,0.0,12.4,9.2,17.2,32.9,25.2,811500,6,75,60700
"Census Tract 479.02, San Francisco County, California",1400000US06075047902,0.0,0.0,0.0,0.0,8.4,28.3,63.4,1112600,6,75,47902
"Census Tract 604, San Francisco County, California",1400000US06075060400,0.0,0.0,3.8,0.0,39.7,33.6,22.9,798300,6,75,60400
"Census Tract 109, San Francisco County, California",1400000US06075010900,0.0,0.0,0.0,0.0,24.8,17.8,57.3,1164300,6,75,10900
"Census Tract 118, San Francisco County, California",1400000US06075011800,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,75,11800
"Census Tract 121, San Francisco County, California",1400000US06075012100,0.0,0.0,0.0,33.7,17.3,30.6,18.4,735300,6,75,12100
"Census Tract 128, San Francisco County, California",1400000US06075012800,6.1,0.0,2.2,3.3,12.9,10.0,65.4,1431600,6,75,12800
"Census Tract 155, San Francisco County, California",1400000US06075015500,5.6,0.0,0.0,14.8,51.5,17.9,10.2,643600,6,75,15500
"Census Tract 161, San Francisco County, California",1400000US06075016100,0.0,0.0,0.0,11.0,56.9,32.1,0.0,671400,6,75,16100
"Census Tract 163, San Francisco County, California",1400000US06075016300,0.3,0.0,0.0,13.5,25.1,9.2,51.9,1017300,6,75,16300
"Census Tract 176.01, San Francisco County, California",1400000US06075017601,0.0,0.0,10.7,14.8,27.2,47.3,0.0,725500,6,75,17601
"Census Tract 201, San Francisco County, California",1400000US06075020100,0.0,0.0,2.3,19.7,31.7,18.4,28.0,721200,6,75,20100
"Census Tract 206, San Francisco County, California",1400000US06075020600,1.6,0.0,0.0,3.7,3.4,12.9,78.4,1531100,6,75,20600
"Census Tract 209, San Francisco County, California",1400000US06075020900,0.0,0.0,6.5,0.0,18.1,37.5,37.9,919500,6,75,20900
"Census Tract 218, San Francisco County, California",1400000US06075021800,0.0,0.0,1.5,1.5,2.8,32.4,61.8,1107000,6,75,21800
"Census Tract 226, San Francisco County, California",1400000US06075022600,1.7,0.0,1.5,0.0,8.5,43.8,44.6,969200,6,75,22600
"Census Tract 231.02, San Francisco County, California",1400000US06075023102,2.7,0.0,3.9,39.2,33.5,11.9,8.9,532100,6,75,23102
"Census Tract 251, San Francisco County, California",1400000US06075025100,0.0,0.0,0.0,4.8,14.5,20.3,60.4,1133600,6,75,25100
"Census Tract 170, San Francisco County, California",1400000US06075017000,0.0,0.0,1.7,0.0,21.2,14.2,62.9,1197600,6,75,17000
"Census Tract 180, San Francisco County, California",1400000US06075018000,1.8,0.0,0.9,1.8,10.2,59.5,25.9,898700,6,75,18000
"Census Tract 215, San Francisco County, California",1400000US06075021500,0.0,0.0,0.0,7.1,11.5,28.1,53.3,1122900,6,75,21500
"Census Tract 45, Kern County, California",1400000US06029004500,0.0,20.9,76.2,2.9,0.0,0.0,0.0,129500,6,29,4500
"Census Tract 38.08, Kern County, California",1400000US06029003808,0.0,1.4,89.0,4.6,3.9,1.0,0.0,227500,6,29,3808
"Census Tract 38.10, Kern County, California",1400000US06029003810,3.7,1.1,7.6,58.5,26.9,2.3,0.0,441300,6,29,3810
"Census Tract 43.02, Kern County, California",1400000US06029004302,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,29,4302
