Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 76, Fresno County, California",1400000US06019007600,1.0,7.1,57.7,13.3,7.7,4.1,9.2,264800,6,19,7600
"Census Tract 80, Fresno County, California",1400000US06019008000,1.1,6.9,76.3,13.7,2.0,0.0,0.0,165800,6,19,8000
"Census Tract 84.01, Fresno County, California",1400000US06019008401,2.8,13.5,83.7,0.0,0.0,0.0,0.0,157000,6,19,8401
"Census Tract 44.06, Fresno County, California",1400000US06019004406,11.6,3.0,73.3,8.2,4.0,0.0,0.0,211500,6,19,4406
"Census Tract 47.01, Fresno County, California",1400000US06019004701,12.6,11.7,67.9,4.6,3.2,0.0,0.0,159800,6,19,4701
"Census Tract 52.02, Fresno County, California",1400000US06019005202,0.0,14.7,83.9,1.4,0.0,0.0,0.0,139000,6,19,5202
"Census Tract 53.04, Fresno County, California",1400000US06019005304,7.9,9.2,78.3,4.6,0.0,0.0,0.0,191000,6,19,5304
"Census Tract 758.05, Orange County, California",1400000US06059075805,0.0,1.4,4.7,29.8,48.4,11.7,4.1,573300,6,59,75805
"Census Tract 758.06, Orange County, California",1400000US06059075806,0.0,1.0,7.1,8.3,69.0,14.6,0.0,621800,6,59,75806
"Census Tract 758.07, Orange County, California",1400000US06059075807,0.0,0.0,5.1,13.9,57.0,18.0,5.9,635600,6,59,75807
"Census Tract 1011, Santa Cruz County, California",1400000US06087101100,0.0,0.0,0.0,4.7,33.2,26.4,35.6,864000,6,87,101100
"Census Tract 1203.02, Santa Cruz County, California",1400000US06087120302,2.6,0.0,5.6,28.4,35.9,20.8,6.7,593200,6,87,120302
"Census Tract 1205, Santa Cruz County, California",1400000US06087120500,0.7,0.0,4.1,31.8,13.7,26.8,22.9,744500,6,87,120500
"Census Tract 1222.02, Santa Cruz County, California",1400000US06087122202,2.1,0.0,2.7,10.0,21.4,36.4,27.5,845000,6,87,122202
"Census Tract 1223, Santa Cruz County, California",1400000US06087122300,0.0,0.0,0.0,8.6,27.6,37.5,26.4,842500,6,87,122300
"Census Tract 1002, Santa Cruz County, California",1400000US06087100200,2.4,0.0,0.0,25.0,43.8,25.4,3.4,629100,6,87,100200
"Census Tract 2129, Los Angeles County, California",1400000US06037212900,0.0,17.9,0.0,0.0,40.2,14.5,27.4,699500,6,37,212900
"Census Tract 201.05, Placer County, California",1400000US06061020105,0.0,0.0,0.0,24.5,50.5,16.0,9.0,626200,6,61,20105
"Census Tract 202, Placer County, California",1400000US06061020200,1.5,3.3,40.0,40.3,6.4,7.7,0.8,317400,6,61,20200
"Census Tract 206.01, Placer County, California",1400000US06061020601,1.1,0.0,3.5,23.5,41.2,17.7,12.9,632400,6,61,20601
"Census Tract 206.05, Placer County, California",1400000US06061020605,0.0,0.0,2.1,17.5,43.5,21.2,15.7,674600,6,61,20605
"Census Tract 995.06, Orange County, California",1400000US06059099506,0.0,0.0,0.0,0.0,3.8,17.6,78.6,1590300,6,59,99506
"Census Tract 524.28, Orange County, California",1400000US06059052428,1.8,0.0,4.5,38.1,27.9,22.7,5.0,550200,6,59,52428
"Census Tract 525.14, Orange County, California",1400000US06059052514,0.0,0.0,0.0,27.8,42.9,16.0,13.4,629600,6,59,52514
"Census Tract 993.06, Orange County, California",1400000US06059099306,0.0,0.0,0.0,5.8,36.3,49.0,9.0,790400,6,59,99306
"Census Tract 994.02, Orange County, California",1400000US06059099402,29.4,7.5,7.5,25.7,25.1,4.8,0.0,321900,6,59,99402
"Census Tract 994.07, Orange County, California",1400000US06059099407,5.0,1.5,0.0,0.9,54.0,33.3,5.4,697500,6,59,99407
"Census Tract 996.02, Orange County, California",1400000US06059099602,1.5,3.9,2.1,20.4,72.1,0.0,0.0,576600,6,59,99602
"Census Tract 997.01, Orange County, California",1400000US06059099701,0.0,2.9,0.0,35.2,61.9,0.0,0.0,548100,6,59,99701
"Census Tract 998.03, Orange County, California",1400000US06059099803,2.3,0.0,9.2,36.4,48.2,3.9,0.0,511100,6,59,99803
"Census Tract 999.06, Orange County, California",1400000US06059099906,0.7,2.6,0.7,19.0,64.2,12.9,0.0,605600,6,59,99906
"Census Tract 1100.04, Orange County, California",1400000US06059110004,1.6,0.0,2.2,30.0,60.2,5.2,0.8,567200,6,59,110004
"Census Tract 1100.08, Orange County, California",1400000US06059110008,0.0,0.0,7.0,25.1,10.3,35.8,21.8,803000,6,59,110008
"Census Tract 1100.11, Orange County, California",1400000US06059110011,4.8,0.0,0.0,38.6,43.1,12.0,1.3,537800,6,59,110011
"Census Tract 1101.17, Orange County, California",1400000US06059110117,5.9,1.1,3.1,28.0,47.1,12.9,1.8,562800,6,59,110117
"Census Tract 1101.18, Orange County, California",1400000US06059110118,0.0,0.9,0.0,0.0,5.1,75.3,18.6,895800,6,59,110118
"Census Tract 1102.02, Orange County, California",1400000US06059110202,0.0,2.3,0.0,40.6,31.8,25.3,0.0,556300,6,59,110202
"Census Tract 1103.01, Orange County, California",1400000US06059110301,1.7,0.0,0.0,58.9,30.7,6.8,1.9,470800,6,59,110301
"Census Tract 1103.03, Orange County, California",1400000US06059110303,0.8,0.0,3.6,47.9,47.8,0.0,0.0,492500,6,59,110303
"Census Tract 1104.01, Orange County, California",1400000US06059110401,1.0,0.0,4.5,58.3,36.2,0.0,0.0,468200,6,59,110401
"Census Tract 1100.15, Orange County, California",1400000US06059110015,1.1,0.9,0.0,3.9,35.4,50.5,8.2,793000,6,59,110015
"Census Tract 995.12, Orange County, California",1400000US06059099512,3.0,0.0,0.7,3.0,3.0,21.7,68.5,1125000,6,59,99512
"Census Tract 999.05, Orange County, California",1400000US06059099905,0.0,4.3,6.5,27.2,48.9,13.0,0.0,560900,6,59,99905
"Census Tract 1100.06, Orange County, California",1400000US06059110006,0.0,0.0,0.0,0.0,8.2,52.0,39.8,950900,6,59,110006
"Census Tract 1100.14, Orange County, California",1400000US06059110014,0.0,0.0,23.5,51.5,9.1,0.0,15.9,371400,6,59,110014
"Census Tract 1101.04, Orange County, California",1400000US06059110104,1.3,0.8,0.0,25.6,51.1,21.2,0.0,608800,6,59,110104
"Census Tract 1103.04, Orange County, California",1400000US06059110304,0.0,0.0,0.0,44.9,48.2,6.9,0.0,526500,6,59,110304
"Census Tract 1106.07, Orange County, California",1400000US06059110607,0.0,0.0,5.1,59.5,35.5,0.0,0.0,460500,6,59,110607
"Census Tract 994.05, Orange County, California",1400000US06059099405,6.7,3.4,0.0,7.4,62.3,18.5,1.8,630500,6,59,99405
"Census Tract 994.06, Orange County, California",1400000US06059099406,0.0,3.1,1.5,1.9,45.5,47.8,0.2,738900,6,59,99406
"Census Tract 994.12, Orange County, California",1400000US06059099412,0.0,1.2,9.7,1.6,51.8,32.9,2.8,681000,6,59,99412
"Census Tract 995.02, Orange County, California",1400000US06059099502,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,59,99502
"Census Tract 995.09, Orange County, California",1400000US06059099509,5.8,12.6,35.9,36.3,4.9,4.5,0.0,268300,6,59,99509
"Census Tract 995.14, Orange County, California",1400000US06059099514,0.0,1.8,1.0,0.0,20.1,25.0,52.2,1032700,6,59,99514
"Census Tract 6058, San Mateo County, California",1400000US06081605800,1.7,0.0,0.0,0.0,6.5,8.8,83.0,2000001,6,81,605800
"Census Tract 6074, San Mateo County, California",1400000US06081607400,1.1,0.0,3.3,6.1,18.7,18.3,52.5,1030800,6,81,607400
"Census Tract 6079, San Mateo County, California",1400000US06081607900,3.5,0.0,6.1,14.4,34.8,34.0,7.2,686600,6,81,607900
"Census Tract 6084, San Mateo County, California",1400000US06081608400,2.3,0.0,4.8,23.0,27.2,24.5,18.1,682600,6,81,608400
"Census Tract 6085.01, San Mateo County, California",1400000US06081608501,3.3,0.0,0.0,4.7,21.5,34.3,36.2,899400,6,81,608501
"Census Tract 6053, San Mateo County, California",1400000US06081605300,2.9,0.0,0.0,2.4,3.3,9.1,82.2,1582800,6,81,605300
"Census Tract 6056, San Mateo County, California",1400000US06081605600,0.0,0.0,2.9,2.7,2.2,0.0,92.2,2000001,6,81,605600
"Census Tract 6064, San Mateo County, California",1400000US06081606400,0.0,3.9,0.0,3.0,3.7,12.4,76.9,1182100,6,81,606400
"Census Tract 6068, San Mateo County, California",1400000US06081606800,0.0,0.0,0.0,1.7,8.0,4.9,85.4,1409700,6,81,606800
"Census Tract 6088, San Mateo County, California",1400000US06081608800,0.8,1.1,1.9,1.2,3.2,10.7,81.1,1355500,6,81,608800
"Census Tract 6089, San Mateo County, California",1400000US06081608900,0.0,0.0,0.0,3.5,4.7,26.8,65.0,1234900,6,81,608900
"Census Tract 6091, San Mateo County, California",1400000US06081609100,0.0,0.0,4.3,4.0,28.6,27.7,35.4,868600,6,81,609100
"Census Tract 6101, San Mateo County, California",1400000US06081610100,0.0,0.0,3.3,5.8,28.2,35.8,27.0,839000,6,81,610100
"Census Tract 6104, San Mateo County, California",1400000US06081610400,0.0,0.0,7.1,5.1,32.0,34.5,21.3,791900,6,81,610400
"Census Tract 6115, San Mateo County, California",1400000US06081611500,0.0,0.0,0.0,1.0,1.2,0.0,97.8,2000001,6,81,611500
"Census Tract 6125, San Mateo County, California",1400000US06081612500,0.0,0.0,7.6,0.0,3.0,3.9,85.6,2000001,6,81,612500
"Census Tract 6135.01, San Mateo County, California",1400000US06081613501,2.5,0.0,0.0,11.6,28.9,42.4,14.5,790600,6,81,613501
"Census Tract 6102.01, San Mateo County, California",1400000US06081610201,0.0,0.0,4.6,4.3,40.7,50.3,0.0,751500,6,81,610201
"Census Tract 6102.02, San Mateo County, California",1400000US06081610202,0.0,0.0,33.3,66.7,0.0,0.0,0.0,325000,6,81,610202
"Census Tract 6103.03, San Mateo County, California",1400000US06081610303,0.6,0.0,1.9,0.0,4.4,16.4,76.7,1240400,6,81,610303
"Census Tract 6103.04, San Mateo County, California",1400000US06081610304,2.9,0.0,0.6,6.0,25.5,22.1,43.0,920800,6,81,610304
"Census Tract 6107, San Mateo County, California",1400000US06081610700,0.0,0.0,4.3,0.0,33.1,20.2,42.4,906000,6,81,610700
"Census Tract 6116, San Mateo County, California",1400000US06081611600,1.8,1.0,1.2,0.0,4.2,15.6,76.2,1426300,6,81,611600
"Census Tract 6002, San Mateo County, California",1400000US06081600200,0.8,1.4,3.6,28.3,48.5,13.3,4.2,582100,6,81,600200
"Census Tract 6003, San Mateo County, California",1400000US06081600300,0.0,3.5,0.0,10.3,37.2,40.4,8.6,743200,6,81,600300
"Census Tract 6007, San Mateo County, California",1400000US06081600700,0.0,0.0,1.9,5.5,60.7,26.8,5.1,675600,6,81,600700
"Census Tract 6015.02, San Mateo County, California",1400000US06081601502,0.0,0.0,0.0,0.0,46.9,28.3,24.8,777300,6,81,601502
"Census Tract 6022, San Mateo County, California",1400000US06081602200,0.0,0.0,0.0,13.7,30.3,33.8,22.2,794300,6,81,602200
"Census Tract 6023, San Mateo County, California",1400000US06081602300,1.5,1.5,5.0,14.2,43.9,24.5,9.4,658600,6,81,602300
"Census Tract 6037, San Mateo County, California",1400000US06081603700,1.2,1.0,1.0,2.9,44.9,39.1,10.0,745000,6,81,603700
"Census Tract 6039, San Mateo County, California",1400000US06081603900,0.0,0.0,0.0,2.5,22.4,47.1,28.1,883700,6,81,603900
"Census Tract 6057, San Mateo County, California",1400000US06081605700,1.8,0.0,1.1,0.0,1.9,0.0,95.3,2000001,6,81,605700
"Census Tract 6063, San Mateo County, California",1400000US06081606300,0.0,2.2,4.7,2.0,27.3,32.9,31.0,855400,6,81,606300
"Census Tract 5022.01, Santa Clara County, California",1400000US06085502201,0.0,0.0,0.0,33.3,53.9,12.8,0.0,577300,6,85,502201
"Census Tract 5031.05, Santa Clara County, California",1400000US06085503105,3.5,0.0,1.7,36.0,41.3,17.4,0.0,552800,6,85,503105
"Census Tract 5050.01, Santa Clara County, California",1400000US06085505001,0.0,1.7,0.0,9.0,28.3,40.4,20.6,818200,6,85,505001
"Census Tract 5053.01, Santa Clara County, California",1400000US06085505301,0.0,0.0,0.0,10.9,45.5,36.8,6.8,715000,6,85,505301
"Census Tract 5002, Santa Clara County, California",1400000US06085500200,0.0,0.0,7.6,31.6,36.4,11.1,13.3,574500,6,85,500200
"Census Tract 5009.01, Santa Clara County, California",1400000US06085500901,0.0,6.2,0.0,20.9,49.0,20.6,3.3,616700,6,85,500901
"Census Tract 5015.01, Santa Clara County, California",1400000US06085501501,0.0,0.0,15.9,17.9,62.7,3.5,0.0,564500,6,85,501501
"Census Tract 5021.01, Santa Clara County, California",1400000US06085502101,1.1,0.9,2.9,11.0,38.6,24.8,20.7,721100,6,85,502101
"Census Tract 5027.01, Santa Clara County, California",1400000US06085502701,1.1,0.0,0.0,12.0,18.6,35.3,33.0,879700,6,85,502701
"Census Tract 5029.03, Santa Clara County, California",1400000US06085502903,0.9,0.0,1.7,0.0,13.8,40.7,43.0,956900,6,85,502903
"Census Tract 4370, Alameda County, California",1400000US06001437000,0.0,0.0,13.6,53.2,30.5,1.1,1.7,437600,6,1,437000
"Census Tract 4383, Alameda County, California",1400000US06001438300,0.0,0.9,20.6,56.1,20.6,0.7,1.1,405700,6,1,438300
"Census Tract 4403.04, Alameda County, California",1400000US06001440304,0.0,0.0,9.0,23.8,44.7,21.4,1.0,596000,6,1,440304
"Census Tract 4414.02, Alameda County, California",1400000US06001441402,1.3,0.0,4.4,4.0,31.1,37.9,21.3,810700,6,1,441402
"Census Tract 4415.22, Alameda County, California",1400000US06001441522,3.2,0.0,2.2,16.0,36.8,30.1,11.6,694000,6,1,441522
"Census Tract 4418, Alameda County, California",1400000US06001441800,0.0,1.2,3.1,17.3,26.2,44.7,7.6,762600,6,1,441800
"Census Tract 4419.21, Alameda County, California",1400000US06001441921,0.0,0.0,1.5,25.7,52.9,19.9,0.0,607900,6,1,441921
"Census Tract 4420, Alameda County, California",1400000US06001442000,0.0,0.0,1.9,0.7,6.1,10.1,81.1,1406600,6,1,442000
"Census Tract 4421, Alameda County, California",1400000US06001442100,1.1,0.0,0.0,2.6,10.0,27.5,58.8,1091100,6,1,442100
"Census Tract 4422, Alameda County, California",1400000US06001442200,2.4,0.0,0.0,3.9,8.0,17.7,67.9,1148700,6,1,442200
"Census Tract 4403.31, Alameda County, California",1400000US06001440331,0.0,1.3,12.7,23.6,30.9,28.3,3.1,599800,6,1,440331
"Census Tract 4413.02, Alameda County, California",1400000US06001441302,1.1,0.0,2.1,2.2,37.6,41.5,15.6,792400,6,1,441302
"Census Tract 4433.01, Alameda County, California",1400000US06001443301,1.8,0.5,1.5,1.1,10.0,43.7,41.3,950500,6,1,443301
"Census Tract 4507.42, Alameda County, California",1400000US06001450742,0.8,1.1,2.4,15.6,18.3,33.6,28.1,837100,6,1,450742
"Census Tract 4516.01, Alameda County, California",1400000US06001451601,0.0,0.0,4.6,15.4,13.0,36.0,31.0,867700,6,1,451601
"Census Tract 4517.01, Alameda County, California",1400000US06001451701,5.1,0.0,0.0,16.7,68.4,9.8,0.0,603000,6,1,451701
"Census Tract 4006, Alameda County, California",1400000US06001400600,3.4,0.0,0.0,28.9,39.2,18.5,9.9,612600,6,1,400600
"Census Tract 4012, Alameda County, California",1400000US06001401200,2.2,0.0,1.7,5.0,43.3,40.8,7.2,738100,6,1,401200
"Census Tract 4031, Alameda County, California",1400000US06001403100,0.0,0.0,10.6,38.5,47.2,3.7,0.0,504900,6,1,403100
"Census Tract 4038, Alameda County, California",1400000US06001403800,1.9,1.9,6.2,12.0,9.8,36.5,31.7,874200,6,1,403800
"Census Tract 4040, Alameda County, California",1400000US06001404000,1.9,0.0,13.0,30.9,34.7,10.0,9.5,530300,6,1,404000
"Census Tract 4045.01, Alameda County, California",1400000US06001404501,0.0,0.0,0.0,6.0,4.5,31.9,57.7,1089100,6,1,404501
"Census Tract 4051, Alameda County, California",1400000US06001405100,0.8,0.0,0.0,1.9,4.4,17.3,75.6,1174000,6,1,405100
"Census Tract 4057, Alameda County, California",1400000US06001405700,0.0,0.0,23.2,42.9,24.1,9.8,0.0,446300,6,1,405700
"Census Tract 4058, Alameda County, California",1400000US06001405800,9.9,0.0,16.7,38.7,33.1,0.0,1.5,416100,6,1,405800
"Census Tract 4069, Alameda County, California",1400000US06001406900,0.0,0.0,3.3,19.7,38.1,33.3,5.6,677300,6,1,406900
"Census Tract 4366.02, Alameda County, California",1400000US06001436602,0.0,0.0,7.9,64.8,27.3,0.0,0.0,439400,6,1,436602
"Census Tract 4333, Alameda County, California",1400000US06001433300,1.4,0.0,5.9,51.4,33.7,6.3,1.3,475100,6,1,433300
"Census Tract 4353, Alameda County, California",1400000US06001435300,2.8,0.0,12.1,49.2,34.7,1.3,0.0,416500,6,1,435300
"Census Tract 4363, Alameda County, California",1400000US06001436300,2.0,0.0,11.8,36.6,45.9,1.4,2.4,498800,6,1,436300
"Census Tract 4373, Alameda County, California",1400000US06001437300,2.3,2.3,4.0,55.1,33.1,3.3,0.0,468000,6,1,437300
"Census Tract 4375, Alameda County, California",1400000US06001437500,4.0,0.0,0.0,42.6,53.5,0.0,0.0,516200,6,1,437500
"Census Tract 4378, Alameda County, California",1400000US06001437800,2.0,0.9,9.2,56.0,24.3,5.0,2.6,410700,6,1,437800
"Census Tract 4381, Alameda County, California",1400000US06001438100,2.5,1.8,3.2,39.5,31.5,20.0,1.5,523800,6,1,438100
"Census Tract 92.01, San Diego County, California",1400000US06073009201,3.0,0.0,0.0,48.1,44.4,0.0,4.5,497100,6,73,9201
"Census Tract 97.06, San Diego County, California",1400000US06073009706,0.0,0.0,3.9,13.6,42.6,24.2,15.8,691000,6,73,9706
"Census Tract 100.10, San Diego County, California",1400000US06073010010,6.4,5.6,37.8,47.3,3.0,0.0,0.0,300900,6,73,10010
"Census Tract 101.04, San Diego County, California",1400000US06073010104,4.8,0.0,21.2,66.9,7.1,0.0,0.0,358000,6,73,10104
"Census Tract 101.06, San Diego County, California",1400000US06073010106,2.2,8.6,62.6,26.7,0.0,0.0,0.0,237500,6,73,10106
"Census Tract 103, San Diego County, California",1400000US06073010300,0.0,0.0,6.7,60.3,31.0,2.0,0.0,412200,6,73,10300
"Census Tract 104.02, San Diego County, California",1400000US06073010402,3.4,0.0,13.7,65.4,17.5,0.0,0.0,413600,6,73,10402
"Census Tract 83.28, San Diego County, California",1400000US06073008328,0.0,0.3,0.0,2.9,7.0,33.4,56.5,1082800,6,73,8328
"Census Tract 83.30, San Diego County, California",1400000US06073008330,0.0,0.0,0.0,6.6,27.9,41.7,23.8,842800,6,73,8330
"Census Tract 83.46, San Diego County, California",1400000US06073008346,0.7,0.0,2.5,18.9,40.8,33.8,3.3,671000,6,73,8346
"Census Tract 419.09, Riverside County, California",1400000US06065041909,0.5,0.0,17.7,51.2,26.9,2.6,1.0,415300,6,65,41909
"Census Tract 420.07, Riverside County, California",1400000US06065042007,5.0,4.6,27.0,32.5,22.9,7.2,0.7,423000,6,65,42007
"Census Tract 420.09, Riverside County, California",1400000US06065042009,0.0,0.0,16.9,57.4,18.1,7.6,0.0,407000,6,65,42009
"Census Tract 422.12, Riverside County, California",1400000US06065042212,1.7,1.6,58.2,34.2,2.3,2.0,0.0,281300,6,65,42212
"Census Tract 425.17, Riverside County, California",1400000US06065042517,1.5,4.8,80.5,13.2,0.0,0.0,0.0,229100,6,65,42517
"Census Tract 427.15, Riverside County, California",1400000US06065042715,5.9,0.0,14.3,69.7,7.4,2.7,0.0,371300,6,65,42715
"Census Tract 429.03, Riverside County, California",1400000US06065042903,3.4,9.7,51.3,22.7,10.3,2.5,0.0,272500,6,65,42903
"Census Tract 433.10, Riverside County, California",1400000US06065043310,5.2,2.0,83.4,6.5,2.9,0.0,0.0,202200,6,65,43310
"Census Tract 435.05, Riverside County, California",1400000US06065043505,7.6,33.1,59.4,0.0,0.0,0.0,0.0,121800,6,65,43505
"Census Tract 435.07, Riverside County, California",1400000US06065043507,2.9,32.7,58.4,6.1,0.0,0.0,0.0,113400,6,65,43507
"Census Tract 441.03, Riverside County, California",1400000US06065044103,2.9,9.6,68.3,4.7,2.6,0.0,11.9,185500,6,65,44103
"Census Tract 441.04, Riverside County, California",1400000US06065044104,0.0,8.7,71.3,13.1,6.0,0.9,0.0,214200,6,65,44104
"Census Tract 445.07, Riverside County, California",1400000US06065044507,3.6,9.9,86.4,0.0,0.0,0.0,0.0,139300,6,65,44507
"Census Tract 446.04, Riverside County, California",1400000US06065044604,1.9,0.0,36.0,52.1,7.0,3.0,0.0,327800,6,65,44604
"Census Tract 449.16, Riverside County, California",1400000US06065044916,8.8,2.4,51.2,15.5,9.4,6.1,6.7,251200,6,65,44916
"Census Tract 418.08, Riverside County, California",1400000US06065041808,3.1,0.0,2.8,44.9,45.0,1.9,2.2,497100,6,65,41808
"Census Tract 422.14, Riverside County, California",1400000US06065042214,0.4,0.4,47.0,46.9,3.8,0.0,1.5,306200,6,65,42214
"Census Tract 424.03, Riverside County, California",1400000US06065042403,2.8,0.0,64.2,33.0,0.0,0.0,0.0,274200,6,65,42403
"Census Tract 424.09, Riverside County, California",1400000US06065042409,0.0,0.0,72.3,27.0,0.6,0.0,0.0,257400,6,65,42409
"Census Tract 425.11, Riverside County, California",1400000US06065042511,1.7,0.0,81.6,16.7,0.0,0.0,0.0,221300,6,65,42511
"Census Tract 425.16, Riverside County, California",1400000US06065042516,7.5,2.2,83.2,7.2,0.0,0.0,0.0,204200,6,65,42516
"Census Tract 427.06, Riverside County, California",1400000US06065042706,1.7,0.0,85.1,10.2,3.0,0.0,0.0,231800,6,65,42706
