White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
6.6,0.0,0.0,77.5,0.0,13.4,2.5,1400000US06037482201,4006,49.2,4.9,3.1,4.0,5.9,6.8,15.1,11.7,9.4,6.9,8.1,11.8,9.0,3.3,43.4,"Census Tract 4822.01, Los Angeles County, California",6,37,482201
8.7,1.4,1.4,74.9,0.2,13.1,0.2,1400000US06037482202,4897,49.7,5.1,5.0,5.2,3.6,6.4,17.7,13.9,11.6,6.8,9.3,9.5,4.7,1.1,40.0,"Census Tract 4822.02, Los Angeles County, California",6,37,482202
13.1,0.6,2.8,60.7,0.0,19.1,3.7,1400000US06037482503,4399,44.9,5.8,5.1,6.9,6.8,6.9,15.5,13.1,14.3,5.8,7.7,5.5,4.9,1.7,37.0,"Census Tract 4825.03, Los Angeles County, California",6,37,482503
19.3,0.6,0.4,37.0,0.0,35.5,7.1,1400000US06037482701,4163,47.1,6.0,3.7,4.6,4.2,7.1,14.8,15.3,11.7,6.1,8.4,11.4,4.3,2.4,41.7,"Census Tract 4827.01, Los Angeles County, California",6,37,482701
41.5,0.0,0.5,0.5,0.0,53.7,3.9,1400000US06037500402,4745,48.9,7.9,6.9,7.5,6.8,9.0,13.6,14.0,13.9,2.9,4.5,7.9,3.9,1.2,33.1,"Census Tract 5004.02, Los Angeles County, California",6,37,500402
49.8,0.8,1.0,0.9,0.2,43.8,3.6,1400000US06037502100,5053,47.3,6.3,6.2,2.5,6.5,6.4,15.7,11.0,11.1,9.7,6.9,8.1,4.7,5.1,42.0,"Census Tract 5021, Los Angeles County, California",6,37,502100
38.6,0.0,0.4,4.7,0.0,50.8,5.5,1400000US06037503302,6716,49.5,8.2,5.9,6.8,6.2,9.2,16.4,12.5,10.3,5.0,8.7,6.8,1.9,2.0,34.1,"Census Tract 5033.02, Los Angeles County, California",6,37,503302
78.8,2.8,0.0,4.3,0.0,12.2,1.9,1400000US06037101210,6052,55.4,5.6,6.9,6.5,5.6,7.5,14.6,15.9,15.3,6.0,6.8,5.6,3.2,0.4,36.6,"Census Tract 1012.10, Los Angeles County, California",6,37,101210
76.2,2.7,0.6,3.8,0.0,13.7,2.9,1400000US06037106010,3108,46.8,8.1,4.5,7.4,6.7,6.5,8.8,12.8,17.1,5.9,7.5,10.2,3.9,0.6,40.1,"Census Tract 1060.10, Los Angeles County, California",6,37,106010
82.8,1.1,0.2,0.8,0.0,11.6,3.5,1400000US06037106020,5807,50.0,5.1,4.9,4.7,7.1,7.3,16.7,15.0,16.5,5.2,5.0,8.4,3.8,0.4,39.5,"Census Tract 1060.20, Los Angeles County, California",6,37,106020
61.5,5.1,2.5,9.0,0.0,18.4,3.5,1400000US06037106111,4482,47.5,6.9,4.0,5.6,4.3,7.4,14.1,15.0,15.1,5.8,7.1,10.2,4.1,0.4,38.7,"Census Tract 1061.11, Los Angeles County, California",6,37,106111
73.8,4.5,1.1,4.0,0.0,15.8,0.8,1400000US06037106114,6410,50.0,10.0,7.6,10.5,7.8,8.6,16.2,12.9,9.3,6.5,4.4,4.7,1.0,0.6,29.1,"Census Tract 1061.14, Los Angeles County, California",6,37,106114
61.2,5.8,0.3,11.2,0.0,16.4,5.0,1400000US06037106642,3016,48.5,2.5,7.6,5.4,6.1,5.1,11.6,11.8,14.2,11.0,4.1,10.0,8.3,2.3,44.9,"Census Tract 1066.42, Los Angeles County, California",6,37,106642
83.0,5.5,0.0,2.5,0.0,2.8,6.2,1400000US06071008200,4894,41.6,7.7,4.7,3.8,7.5,2.3,16.2,11.7,11.4,6.3,7.3,8.9,7.7,4.4,41.6,"Census Tract 82, San Bernardino County, California",6,71,8200
73.8,14.7,1.3,2.9,0.0,3.2,4.1,1400000US06071009710,7340,45.6,8.9,11.0,10.2,8.7,5.4,14.8,10.3,11.0,5.5,5.5,4.6,3.4,0.8,28.8,"Census Tract 97.10, San Bernardino County, California",6,71,9710
80.3,4.2,2.5,1.8,0.0,7.5,3.7,1400000US06071010412,7530,47.5,7.0,7.8,9.2,4.2,4.1,14.3,11.9,12.4,7.5,5.0,10.1,5.1,1.4,36.9,"Census Tract 104.12, San Bernardino County, California",6,71,10412
40.9,2.5,0.7,31.2,0.0,20.2,4.5,1400000US06085512017,8406,48.8,7.1,5.5,8.7,6.8,7.2,14.7,15.6,9.8,6.6,6.8,5.1,4.4,1.7,34.9,"Census Tract 5120.17, Santa Clara County, California",6,85,512017
61.2,1.4,0.3,23.0,0.3,4.2,9.5,1400000US06085512031,4488,51.1,5.7,7.0,9.0,4.1,3.1,14.0,14.1,13.9,10.0,5.3,8.7,4.0,1.2,39.5,"Census Tract 5120.31, Santa Clara County, California",6,85,512031
79.8,0.9,1.2,5.2,0.0,5.7,7.2,1400000US06085512309,5236,47.5,6.6,5.7,7.6,6.9,6.0,8.1,13.6,16.0,9.6,7.0,8.4,2.7,2.0,42.5,"Census Tract 5123.09, Santa Clara County, California",6,85,512309
60.3,6.7,0.9,15.6,0.0,4.8,11.6,1400000US06085500600,5439,50.9,4.3,6.0,4.0,4.6,7.7,22.9,13.0,12.5,7.1,4.7,6.6,4.1,2.4,35.3,"Census Tract 5006, Santa Clara County, California",6,85,500600
71.0,1.4,0.0,8.5,0.0,11.5,7.5,1400000US06037431001,7412,50.0,5.2,8.0,7.2,5.9,8.5,12.5,17.0,15.1,4.6,6.5,5.6,3.0,0.9,37.1,"Census Tract 4310.01, Los Angeles County, California",6,37,431001
15.4,0.3,0.0,57.7,0.0,25.9,0.6,1400000US06037432202,4245,52.7,8.2,3.7,4.9,8.0,6.2,11.4,13.7,12.9,6.1,6.6,10.8,4.6,3.1,41.1,"Census Tract 4322.02, Los Angeles County, California",6,37,432202
31.7,0.4,0.0,42.1,0.2,24.7,1.0,1400000US06037432602,4940,51.6,6.1,5.0,5.7,5.4,6.0,19.3,12.5,12.1,9.5,7.3,7.6,2.1,1.6,36.7,"Census Tract 4326.02, Los Angeles County, California",6,37,432602
47.4,0.6,0.0,22.2,1.5,25.7,2.6,1400000US06037432802,5242,55.2,6.7,7.2,7.4,5.7,10.3,19.8,10.5,13.2,6.9,5.1,3.7,1.7,1.6,31.1,"Census Tract 4328.02, Los Angeles County, California",6,37,432802
14.0,0.0,0.0,64.4,0.0,21.4,0.2,1400000US06037433601,5277,48.9,7.8,4.1,4.3,5.0,6.0,14.0,10.0,17.3,6.0,6.3,9.9,5.5,3.8,43.2,"Census Tract 4336.01, Los Angeles County, California",6,37,433601
37.2,17.4,0.4,8.1,0.0,33.7,3.2,1400000US06037461600,6224,49.4,5.1,7.8,7.4,7.6,6.7,13.4,17.5,12.7,5.6,5.0,7.5,2.2,1.6,36.3,"Census Tract 4616, Los Angeles County, California",6,37,461600
48.1,11.9,0.0,22.1,0.4,13.8,3.8,1400000US06037462800,2930,46.3,9.6,5.3,2.4,4.5,6.8,15.8,17.1,11.5,4.9,7.8,8.8,4.0,1.6,37.2,"Census Tract 4628, Los Angeles County, California",6,37,462800
75.2,1.7,0.0,17.2,0.0,0.9,5.0,1400000US06037670500,1630,48.9,1.8,4.8,9.3,6.3,4.8,3.4,6.0,14.0,10.4,6.9,13.9,12.6,5.9,54.6,"Census Tract 6705, Los Angeles County, California",6,37,670500
83.1,4.0,0.0,10.1,0.0,0.2,2.5,1400000US06037701202,3475,42.4,8.1,3.7,4.0,2.4,3.6,19.5,15.0,14.1,6.8,5.2,10.2,3.5,4.1,40.2,"Census Tract 7012.02, Los Angeles County, California",6,37,701202
74.6,4.1,0.5,11.6,0.0,1.0,8.2,1400000US06037702300,6701,49.4,5.4,5.5,5.1,3.7,5.2,16.3,12.9,14.0,7.0,8.2,10.1,3.6,3.0,41.9,"Census Tract 7023, Los Angeles County, California",6,37,702300
15.4,72.7,0.7,5.8,0.0,0.1,5.4,1400000US06037703002,7210,43.2,3.3,4.9,7.8,6.2,5.3,9.0,8.0,16.6,5.8,6.4,11.8,9.1,5.8,47.0,"Census Tract 7030.02, Los Angeles County, California",6,37,703002
87.9,0.4,0.4,7.9,0.0,0.5,2.9,1400000US06037800202,5923,49.1,4.8,8.1,8.2,7.2,4.8,6.0,11.1,12.8,9.3,11.8,11.6,3.5,0.8,44.9,"Census Tract 8002.02, Los Angeles County, California",6,37,800202
73.5,12.8,0.1,6.7,0.1,1.7,5.1,1400000US06037900300,5399,51.6,6.6,10.0,9.4,14.8,10.2,9.0,14.3,9.9,2.5,5.3,4.7,2.7,0.5,23.4,"Census Tract 9003, Los Angeles County, California",6,37,900300
47.5,5.0,0.0,2.5,0.0,37.8,7.2,1400000US06037910709,2006,54.6,7.3,8.3,7.1,10.9,5.4,5.3,17.3,10.8,7.9,6.2,9.7,3.0,0.6,37.7,"Census Tract 9107.09, Los Angeles County, California",6,37,910709
52.7,6.4,3.6,14.9,2.1,16.6,3.8,1400000US06037572900,5541,47.4,8.3,7.7,6.7,7.4,9.3,15.1,11.5,12.9,4.3,8.3,6.3,1.4,0.8,31.4,"Census Tract 5729, Los Angeles County, California",6,37,572900
78.5,2.2,0.8,10.0,0.5,0.8,7.2,1400000US06037573700,4990,48.1,9.0,5.6,5.3,4.5,4.5,11.8,16.2,15.3,6.6,6.5,7.5,5.4,1.9,39.7,"Census Tract 5737, Los Angeles County, California",6,37,573700
75.7,5.1,0.5,8.1,0.0,6.8,3.9,1400000US06037574500,6656,49.0,7.1,4.6,5.3,6.4,5.4,9.0,14.1,13.6,9.6,7.0,10.1,4.7,3.1,43.8,"Census Tract 5745, Los Angeles County, California",6,37,574500
76.1,0.0,0.0,0.0,0.0,23.7,0.2,1400000US06037533502,2155,50.1,5.2,9.4,8.3,6.7,10.0,16.2,14.1,11.6,4.0,6.0,5.5,2.7,0.3,30.7,"Census Tract 5335.02, Los Angeles County, California",6,37,533502
68.0,5.2,0.0,0.0,0.0,24.4,2.4,1400000US06037533503,2159,52.2,7.5,8.8,10.9,5.9,15.2,11.9,12.4,12.9,4.6,3.2,4.7,1.8,0.0,25.8,"Census Tract 5335.03, Los Angeles County, California",6,37,533503
82.6,1.4,0.3,0.0,0.0,15.7,0.0,1400000US06037533701,3134,48.2,8.8,10.7,7.5,6.7,5.9,17.6,12.5,13.1,7.0,2.6,3.2,2.7,1.7,29.6,"Census Tract 5337.01, Los Angeles County, California",6,37,533701
70.5,1.0,0.1,0.9,0.0,27.4,0.2,1400000US06037534002,4583,48.0,5.7,9.9,9.0,6.3,6.9,16.0,16.0,12.0,4.3,5.0,6.1,2.0,0.8,32.0,"Census Tract 5340.02, Los Angeles County, California",6,37,534002
79.5,1.1,0.2,0.6,0.0,18.6,0.0,1400000US06037534102,6566,51.9,10.5,9.3,7.0,8.7,8.7,15.3,13.2,14.8,5.5,1.8,2.6,2.4,0.3,28.3,"Census Tract 5341.02, Los Angeles County, California",6,37,534102
61.3,0.0,0.0,1.0,0.0,36.3,1.4,1400000US06037535605,4724,50.3,7.0,9.2,7.7,9.7,10.8,12.3,15.7,13.6,3.1,3.4,4.1,2.3,1.0,29.4,"Census Tract 5356.05, Los Angeles County, California",6,37,535605
56.2,9.5,1.7,0.5,0.0,30.4,1.7,1400000US06037540203,5867,49.1,5.2,8.5,7.7,10.7,12.6,15.8,11.3,11.7,6.9,4.4,3.9,1.0,0.4,27.2,"Census Tract 5402.03, Los Angeles County, California",6,37,540203
28.0,51.4,0.4,3.7,0.0,13.9,2.6,1400000US06037541002,3141,52.1,3.9,7.0,7.2,6.4,7.5,7.1,10.3,21.5,4.9,6.1,7.9,7.4,2.8,45.2,"Census Tract 5410.02, Los Angeles County, California",6,37,541002
49.4,12.2,0.0,2.1,0.0,34.4,1.9,1400000US06037541802,5659,53.1,7.3,7.9,6.2,7.9,10.6,18.1,11.5,10.4,10.0,3.5,3.5,1.7,1.4,30.5,"Census Tract 5418.02, Los Angeles County, California",6,37,541802
25.8,54.7,0.0,0.2,0.2,15.2,3.8,1400000US06037543000,4459,46.8,7.8,7.6,6.1,6.6,5.9,12.6,12.1,16.5,3.5,7.0,7.8,4.1,2.4,35.6,"Census Tract 5430, Los Angeles County, California",6,37,543000
81.5,1.3,0.3,15.2,0.0,1.5,0.1,1400000US06037113211,3929,44.1,8.9,4.6,1.8,4.3,1.3,11.1,11.2,13.6,9.0,9.1,15.9,7.6,1.6,49.8,"Census Tract 1132.11, Los Angeles County, California",6,37,113211
46.6,5.1,0.7,17.5,0.0,29.1,1.0,1400000US06037113234,4818,49.6,7.4,6.7,7.8,5.5,5.9,14.2,12.9,12.5,6.2,5.0,8.3,5.1,2.5,37.1,"Census Tract 1132.34, Los Angeles County, California",6,37,113234
63.0,4.6,0.2,14.4,0.0,12.9,4.9,1400000US06037115201,6909,56.7,5.0,3.6,2.6,4.9,20.8,17.9,11.3,11.8,7.1,4.6,6.9,3.0,0.8,32.2,"Census Tract 1152.01, Los Angeles County, California",6,37,115201
29.4,2.2,1.2,56.9,0.0,9.3,0.9,1400000US06037408629,2869,52.1,2.5,5.1,6.0,6.3,5.7,9.0,11.4,14.7,10.1,9.4,10.3,7.4,2.1,47.3,"Census Tract 4086.29, Los Angeles County, California",6,37,408629
26.2,1.9,0.0,64.9,0.0,3.6,3.4,1400000US06037430724,4836,48.2,6.6,7.4,5.1,6.1,3.5,11.2,19.1,16.1,4.8,5.6,7.1,4.7,2.7,39.0,"Census Tract 4307.24, Los Angeles County, California",6,37,430724
54.5,11.1,1.0,13.8,0.9,15.7,3.0,1400000US06037431100,7087,51.1,6.3,7.5,7.5,4.5,5.3,13.1,18.7,16.0,6.3,5.9,4.8,3.8,0.2,38.6,"Census Tract 4311, Los Angeles County, California",6,37,431100
28.3,0.0,0.4,44.4,5.8,17.4,3.8,1400000US06037432300,4120,49.0,7.6,7.4,5.1,3.3,10.1,17.9,10.7,10.4,6.6,7.7,7.6,3.0,2.7,34.4,"Census Tract 4323, Los Angeles County, California",6,37,432300
39.1,0.1,0.4,37.8,0.1,13.2,9.3,1400000US06037432401,3691,50.5,3.1,2.4,7.1,9.6,7.6,12.1,12.1,16.2,7.5,5.6,9.0,5.1,2.7,41.2,"Census Tract 4324.01, Los Angeles County, California",6,37,432401
39.1,0.6,0.0,32.2,0.0,27.0,1.1,1400000US06037433200,6270,48.3,5.1,7.2,5.7,9.2,8.5,11.8,12.4,13.2,7.0,5.1,8.4,4.0,2.6,38.1,"Census Tract 4332, Los Angeles County, California",6,37,433200
69.4,10.9,0.3,7.5,0.0,1.9,10.0,1400000US06037460100,6281,53.0,4.9,3.9,4.0,5.2,5.0,8.3,10.6,16.2,10.8,9.4,9.9,7.8,4.0,50.4,"Census Tract 4601, Los Angeles County, California",6,37,460100
74.8,0.0,0.0,0.0,0.0,24.4,0.8,1400000US06037533402,4067,51.8,8.7,7.9,6.7,7.5,7.6,20.2,12.2,15.8,4.8,3.0,3.4,1.3,1.1,30.3,"Census Tract 5334.02, Los Angeles County, California",6,37,533402
35.7,0.4,1.4,1.2,0.0,58.3,3.0,1400000US06037531603,3247,50.4,5.8,10.5,10.2,6.2,8.7,17.0,14.0,9.4,4.7,4.4,4.1,3.6,1.6,30.0,"Census Tract 5316.03, Los Angeles County, California",6,37,531603
80.3,3.0,0.0,0.3,0.0,16.2,0.3,1400000US06107004200,6643,48.3,9.2,10.7,15.8,8.5,5.6,13.8,15.4,5.0,3.1,5.1,6.1,1.1,0.5,25.1,"Census Tract 42, Tulare County, California",6,107,4200
72.6,1.9,2.0,2.7,0.0,18.5,2.2,1400000US06107004300,7487,53.0,7.9,10.1,7.8,9.4,7.6,13.9,14.3,12.0,5.8,3.6,4.5,2.5,0.6,30.4,"Census Tract 43, Tulare County, California",6,107,4300
80.5,0.3,0.0,2.7,0.0,11.5,5.0,1400000US06107000202,2522,53.4,5.7,11.5,7.9,9.6,9.6,12.4,9.8,16.2,3.0,2.8,7.3,2.3,2.0,27.7,"Census Tract 2.02, Tulare County, California",6,107,202
60.8,1.4,0.9,9.6,0.0,21.9,5.4,1400000US06107001004,7588,49.9,7.9,9.3,9.4,10.4,11.4,11.9,10.5,12.6,5.4,4.0,4.6,1.9,0.6,26.8,"Census Tract 10.04, Tulare County, California",6,107,1004
44.0,1.4,0.0,1.6,0.0,49.4,3.5,1400000US06037502005,5052,49.1,10.0,6.0,9.3,5.9,8.3,15.5,11.6,10.9,5.0,5.3,7.3,3.8,1.2,32.6,"Census Tract 5020.05, Los Angeles County, California",6,37,502005
57.6,1.0,1.5,1.1,0.0,35.4,3.5,1400000US06037502801,6523,49.7,7.5,4.8,7.7,5.1,6.9,14.2,13.3,14.0,5.7,8.1,7.3,3.4,2.0,36.8,"Census Tract 5028.01, Los Angeles County, California",6,37,502801
38.6,8.8,1.1,28.7,0.0,19.5,3.3,1400000US06037502802,3081,41.5,8.1,2.6,4.2,7.6,5.8,16.4,12.1,9.5,5.0,7.5,10.3,7.7,3.2,38.5,"Census Tract 5028.02, Los Angeles County, California",6,37,502802
33.8,0.2,0.5,4.6,0.0,58.4,2.5,1400000US06037503103,5307,52.6,6.1,10.9,7.3,8.8,5.6,16.1,11.5,13.5,4.7,4.4,6.6,3.9,0.6,31.5,"Census Tract 5031.03, Los Angeles County, California",6,37,503103
35.5,1.0,1.3,2.5,8.3,51.3,0.0,1400000US06037503104,2594,46.9,8.1,5.5,8.4,8.0,8.9,12.8,13.5,16.1,3.3,6.1,4.8,3.3,1.3,32.9,"Census Tract 5031.04, Los Angeles County, California",6,37,503104
32.2,0.1,0.4,9.9,0.1,53.5,3.9,1400000US06037503105,4274,48.6,9.6,7.4,7.5,6.3,4.6,18.2,15.7,9.4,8.0,5.2,3.3,3.4,1.7,33.2,"Census Tract 5031.05, Los Angeles County, California",6,37,503105
39.2,0.2,0.0,6.9,0.0,51.8,1.9,1400000US06037503106,3962,42.3,6.6,5.6,4.6,10.2,8.3,15.8,12.2,13.4,8.4,3.6,5.4,2.6,3.5,33.7,"Census Tract 5031.06, Los Angeles County, California",6,37,503106
41.1,0.0,0.0,0.0,0.0,58.4,0.6,1400000US06037531503,2802,51.0,10.8,10.1,8.0,6.2,7.3,17.0,18.0,11.7,2.3,3.5,3.2,1.2,0.6,29.1,"Census Tract 5315.03, Los Angeles County, California",6,37,531503
48.0,0.0,0.7,0.0,0.0,51.2,0.0,1400000US06037531504,4280,45.1,10.1,9.6,6.4,3.4,7.5,21.8,12.3,14.5,2.3,4.8,3.6,1.9,1.7,30.0,"Census Tract 5315.04, Los Angeles County, California",6,37,531504
31.9,6.2,0.0,0.4,0.0,60.0,1.5,1400000US06037533001,4270,51.1,7.0,7.4,6.5,11.5,11.1,17.4,9.8,11.8,7.6,2.6,3.6,2.8,1.0,28.7,"Census Tract 5330.01, Los Angeles County, California",6,37,533001
40.0,0.0,0.0,0.0,0.0,59.8,0.2,1400000US06037533002,2647,50.1,10.5,10.7,8.4,4.0,6.4,20.7,11.3,11.4,3.7,6.3,4.2,0.8,1.6,30.3,"Census Tract 5330.02, Los Angeles County, California",6,37,533002
83.5,1.7,0.9,0.6,0.0,13.3,0.0,1400000US06037533805,3505,49.0,5.6,4.3,6.9,8.9,10.2,15.5,14.4,13.5,6.2,3.8,6.4,3.2,1.1,34.2,"Census Tract 5338.05, Los Angeles County, California",6,37,533805
79.6,3.2,0.0,0.6,0.0,16.1,0.5,1400000US06037533806,3820,55.5,10.1,9.6,6.4,8.6,5.3,13.9,17.8,12.7,4.7,4.2,4.8,1.6,0.4,30.6,"Census Tract 5338.06, Los Angeles County, California",6,37,533806
40.8,8.9,0.7,12.4,0.0,29.5,7.7,1400000US06013336102,7220,53.6,9.1,7.4,4.0,7.8,6.0,21.4,17.2,12.0,4.3,3.8,4.9,1.7,0.3,32.3,"Census Tract 3361.02, Contra Costa County, California",6,13,336102
63.4,4.7,1.6,15.3,0.0,6.0,8.9,1400000US06013337100,3571,48.8,3.9,3.4,5.5,3.7,7.5,15.1,11.3,14.9,8.0,7.7,11.3,6.0,1.7,44.6,"Census Tract 3371, Contra Costa County, California",6,13,337100
76.5,0.8,0.0,13.7,0.0,2.1,6.8,1400000US06013338301,3582,48.2,6.3,7.9,8.8,7.7,3.0,4.1,10.9,18.6,5.1,5.2,9.5,8.9,3.7,46.0,"Census Tract 3383.01, Contra Costa County, California",6,13,338301
79.4,2.7,0.0,11.6,0.0,1.1,5.0,1400000US06013338201,3858,44.8,4.6,7.1,4.3,3.6,4.0,5.7,12.7,14.6,10.9,5.9,11.6,7.7,7.5,51.6,"Census Tract 3382.01, Contra Costa County, California",6,13,338201
58.9,2.0,1.0,24.6,1.8,3.3,8.4,1400000US06013345202,7501,48.0,6.2,5.9,8.8,6.6,4.9,12.1,14.9,16.1,9.7,4.7,6.6,2.4,0.9,39.7,"Census Tract 3452.02, Contra Costa County, California",6,13,345202
71.8,3.0,0.3,14.2,2.1,1.4,7.2,1400000US06013352101,3338,42.0,1.7,3.4,5.2,20.5,18.1,4.1,6.6,8.8,6.6,4.7,11.9,6.2,2.2,26.8,"Census Tract 3521.01, Contra Costa County, California",6,13,352101
69.0,0.7,0.6,21.6,0.0,1.5,6.6,1400000US06013352201,6487,51.1,3.3,6.3,8.1,7.6,9.4,7.8,10.0,16.7,8.1,5.5,8.9,4.3,4.0,43.8,"Census Tract 3522.01, Contra Costa County, California",6,13,352201
80.7,2.7,0.0,12.4,0.0,0.1,4.1,1400000US06013353002,4353,48.1,6.0,6.3,7.3,6.8,2.8,4.5,12.7,16.7,8.0,7.3,13.4,4.0,4.0,46.5,"Census Tract 3530.02, Contra Costa County, California",6,13,353002
51.3,6.5,0.2,25.1,0.3,7.1,9.4,1400000US06013359202,5972,43.3,2.7,4.8,6.1,5.2,3.6,10.5,13.0,12.6,9.2,8.8,13.5,7.0,3.0,48.8,"Census Tract 3592.02, Contra Costa County, California",6,13,359202
49.8,13.4,0.6,21.5,0.4,6.8,7.6,1400000US06013360200,4843,44.7,2.7,5.6,3.3,7.2,7.1,10.8,14.3,13.3,8.2,7.0,12.3,5.1,3.0,44.0,"Census Tract 3602, Contra Costa County, California",6,13,360200
49.9,13.3,0.0,22.7,2.3,4.4,7.4,1400000US06013361000,5129,48.2,2.6,7.5,4.4,5.1,7.5,16.7,12.1,16.1,6.6,7.0,9.3,3.1,2.0,40.0,"Census Tract 3610, Contra Costa County, California",6,13,361000
58.4,15.6,0.0,10.7,0.0,10.7,4.7,1400000US06013362000,2835,42.3,2.8,3.0,5.2,3.0,1.7,11.7,16.3,17.1,8.0,8.9,10.7,8.4,3.2,50.2,"Census Tract 3620, Contra Costa County, California",6,13,362000
41.7,14.1,0.5,17.2,0.0,17.6,8.9,1400000US06013364002,5980,53.3,4.6,7.4,4.5,7.8,5.5,17.3,11.7,17.9,5.3,6.3,7.3,3.0,1.4,37.4,"Census Tract 3640.02, Contra Costa County, California",6,13,364002
35.9,23.5,0.1,22.2,0.7,13.1,4.5,1400000US06013380000,6376,49.5,6.0,6.1,2.1,1.8,4.9,23.1,14.0,16.1,7.2,6.8,8.6,2.2,1.1,38.4,"Census Tract 3800, Contra Costa County, California",6,13,380000
62.9,5.6,0.8,19.1,0.0,0.9,10.7,1400000US06013385100,2953,48.3,4.9,4.5,6.6,3.6,0.4,8.3,12.6,14.2,8.7,8.2,15.2,9.0,3.8,51.1,"Census Tract 3851, Contra Costa County, California",6,13,385100
76.7,1.1,0.0,15.3,0.0,0.4,6.5,1400000US06013390200,1667,48.2,6.8,3.9,3.4,2.3,3.7,8.8,16.4,11.1,7.8,7.1,20.7,5.0,2.9,50.0,"Census Tract 3902, Contra Costa County, California",6,13,390200
42.3,12.4,2.3,5.3,0.6,27.7,9.4,1400000US06013307102,5273,48.1,8.1,5.5,8.9,5.9,7.2,14.5,10.0,14.0,4.5,7.5,6.9,4.2,2.9,35.0,"Census Tract 3071.02, Contra Costa County, California",6,13,307102
71.0,3.0,0.0,16.5,0.0,5.3,4.1,1400000US06013318000,3602,48.9,4.1,4.4,6.3,5.4,5.6,15.0,13.9,20.3,4.9,5.7,10.0,3.0,1.2,40.5,"Census Tract 3180, Contra Costa County, California",6,13,318000
75.0,0.0,1.2,14.1,1.5,0.3,7.9,1400000US06013354001,2121,53.7,4.4,6.5,7.6,5.6,4.3,6.9,11.5,19.0,5.2,8.1,13.1,6.2,1.7,47.0,"Census Tract 3540.01, Contra Costa County, California",6,13,354001
79.3,1.2,0.0,12.3,0.0,0.4,6.9,1400000US06013354002,7110,45.6,4.4,5.6,6.9,6.9,2.9,4.0,10.1,17.5,7.1,7.7,15.3,7.4,4.1,50.5,"Census Tract 3540.02, Contra Costa County, California",6,13,354002
71.0,2.0,0.0,17.9,1.6,0.0,7.6,1400000US06013355302,3407,53.6,3.5,6.3,6.5,6.1,4.6,3.0,11.9,19.6,10.2,4.0,13.1,8.8,2.2,50.1,"Census Tract 3553.02, Contra Costa County, California",6,13,355302
68.6,8.1,0.0,0.0,0.0,22.4,0.8,1400000US06029001500,2633,56.7,10.6,5.8,11.0,4.6,9.4,10.7,9.8,10.3,9.4,7.7,6.9,3.5,0.3,33.7,"Census Tract 15, Kern County, California",6,29,1500
76.7,3.5,0.6,7.4,0.0,7.6,4.1,1400000US06029001700,3699,51.4,7.7,5.7,5.1,3.1,5.6,17.2,14.1,10.9,7.9,8.1,7.2,5.2,2.1,38.3,"Census Tract 17, Kern County, California",6,29,1700
70.3,7.5,0.6,4.4,0.8,9.8,6.5,1400000US06029001801,5890,46.8,3.4,7.8,9.7,5.2,8.6,21.4,11.9,9.3,4.7,4.9,6.3,3.9,3.0,32.2,"Census Tract 18.01, Kern County, California",6,29,1801
73.1,2.1,0.0,8.4,1.7,10.5,4.3,1400000US06029003812,4417,47.4,6.7,6.9,9.2,5.3,5.4,16.1,14.6,8.0,5.2,6.1,7.9,4.3,4.4,35.1,"Census Tract 38.12, Kern County, California",6,29,3812
68.3,5.8,0.6,1.1,0.0,20.2,3.9,1400000US06029003000,7461,51.1,12.4,10.4,6.7,5.7,6.6,19.8,13.5,9.3,3.9,4.1,5.1,1.9,0.7,28.7,"Census Tract 30, Kern County, California",6,29,3000
69.0,10.7,0.6,4.8,0.0,12.0,2.9,1400000US06029003112,5035,52.7,5.5,5.8,6.8,7.8,9.2,19.1,10.0,15.2,3.5,4.6,6.4,5.9,0.2,32.5,"Census Tract 31.12, Kern County, California",6,29,3112
82.8,2.7,1.1,3.4,0.4,2.7,6.8,1400000US06029003304,3723,69.3,5.5,5.2,4.5,3.6,5.6,20.1,19.0,16.2,5.0,6.1,6.6,1.8,0.8,38.8,"Census Tract 33.04, Kern County, California",6,29,3304
86.2,0.2,1.0,3.5,0.0,8.2,0.9,1400000US06029004800,9743,46.5,10.1,9.6,10.2,8.6,10.9,16.0,10.0,10.8,2.3,3.7,4.1,3.2,0.6,25.3,"Census Tract 48, Kern County, California",6,29,4800
76.9,0.5,1.2,10.1,0.8,8.7,1.8,1400000US06029005401,6442,53.3,3.5,9.1,10.2,5.9,6.5,7.5,13.7,13.4,6.0,5.9,8.7,5.0,4.8,40.4,"Census Tract 54.01, Kern County, California",6,29,5401
91.0,0.0,0.0,1.2,0.0,3.9,3.9,1400000US06029006201,2842,47.1,11.3,6.0,11.2,12.4,5.5,9.3,9.8,14.7,6.3,3.1,6.9,2.9,0.7,30.1,"Census Tract 62.01, Kern County, California",6,29,6201
73.4,4.6,0.3,3.2,0.0,18.3,0.2,1400000US06029001901,3911,53.8,6.7,5.5,8.6,5.5,6.7,15.5,15.9,12.0,7.7,5.0,5.8,3.7,1.4,35.4,"Census Tract 19.01, Kern County, California",6,29,1901
