White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
46.3,1.0,0.3,42.4,0.1,1.3,8.7,1400000US06081604500,3886,48.7,4.7,7.2,6.2,6.7,3.2,9.8,13.8,13.6,4.7,8.6,12.3,4.5,4.8,44.0,"Census Tract 6045, San Mateo County, California",6,81,604500
43.3,5.2,0.0,39.2,0.0,6.2,6.2,1400000US06001442700,3118,50.4,7.7,6.4,4.8,5.5,4.1,15.8,13.6,12.2,9.2,6.7,7.4,3.8,2.8,39.7,"Census Tract 4427, Alameda County, California",6,1,442700
73.5,2.1,0.3,11.9,0.0,3.0,9.3,1400000US06001451201,7557,49.0,7.6,7.6,8.3,5.3,6.8,12.3,14.1,14.6,9.8,4.9,5.4,2.7,0.6,36.0,"Census Tract 4512.01, Alameda County, California",6,1,451201
72.9,3.1,0.5,15.6,0.0,3.1,4.7,1400000US06001451401,6066,50.7,7.4,4.6,5.1,2.5,6.6,20.5,7.6,13.7,11.0,5.8,8.5,4.9,1.8,38.2,"Census Tract 4514.01, Alameda County, California",6,1,451401
85.3,1.7,0.2,5.3,0.9,2.8,3.9,1400000US06001451602,6786,49.3,5.3,5.0,7.4,2.4,5.1,14.1,12.8,11.9,7.7,5.7,11.1,5.3,6.2,43.4,"Census Tract 4516.02, Alameda County, California",6,1,451602
75.1,7.6,0.0,10.7,0.8,1.7,4.1,1400000US06001400300,5000,47.3,5.9,5.7,2.2,3.4,3.2,18.6,17.7,18.2,8.2,1.7,9.4,3.4,2.3,42.5,"Census Tract 4003, Alameda County, California",6,1,400300
35.5,37.4,0.3,4.1,0.0,11.6,11.1,1400000US06001401800,1794,49.5,5.2,8.5,3.2,3.2,11.0,28.7,13.9,8.0,4.8,4.0,3.7,4.4,1.4,30.5,"Census Tract 4018, Alameda County, California",6,1,401800
75.1,2.9,0.2,13.1,0.0,0.3,8.5,1400000US06001404502,6070,45.5,7.5,6.8,4.0,3.4,2.6,6.5,17.4,18.9,7.1,8.4,10.0,5.3,2.3,45.6,"Census Tract 4045.02, Alameda County, California",6,1,404502
55.3,13.9,0.9,21.2,0.0,3.9,4.8,1400000US06001406700,4992,51.6,6.4,4.9,2.9,3.4,5.0,11.1,14.2,13.0,9.9,8.3,13.1,5.8,2.0,46.3,"Census Tract 4067, Alameda County, California",6,1,406700
17.2,33.2,0.6,4.1,0.0,37.7,7.2,1400000US06001408600,6947,46.6,10.9,10.1,8.6,7.5,6.7,17.3,12.0,10.9,4.2,4.0,4.9,2.4,0.7,29.8,"Census Tract 4086, Alameda County, California",6,1,408600
15.8,32.3,1.2,4.0,2.5,37.7,6.5,1400000US06001409000,3904,48.5,11.0,5.0,8.8,5.8,10.0,17.6,10.9,14.0,7.1,3.7,2.1,2.1,1.8,29.4,"Census Tract 4090, Alameda County, California",6,1,409000
21.7,50.8,0.2,8.9,0.0,6.4,11.9,1400000US06001409800,3519,44.1,6.7,7.4,4.2,9.7,1.5,16.3,14.2,11.0,7.5,5.4,10.5,4.3,1.2,38.2,"Census Tract 4098, Alameda County, California",6,1,409800
38.6,39.3,0.0,3.2,0.0,2.9,16.0,1400000US06001410000,3367,47.3,8.1,2.6,3.1,4.6,2.9,11.9,17.3,9.9,10.4,4.3,13.9,8.3,2.9,44.7,"Census Tract 4100, Alameda County, California",6,1,410000
77.3,1.2,0.1,11.9,0.0,1.6,7.9,1400000US06001421200,3575,46.2,4.7,6.2,4.3,3.1,3.7,4.9,9.2,16.9,8.2,7.7,18.4,9.1,3.6,53.0,"Census Tract 4212, Alameda County, California",6,1,421200
57.3,14.7,0.3,15.7,0.3,2.7,8.9,1400000US06001423500,3501,49.3,5.9,3.3,0.8,2.5,15.0,19.8,9.0,10.4,5.0,9.1,12.2,4.7,2.3,37.7,"Census Tract 4235, Alameda County, California",6,1,423500
35.3,31.1,1.0,10.8,0.0,11.6,10.2,1400000US06001424002,2507,48.6,6.6,5.1,2.9,5.1,7.7,17.4,18.0,12.1,7.1,6.5,6.1,3.7,1.6,38.4,"Census Tract 4240.02, Alameda County, California",6,1,424002
56.5,12.7,1.0,16.3,0.2,4.2,9.1,1400000US06001430900,5359,46.5,9.1,8.8,4.9,6.8,5.0,15.7,15.1,10.2,6.1,4.9,8.1,3.1,2.4,34.9,"Census Tract 4309, Alameda County, California",6,1,430900
53.8,5.9,0.0,33.7,0.0,1.0,5.6,1400000US06001431000,2912,48.1,9.0,7.4,6.8,6.1,4.9,14.9,17.3,12.6,4.1,6.7,4.8,3.6,1.6,35.3,"Census Tract 4310, Alameda County, California",6,1,431000
37.6,13.8,2.3,32.9,1.0,5.6,6.8,1400000US06001432800,3835,47.6,5.4,6.2,3.7,6.1,4.8,11.5,11.5,14.8,7.0,4.7,11.9,7.1,5.3,45.4,"Census Tract 4328, Alameda County, California",6,1,432800
30.6,6.3,1.0,41.1,0.3,9.6,11.1,1400000US06001433102,4297,45.5,6.2,6.9,4.2,6.1,3.6,18.3,11.2,14.2,4.3,5.8,12.1,5.7,1.3,40.2,"Census Tract 4331.02, Alameda County, California",6,1,433102
23.6,1.1,2.4,68.8,0.0,1.6,2.5,1400000US06085507904,3188,49.6,2.3,6.9,7.1,10.0,1.6,5.6,11.3,20.0,9.4,9.0,9.7,5.6,1.4,47.0,"Census Tract 5079.04, Santa Clara County, California",6,85,507904
28.4,1.3,0.2,59.4,0.0,6.3,4.4,1400000US06085508504,8578,50.7,10.7,5.0,3.8,3.2,2.1,37.1,17.0,7.8,3.0,2.3,2.5,2.8,2.8,31.7,"Census Tract 5085.04, Santa Clara County, California",6,85,508504
47.0,0.0,0.2,48.5,0.0,1.4,2.9,1400000US06085508505,4659,47.8,6.9,7.2,3.9,2.9,1.9,17.6,18.2,12.4,8.1,3.2,7.8,5.9,4.0,40.6,"Census Tract 5085.05, Santa Clara County, California",6,85,508505
42.5,3.5,0.0,48.2,0.1,1.8,4.0,1400000US06085508704,7440,53.8,9.3,4.4,2.6,0.9,9.4,35.7,16.1,10.3,3.0,2.9,3.6,0.9,0.9,31.2,"Census Tract 5087.04, Santa Clara County, California",6,85,508704
80.5,3.4,0.4,9.2,1.0,1.4,4.1,1400000US06037577603,8141,48.3,3.9,3.8,4.0,6.1,5.8,11.1,11.7,15.9,8.1,8.3,14.1,4.5,2.8,47.5,"Census Tract 5776.03, Los Angeles County, California",6,37,577603
15.8,53.2,3.5,1.7,0.0,18.3,7.5,1400000US06037601002,5099,39.9,6.3,7.0,7.4,8.2,9.3,11.4,13.7,15.8,4.7,2.7,9.5,1.7,2.2,35.1,"Census Tract 6010.02, Los Angeles County, California",6,37,601002
24.3,36.2,3.6,3.7,0.0,24.0,8.2,1400000US06037601401,5688,56.8,6.9,5.1,5.8,3.8,6.3,18.3,14.0,13.2,8.0,8.0,7.1,2.6,0.9,38.5,"Census Tract 6014.01, Los Angeles County, California",6,37,601401
30.9,21.8,0.0,1.7,0.0,45.1,0.6,1400000US06037602004,3735,52.9,5.0,6.5,5.7,8.4,7.6,19.9,13.9,10.8,6.5,4.7,7.9,3.1,0.0,33.5,"Census Tract 6020.04, Los Angeles County, California",6,37,602004
50.1,4.7,0.0,5.7,0.5,32.3,6.6,1400000US06037602301,6272,52.5,5.9,7.0,8.7,5.0,6.9,15.7,13.0,14.3,6.7,5.1,7.0,3.2,1.5,35.9,"Census Tract 6023.01, Los Angeles County, California",6,37,602301
31.9,17.6,0.0,13.9,2.7,29.5,4.5,1400000US06037602403,5289,48.4,7.7,6.3,5.9,3.2,8.3,23.1,18.1,8.0,3.3,5.1,7.4,3.0,0.4,32.3,"Census Tract 6024.03, Los Angeles County, California",6,37,602403
18.4,23.7,0.6,22.9,0.0,33.0,1.3,1400000US06037603001,7378,48.0,7.4,6.6,7.9,4.7,5.5,16.4,13.9,12.1,6.2,6.1,7.8,3.7,1.7,35.6,"Census Tract 6030.01, Los Angeles County, California",6,37,603001
62.4,1.4,1.5,5.5,0.0,26.3,2.9,1400000US06037503401,6617,51.0,9.4,6.4,3.9,3.2,6.5,15.6,11.6,10.9,7.2,7.1,10.5,6.0,1.7,39.7,"Census Tract 5034.01, Los Angeles County, California",6,37,503401
34.6,3.8,0.0,7.7,0.0,53.8,0.0,1400000US06037532400,52,38.5,7.7,7.7,3.8,1.9,0.0,21.2,21.2,5.8,0.0,19.2,3.8,0.0,7.7,39.3,"Census Tract 5324, Los Angeles County, California",6,37,532400
60.4,4.1,1.0,11.5,0.0,21.8,1.2,1400000US06037402502,7086,50.7,8.7,7.4,9.0,10.4,6.6,11.8,15.6,11.1,5.8,4.2,3.5,3.7,2.1,29.5,"Census Tract 4025.02, Los Angeles County, California",6,37,402502
59.7,0.2,0.4,0.7,0.0,35.3,3.7,1400000US06037404600,1405,52.5,8.4,6.5,6.0,8.3,7.8,13.0,12.3,14.3,4.8,5.1,7.8,4.2,1.6,34.8,"Census Tract 4046, Los Angeles County, California",6,37,404600
69.2,4.6,0.0,16.0,0.0,8.9,1.3,1400000US06037301204,5547,49.7,4.2,3.2,3.5,2.8,5.7,22.5,13.7,13.4,6.2,7.6,10.3,3.4,3.4,42.1,"Census Tract 3012.04, Los Angeles County, California",6,37,301204
65.9,5.6,0.9,14.9,0.0,3.8,9.0,1400000US06037311600,6733,51.0,5.4,5.0,2.7,1.9,13.7,26.4,16.8,12.1,3.8,3.4,5.5,1.8,1.6,32.1,"Census Tract 3116, Los Angeles County, California",6,37,311600
64.4,5.8,0.0,11.8,0.0,15.8,2.1,1400000US06073013308,3497,43.7,6.8,9.9,7.1,9.3,7.6,13.7,15.2,11.1,6.3,4.0,2.8,4.4,1.8,33.3,"Census Tract 133.08, San Diego County, California",6,73,13308
73.1,3.7,0.2,9.4,0.0,8.6,5.1,1400000US06073013309,6520,48.8,5.7,5.8,8.3,6.9,4.0,14.5,14.6,13.3,6.6,5.1,9.5,3.9,2.0,39.6,"Census Tract 133.09, San Diego County, California",6,73,13309
66.2,5.6,0.0,15.7,0.0,2.0,10.5,1400000US06073013410,7911,48.0,8.7,7.3,7.7,5.3,3.2,12.0,17.5,13.9,6.8,5.0,9.0,2.6,1.3,38.1,"Census Tract 134.10, San Diego County, California",6,73,13410
56.1,2.9,0.0,14.7,0.3,17.6,8.5,1400000US06073013418,6629,49.4,7.0,6.2,7.5,6.0,5.6,15.1,12.2,10.3,8.0,6.2,7.7,5.6,2.6,38.4,"Census Tract 134.18, San Diego County, California",6,73,13418
62.6,9.8,0.2,15.0,0.0,3.1,9.2,1400000US06073013504,3711,45.6,3.4,4.6,9.1,6.4,3.7,18.4,11.9,12.6,8.8,6.5,10.2,3.3,1.2,38.3,"Census Tract 135.04, San Diego County, California",6,73,13504
69.5,8.4,0.5,3.7,0.8,8.4,8.8,1400000US06073013601,5418,49.2,10.4,5.8,5.0,5.0,4.2,11.8,16.9,10.9,6.0,6.6,8.4,6.7,2.3,39.9,"Census Tract 136.01, San Diego County, California",6,73,13601
63.8,11.2,0.2,15.9,0.0,5.7,3.2,1400000US06073013903,4243,46.9,6.7,4.7,5.7,7.8,5.6,13.5,11.6,9.6,7.0,6.5,8.8,9.4,3.2,39.9,"Census Tract 139.03, San Diego County, California",6,73,13903
66.9,10.0,0.0,7.0,0.0,12.3,3.8,1400000US06073013907,4417,49.5,8.9,9.9,9.0,8.2,7.4,13.7,17.2,9.9,2.9,3.9,5.4,2.0,1.6,29.1,"Census Tract 139.07, San Diego County, California",6,73,13907
61.1,17.5,0.1,10.7,1.4,4.1,5.0,1400000US06073014602,5471,46.3,9.3,6.3,7.3,4.3,6.8,17.0,13.5,9.6,6.3,5.7,8.0,4.0,1.9,34.3,"Census Tract 146.02, San Diego County, California",6,73,14602
72.3,3.0,0.0,11.1,0.8,7.9,4.9,1400000US06073014803,5074,43.1,6.5,4.1,3.3,5.5,9.1,21.8,12.6,10.9,3.7,4.9,5.7,7.0,4.9,34.9,"Census Tract 148.03, San Diego County, California",6,73,14803
58.6,5.8,0.0,3.8,0.3,20.5,11.1,1400000US06073015701,6405,45.8,10.6,8.2,5.9,8.2,8.3,13.1,12.4,12.7,5.4,5.9,4.5,4.0,0.7,31.6,"Census Tract 157.01, San Diego County, California",6,73,15701
74.6,3.4,1.1,3.3,0.7,2.5,14.4,1400000US06073016617,3491,46.9,6.6,5.8,5.8,2.4,4.8,15.0,12.6,11.7,6.8,7.6,10.5,5.7,4.6,40.9,"Census Tract 166.17, San Diego County, California",6,73,16617
89.3,0.4,1.7,2.7,0.0,1.5,4.4,1400000US06073016810,3100,54.2,4.8,7.3,7.6,4.4,5.4,11.8,12.9,19.2,6.5,4.7,8.8,4.1,2.4,41.3,"Census Tract 168.10, San Diego County, California",6,73,16810
78.9,4.0,0.0,8.1,0.1,6.4,2.6,1400000US06073016811,4826,51.1,5.0,5.3,7.4,8.8,4.9,11.1,11.6,14.9,7.3,8.2,10.8,3.3,1.4,42.8,"Census Tract 168.11, San Diego County, California",6,73,16811
89.0,1.4,0.3,6.0,0.0,2.9,0.4,1400000US06073017014,2475,39.8,0.0,0.0,0.0,0.0,0.0,2.7,1.6,2.9,9.1,8.4,29.0,24.0,22.3,73.6,"Census Tract 170.14, San Diego County, California",6,73,17014
88.0,2.5,0.0,7.1,0.0,0.9,1.6,1400000US06073017019,6402,43.9,1.9,3.5,6.4,3.0,1.5,6.2,5.8,8.1,11.0,7.9,21.5,14.6,8.5,61.1,"Census Tract 170.19, San Diego County, California",6,73,17019
55.0,1.3,0.0,34.7,0.0,0.3,8.8,1400000US06073017032,15878,47.7,7.2,10.3,8.6,7.4,3.9,11.1,15.6,18.7,2.8,4.9,6.6,1.7,1.3,35.8,"Census Tract 170.32, San Diego County, California",6,73,17032
62.7,3.8,0.3,23.1,1.0,1.0,8.0,1400000US06073017037,5776,48.9,6.7,7.2,5.8,6.6,7.5,14.8,13.9,14.0,5.9,5.8,8.9,2.3,0.6,36.3,"Census Tract 170.37, San Diego County, California",6,73,17037
92.5,0.0,0.0,2.6,0.0,2.0,2.9,1400000US06073017106,4786,46.4,1.8,5.8,6.5,8.9,5.3,6.5,6.9,16.9,8.8,6.0,17.2,6.1,3.5,50.8,"Census Tract 171.06, San Diego County, California",6,73,17106
91.1,0.2,0.6,3.5,0.0,3.4,1.2,1400000US06073017601,5515,49.3,2.8,4.2,8.2,3.6,2.9,4.4,10.8,14.9,4.3,6.1,12.5,11.4,13.9,53.0,"Census Tract 176.01, San Diego County, California",6,73,17601
89.7,0.0,0.0,4.4,0.5,1.5,3.9,1400000US06073000100,3250,46.8,4.6,5.4,3.8,3.9,2.4,6.4,12.8,13.9,8.2,8.8,17.2,9.3,3.3,54.2,"Census Tract 1, San Diego County, California",6,73,100
78.8,7.3,0.2,4.7,1.0,3.0,5.0,1400000US06073000600,3446,49.9,4.2,2.7,2.8,2.1,3.5,28.5,19.9,15.5,5.8,3.5,6.7,2.8,2.0,37.4,"Census Tract 6, San Diego County, California",6,73,600
51.8,1.5,1.5,28.1,0.7,11.0,5.4,1400000US06073012003,3510,49.7,6.0,7.3,4.7,4.7,7.8,16.4,15.6,11.1,8.1,5.1,7.4,4.5,1.5,37.0,"Census Tract 120.03, San Diego County, California",6,73,12003
78.6,1.7,0.0,8.0,4.1,6.3,1.4,1400000US06073013203,6351,44.6,5.4,7.2,8.9,8.9,9.5,16.0,9.1,9.2,5.2,4.3,7.9,6.8,1.7,30.4,"Census Tract 132.03, San Diego County, California",6,73,13203
78.2,0.4,0.0,5.2,0.0,15.6,0.7,1400000US06073013204,3938,47.4,6.5,4.8,7.7,7.5,11.3,15.6,9.0,11.9,6.7,5.9,6.9,4.8,1.4,32.0,"Census Tract 132.04, San Diego County, California",6,73,13204
69.3,3.9,2.2,6.5,3.2,9.4,5.4,1400000US06073013301,5453,56.9,5.7,7.3,5.8,5.4,10.3,18.4,11.3,13.4,7.0,4.5,4.8,3.1,3.0,33.2,"Census Tract 133.01, San Diego County, California",6,73,13301
75.2,3.8,0.1,3.3,2.3,9.2,6.1,1400000US06073013303,5199,48.6,7.0,5.9,6.6,5.9,5.4,14.8,11.8,13.9,5.0,6.8,7.6,5.8,3.5,39.9,"Census Tract 133.03, San Diego County, California",6,73,13303
57.4,2.7,1.5,12.1,0.0,13.9,12.5,1400000US06037702803,3167,49.7,12.0,6.9,2.6,2.9,3.1,14.8,15.9,13.7,8.4,5.5,6.4,3.1,4.8,39.6,"Census Tract 7028.03, Los Angeles County, California",6,37,702803
46.7,41.7,0.5,4.0,0.0,4.7,2.4,1400000US06037900806,4522,39.8,8.1,10.8,4.9,2.7,9.2,15.5,11.6,8.1,5.4,5.1,8.7,8.5,1.3,34.3,"Census Tract 9008.06, Los Angeles County, California",6,37,900806
75.0,5.3,0.0,13.7,1.2,1.5,3.4,1400000US06037271500,3192,50.0,5.0,4.5,7.8,4.9,4.1,10.5,12.8,15.4,5.7,6.6,11.3,7.9,3.5,45.6,"Census Tract 2715, Los Angeles County, California",6,37,271500
43.2,25.2,0.0,7.3,0.0,21.0,3.3,1400000US06037277200,2424,48.0,3.3,5.6,5.7,5.2,12.3,27.1,10.6,12.5,5.1,6.3,3.9,2.6,0.0,31.1,"Census Tract 2772, Los Angeles County, California",6,37,277200
38.1,1.0,3.7,6.6,0.0,48.9,1.6,1400000US06037201401,4814,45.4,7.2,4.2,8.2,6.5,9.1,19.6,11.9,11.4,5.8,4.2,4.3,4.9,2.5,32.5,"Census Tract 2014.01, Los Angeles County, California",6,37,201401
66.1,2.4,1.4,18.5,0.0,7.9,3.7,1400000US06037400304,7547,49.5,3.4,7.2,5.7,7.1,7.4,19.4,12.2,12.0,6.7,4.3,10.7,3.3,0.8,35.0,"Census Tract 4003.04, Los Angeles County, California",6,37,400304
50.9,0.0,0.9,2.2,0.5,40.1,5.3,1400000US06037294110,4177,50.4,8.3,7.7,8.4,7.8,7.0,11.7,14.0,13.4,3.8,6.6,4.5,4.5,2.1,33.8,"Census Tract 2941.10, Los Angeles County, California",6,37,294110
51.2,8.6,0.0,21.9,0.0,11.7,6.6,1400000US06037296300,4937,49.1,5.9,5.1,7.2,5.2,3.6,12.4,14.6,15.3,9.1,7.3,7.6,5.1,1.6,43.5,"Census Tract 2963, Los Angeles County, California",6,37,296300
71.5,3.6,0.3,4.0,0.0,12.9,7.8,1400000US06037297000,5476,51.2,5.8,5.0,3.8,5.1,2.3,18.1,14.8,15.0,8.1,8.3,8.0,3.1,2.6,39.8,"Census Tract 2970, Los Angeles County, California",6,37,297000
75.6,2.6,0.0,14.0,0.0,4.3,3.4,1400000US06037301203,4611,39.8,3.2,2.3,3.8,3.5,3.4,19.4,12.6,14.6,5.4,6.7,10.6,11.0,3.6,46.9,"Census Tract 3012.03, Los Angeles County, California",6,37,301203
69.0,4.5,0.0,8.9,0.0,13.1,4.6,1400000US06037310703,4693,51.1,5.8,6.8,3.1,5.1,9.1,23.8,10.8,9.4,6.3,4.4,7.1,5.1,3.2,33.0,"Census Tract 3107.03, Los Angeles County, California",6,37,310703
52.2,1.8,1.2,6.5,0.0,27.4,10.9,1400000US06037400602,4412,48.8,6.0,6.6,7.5,7.7,5.4,17.8,13.7,12.5,6.4,4.6,7.3,3.5,1.0,34.3,"Census Tract 4006.02, Los Angeles County, California",6,37,400602
42.9,20.0,1.8,5.9,0.0,24.6,4.8,1400000US06037575901,3601,47.7,6.6,8.4,9.7,6.1,7.7,19.7,12.7,13.9,5.6,4.9,3.3,1.2,0.2,30.7,"Census Tract 5759.01, Los Angeles County, California",6,37,575901
49.1,4.8,0.0,34.3,0.0,3.6,8.2,1400000US06081610304,4434,45.9,5.9,6.7,4.2,3.6,2.7,10.2,17.3,14.9,12.8,5.3,12.5,2.4,1.4,44.4,"Census Tract 6103.04, San Mateo County, California",6,81,610304
56.2,1.6,0.0,13.1,1.1,26.1,1.7,1400000US06081610700,6016,56.8,2.0,5.2,5.2,6.2,5.1,20.1,18.4,14.0,4.9,4.9,5.6,4.3,4.1,37.3,"Census Tract 6107, San Mateo County, California",6,81,610700
75.7,1.8,0.6,13.1,0.0,1.2,7.7,1400000US06081611600,2481,46.2,9.6,10.2,8.5,4.0,2.3,8.9,16.4,14.7,7.3,6.1,6.7,3.9,1.5,39.0,"Census Tract 6116, San Mateo County, California",6,81,611600
14.2,2.9,0.5,55.5,6.8,17.4,2.8,1400000US06081600200,4173,49.6,3.7,4.7,5.9,5.0,4.6,20.2,10.6,12.7,8.2,7.2,10.5,5.1,1.6,41.3,"Census Tract 6002, San Mateo County, California",6,81,600200
26.9,6.8,2.0,55.6,0.0,6.1,2.7,1400000US06081600300,3952,52.0,2.9,3.2,7.5,5.3,6.6,11.6,9.6,18.2,9.5,5.4,11.6,5.9,2.6,46.7,"Census Tract 6003, San Mateo County, California",6,81,600300
18.0,3.7,0.2,53.7,0.0,19.7,4.6,1400000US06081600700,7594,47.4,5.4,3.3,3.4,6.2,7.5,20.0,13.0,12.1,5.2,8.1,8.5,5.4,1.8,37.6,"Census Tract 6007, San Mateo County, California",6,81,600700
17.5,5.0,0.2,56.1,1.8,17.1,2.3,1400000US06081601502,5591,52.3,4.8,5.5,4.3,8.0,8.7,16.4,15.6,12.5,4.7,2.3,9.6,4.9,2.7,36.2,"Census Tract 6015.02, San Mateo County, California",6,81,601502
36.6,2.6,0.1,14.5,0.1,38.7,7.3,1400000US06081602200,8740,50.9,7.2,8.6,8.1,6.5,4.6,18.3,14.0,14.1,3.3,4.3,7.4,2.4,1.3,33.2,"Census Tract 6022, San Mateo County, California",6,81,602200
32.1,4.1,0.4,25.1,3.7,28.8,5.8,1400000US06081602300,4167,44.4,5.7,5.4,7.6,7.1,6.1,11.3,12.9,13.8,8.5,6.9,5.0,7.2,2.5,39.6,"Census Tract 6023, San Mateo County, California",6,81,602300
47.3,1.3,0.2,33.4,1.5,8.2,8.0,1400000US06081603700,5525,48.1,4.4,4.2,4.5,3.9,6.2,11.7,12.9,13.7,8.3,11.0,8.5,6.9,3.9,46.4,"Census Tract 6037, San Mateo County, California",6,81,603700
59.0,2.4,0.3,24.7,0.0,9.1,4.4,1400000US06081603900,5551,45.2,3.7,3.5,5.1,7.3,9.1,14.0,13.4,19.3,4.9,5.1,8.5,3.8,2.3,39.7,"Census Tract 6039, San Mateo County, California",6,81,603900
19.6,0.0,2.8,35.5,0.0,40.3,1.8,1400000US06037199800,5428,50.5,6.8,6.4,5.9,6.0,8.7,14.4,10.8,17.3,4.5,4.1,5.6,4.5,5.1,37.6,"Census Tract 1998, Los Angeles County, California",6,37,199800
34.4,1.7,0.3,7.3,0.0,52.8,3.6,1400000US06037201504,2243,43.6,7.0,7.9,5.1,6.1,9.7,19.8,7.9,14.1,5.3,4.5,6.2,4.4,2.0,33.4,"Census Tract 2015.04, Los Angeles County, California",6,37,201504
55.3,2.0,0.0,0.0,0.0,42.0,0.7,1400000US06037204820,2146,52.2,4.1,5.9,9.3,8.1,9.4,13.2,13.3,12.8,8.8,2.1,4.7,5.3,3.1,35.0,"Census Tract 2048.20, Los Angeles County, California",6,37,204820
18.7,19.9,0.1,46.3,0.3,10.8,3.9,1400000US06037206200,3971,50.9,1.9,1.2,1.6,1.9,5.7,22.1,13.1,12.1,8.1,7.3,10.9,10.6,3.7,46.6,"Census Tract 2062, Los Angeles County, California",6,37,206200
46.3,3.1,0.0,5.2,0.0,45.5,0.0,1400000US06037208720,4338,52.5,6.3,6.5,6.4,8.9,6.1,19.9,21.1,11.3,4.6,3.2,2.7,2.1,0.7,33.2,"Census Tract 2087.20, Los Angeles County, California",6,37,208720
22.5,5.8,0.6,42.7,6.3,20.7,1.4,1400000US06037211802,4463,52.2,3.3,9.0,4.2,2.2,4.3,21.2,18.4,13.3,7.6,6.2,5.9,3.7,0.7,37.9,"Census Tract 2118.02, Los Angeles County, California",6,37,211802
28.7,8.1,0.4,18.0,0.0,43.6,1.3,1400000US06037212204,3383,49.4,9.3,9.6,4.0,5.1,4.7,19.4,18.4,9.8,4.9,4.9,6.6,3.5,0.0,34.0,"Census Tract 2122.04, Los Angeles County, California",6,37,212204
30.1,7.2,0.0,18.9,0.0,40.9,2.9,1400000US06037212303,3966,58.1,7.9,8.0,2.9,3.0,10.6,25.5,19.0,10.5,4.6,2.1,4.8,0.9,0.0,30.6,"Census Tract 2123.03, Los Angeles County, California",6,37,212303
18.7,1.4,1.9,43.5,0.0,31.2,3.4,1400000US06037212306,3366,58.0,8.4,7.3,2.0,3.4,6.7,15.2,18.5,16.0,7.2,4.5,7.6,2.7,0.5,38.3,"Census Tract 2123.06, Los Angeles County, California",6,37,212306
10.6,1.0,0.3,27.7,0.0,58.9,1.5,1400000US06037213310,3492,56.4,5.8,4.9,5.4,4.3,8.1,18.6,9.3,16.1,6.4,10.8,8.5,1.3,0.4,36.2,"Census Tract 2133.10, Los Angeles County, California",6,37,213310
88.1,0.6,0.1,4.8,0.6,2.5,3.3,1400000US06037214000,3971,46.5,9.6,9.7,9.0,6.1,2.1,9.3,17.0,11.0,5.9,6.6,5.0,4.0,4.8,36.9,"Census Tract 2140, Los Angeles County, California",6,37,214000
56.6,11.1,0.7,4.7,0.0,22.5,4.5,1400000US06071005100,7545,45.1,4.7,8.4,7.1,6.5,6.5,14.7,16.6,10.7,7.3,4.7,7.9,3.9,1.1,35.7,"Census Tract 51, San Bernardino County, California",6,71,5100
53.8,9.0,0.0,6.0,0.0,27.1,4.1,1400000US06071006402,4566,49.2,9.9,11.7,7.8,10.9,6.5,13.8,11.3,11.4,6.1,3.4,4.8,1.0,1.6,27.6,"Census Tract 64.02, San Bernardino County, California",6,71,6402
80.4,2.1,0.5,5.0,0.1,5.9,6.0,1400000US06071008402,6916,48.9,5.6,4.7,8.2,8.9,10.4,10.7,14.3,11.7,6.2,7.4,7.1,3.4,1.5,35.7,"Census Tract 84.02, San Bernardino County, California",6,71,8402
58.7,26.9,3.1,1.1,0.2,4.5,5.5,1400000US06071009400,3589,44.6,12.3,9.8,5.9,5.7,7.4,17.7,11.1,12.5,5.2,5.6,3.0,3.6,0.2,28.8,"Census Tract 94, San Bernardino County, California",6,71,9400
84.9,4.8,0.3,5.4,0.0,4.5,0.0,1400000US06071009707,6402,45.0,3.7,3.2,6.1,3.4,2.1,5.4,7.3,8.9,6.3,11.0,24.4,11.8,6.3,60.8,"Census Tract 97.07, San Bernardino County, California",6,71,9707
93.0,2.6,0.4,1.4,0.0,0.7,1.9,1400000US06071009708,5644,55.5,6.3,5.1,7.6,7.6,5.0,10.4,11.4,16.7,6.9,6.1,8.9,6.8,1.3,41.3,"Census Tract 97.08, San Bernardino County, California",6,71,9708
81.1,7.7,0.1,3.1,0.0,3.4,4.5,1400000US06071009711,9674,49.2,6.5,6.4,6.0,9.2,5.2,9.2,13.7,13.8,7.7,5.3,11.1,4.0,2.0,41.0,"Census Tract 97.11, San Bernardino County, California",6,71,9711
76.0,10.8,0.0,2.0,0.0,5.5,5.7,1400000US06071009714,3906,53.4,7.9,7.8,7.0,6.7,8.5,12.0,11.9,13.0,6.6,5.0,6.6,5.4,1.5,35.0,"Census Tract 97.14, San Bernardino County, California",6,71,9714
44.5,1.8,1.1,1.1,0.7,47.4,3.3,1400000US06071003200,8205,50.9,5.4,10.1,9.8,10.3,8.3,13.1,12.7,14.4,3.1,3.4,6.0,2.2,1.4,30.3,"Census Tract 32, San Bernardino County, California",6,71,3200
